date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-03-01,Aurora,1,799,737,269,4,85
2019-03-01,Beadle,16,4349,3273,2194,42,998
2019-03-01,Bennett,2,687,816,346,2,206
2019-03-01,Bon Homme,11,2083,1235,619,2,291
2019-03-01,Brookings,69,7800,5217,5387,46,1659
2019-03-01,Brown,62,10483,8201,4343,50,2287
2019-03-01,Brule,10,1481,1180,578,6,87
2019-03-01,Buffalo,1,168,629,136,1,75
2019-03-01,Butte,32,3944,980,1317,16,939
2019-03-01,Campbell,,904,125,85,,119
2019-03-01,Charles Mix,3,2318,2280,844,2,631
2019-03-01,Clark,3,1405,707,370,5,190
2019-03-01,Clay,37,2448,2942,2261,13,871
2019-03-01,Codington,26,8230,4728,3733,38,1634
2019-03-01,Corson,9,656,1208,475,9,239
2019-03-01,Custer,23,3933,1156,1455,30,794
2019-03-01,Davison,21,5469,3264,2526,31,1127
2019-03-01,Day,10,1552,1738,663,14,266
2019-03-01,Deuel,9,1356,816,684,6,270
2019-03-01,Dewey,3,732,2076,602,8,188
2019-03-01,Douglas,2,1585,312,203,,143
2019-03-01,Edmunds,8,1502,772,409,4,173
2019-03-01,Fall River,23,3010,946,1210,27,597
2019-03-01,Faulk,,1044,278,247,1,86
2019-03-01,Grant,8,2321,1404,957,12,529
2019-03-01,Gregory,5,1571,904,340,2,116
2019-03-01,Haakon,3,1071,177,137,2,34
2019-03-01,Hamlin,2,2546,722,567,3,251
2019-03-01,Hand,3,1451,610,259,2,121
2019-03-01,Hanson,3,1630,804,742,5,554
2019-03-01,Harding,2,773,100,86,,65
2019-03-01,Hughes,40,6993,2375,1895,22,772
2019-03-01,Hutchinson,3,3271,1003,738,10,165
2019-03-01,Hyde,,665,202,105,3,82
2019-03-01,Jackson,6,835,652,305,12,143
2019-03-01,Jerauld,3,625,459,194,1,43
2019-03-01,Jones,1,503,90,92,,33
2019-03-01,Kingsbury,11,1979,916,590,1,204
2019-03-01,Lake,33,4532,2731,2279,9,1024
2019-03-01,Lawrence,101,9157,3718,4068,33,2047
2019-03-01,Lincoln,121,18586,8986,9676,72,2896
2019-03-01,Lyman,6,1131,810,287,1,136
2019-03-01,Marshall,8,1093,1186,512,1,192
2019-03-01,McCook,11,1840,1047,737,6,243
2019-03-01,McPherson,8,1264,269,234,1,115
2019-03-01,Meade,90,10071,3051,3918,39,1513
2019-03-01,Mellette,1,490,486,167,1,128
2019-03-01,Miner,2,636,610,316,3,66
2019-03-01,Minnehaha,461,47338,36253,32570,314,14292
2019-03-01,Moody,6,1527,1589,981,6,348
2019-03-01,Oglala Lakota,11,523,5548,1895,49,838
2019-03-01,Pennington,403,35667,16608,20063,250,7588
2019-03-01,Perkins,5,1396,391,341,9,163
2019-03-01,Potter,1,1324,283,146,4,98
2019-03-01,Roberts,10,1989,3065,1340,21,607
2019-03-01,Sanborn,3,837,467,229,3,76
2019-03-01,Spink,5,2168,1337,644,5,307
2019-03-01,Stanley,2,1373,446,282,2,122
2019-03-01,Sully,,751,211,122,1,48
2019-03-01,Todd,3,687,3024,952,11,685
2019-03-01,Tripp,3,2230,901,555,10,286
2019-03-01,Turner,10,3098,1415,1125,13,293
2019-03-01,Union,27,5512,2745,3260,22,1459
2019-03-01,Walworth,7,2440,770,486,7,298
2019-03-01,Yankton,57,6290,4079,3453,19,1113
2019-03-01,Ziebach,5,400,891,317,4,137
