date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2024-04-02,Aurora,529,2,953,225,2,92,,112
2024-04-02,Beadle,2573,26,4913,1381,39,1078,1,715
2024-04-02,Bennett,730,6,727,221,2,199,,126
2024-04-02,Bon Homme,914,10,2270,476,,205,,301
2024-04-02,Brookings,4972,101,9433,3526,21,2547,,1631
2024-04-02,Brown,7342,95,12314,3560,11,1740,1,1162
2024-04-02,Brule,912,15,1675,449,2,196,,179
2024-04-02,Buffalo,525,2,150,67,3,81,,124
2024-04-02,Butte,783,58,4417,892,17,600,,1363
2024-04-02,Campbell,106,1,908,73,,33,,82
2024-04-02,Charles Mix,1760,10,2622,553,,334,,476
2024-04-02,Clark,563,4,1574,263,,143,,149
2024-04-02,Clay,2820,38,2849,1337,11,1024,,1257
2024-04-02,Codington,3927,63,9831,2567,28,1549,,1699
2024-04-02,Corson,980,6,721,273,2,251,,237
2024-04-02,Custer,1055,35,4937,1107,24,603,,957
2024-04-02,Davison,2735,29,6519,1816,38,1342,2,1346
2024-04-02,Day,1294,11,1832,573,,147,,236
2024-04-02,Deuel,625,9,1679,488,,237,,132
2024-04-02,Dewey,1785,2,744,405,,327,,268
2024-04-02,Douglas,210,,1628,141,,84,,123
2024-04-02,Edmunds,537,7,1722,261,2,160,,139
2024-04-02,Fall River,893,41,3759,925,,581,1,419
2024-04-02,Faulk,201,,1103,216,,28,,63
2024-04-02,Grant,1081,17,2621,706,11,303,,351
2024-04-02,Gregory,653,4,1773,327,,69,,162
2024-04-02,Haakon,123,2,1135,85,1,26,,63
2024-04-02,Hamlin,554,8,2926,370,,223,,231
2024-04-02,Hand,421,7,1601,182,4,50,,103
2024-04-02,Hanson,621,5,1790,496,4,332,,491
2024-04-02,Harding,67,6,819,71,1,36,,54
2024-04-02,Hughes,2094,46,7190,1359,18,772,1,1097
2024-04-02,Hutchinson,730,14,3352,506,6,293,,227
2024-04-02,Hyde,159,1,642,94,,21,,47
2024-04-02,Jackson,585,9,882,166,2,158,,136
2024-04-02,Jerauld,348,5,672,128,1,56,,74
2024-04-02,Jones,66,1,511,62,,28,1,46
2024-04-02,Kingsbury,697,9,2265,394,3,279,,300
2024-04-02,Lake,1944,25,4134,952,6,554,1,2089
2024-04-02,Lawrence,3762,166,11523,3136,47,2255,2,2456
2024-04-02,Lincoln,9828,227,23878,7473,75,4613,,4935
2024-04-02,Lyman,672,5,1133,215,1,145,,99
2024-04-02,Marshall,976,2,1243,383,2,161,,170
2024-04-02,McCook,805,9,2268,507,,262,,149
2024-04-02,McPherson,207,8,1285,139,,64,,189
2024-04-02,Meade,2819,162,12261,2786,17,1942,,1485
2024-04-02,Mellette,397,3,502,171,,58,,69
2024-04-02,Miner,435,3,811,238,,100,,84
2024-04-02,Minnehaha,35283,714,55672,21805,264,17022,2,18586
2024-04-02,Moody,1338,15,1850,685,3,365,1,229
2024-04-02,Oglala Lakota,5202,19,575,987,1,1099,,671
2024-04-02,Pennington,17503,662,44618,12756,217,11058,4,9729
2024-04-02,Perkins,273,4,1526,196,5,152,,171
2024-04-02,Potter,185,2,1328,113,6,39,1,151
2024-04-02,Roberts,2411,11,2128,936,21,541,,479
2024-04-02,Sanborn,354,7,965,157,,126,,69
2024-04-02,Spink,1012,10,2449,443,2,194,,218
2024-04-02,Stanley,333,7,1508,190,,92,,209
2024-04-02,Sully,166,5,807,114,,33,,68
2024-04-02,Todd,2684,7,653,560,5,506,,790
2024-04-02,Tripp,610,6,2349,350,6,193,,408
2024-04-02,Turner,1145,12,3497,886,,322,,251
2024-04-02,Union,2327,44,6171,2213,3,1407,1,2192
2024-04-02,Walworth,589,8,2417,337,10,212,,443
2024-04-02,Yankton,3486,63,7154,2482,13,1214,,1655
2024-04-02,Ziebach,746,6,421,175,,221,,97
