date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-08-01,Aurora,1,812,728,273,4,72
2019-08-01,Beadle,17,4357,3246,2240,42,234
2019-08-01,Bennett,2,694,801,350,2,130
2019-08-01,Bon Homme,10,2090,1211,623,3,178
2019-08-01,Brookings,74,7905,5237,5496,45,706
2019-08-01,Brown,65,10605,8177,4425,49,2165
2019-08-01,Brule,9,1481,1171,586,6,85
2019-08-01,Buffalo,1,164,613,141,1,72
2019-08-01,Butte,35,3931,947,1306,16,1027
2019-08-01,Campbell,,903,130,86,,57
2019-08-01,Charles Mix,4,2343,2258,854,2,274
2019-08-01,Clark,2,1409,706,372,5,101
2019-08-01,Clay,38,2479,2958,2280,14,317
2019-08-01,Codington,30,8291,4698,3760,39,886
2019-08-01,Corson,9,661,1226,480,9,114
2019-08-01,Custer,23,3948,1148,1491,31,791
2019-08-01,Davison,21,5517,3245,2575,33,1064
2019-08-01,Day,8,1559,1721,665,13,92
2019-08-01,Deuel,9,1372,811,687,6,256
2019-08-01,Dewey,4,734,2067,605,7,75
2019-08-01,Douglas,1,1592,307,211,,35
2019-08-01,Edmunds,8,1513,766,414,4,77
2019-08-01,Fall River,25,3065,949,1235,27,396
2019-08-01,Faulk,,1042,272,248,,35
2019-08-01,Grant,9,2345,1386,955,12,210
2019-08-01,Gregory,5,1579,889,345,2,73
2019-08-01,Haakon,3,1073,172,144,2,14
2019-08-01,Hamlin,2,2564,712,567,3,110
2019-08-01,Hand,3,1458,603,260,2,119
2019-08-01,Hanson,3,1667,798,767,8,522
2019-08-01,Harding,3,780,100,86,,30
2019-08-01,Hughes,39,7003,2383,1922,23,505
2019-08-01,Hutchinson,3,3264,988,751,10,27
2019-08-01,Hyde,,660,196,107,3,9
2019-08-01,Jackson,6,838,645,311,12,114
2019-08-01,Jerauld,3,625,451,189,2,21
2019-08-01,Jones,1,510,90,94,,18
2019-08-01,Kingsbury,11,1990,910,596,1,203
2019-08-01,Lake,31,4487,2692,2256,9,803
2019-08-01,Lawrence,103,9255,3758,4121,32,1895
2019-08-01,Lincoln,121,18884,9062,9949,62,2866
2019-08-01,Lyman,6,1136,805,290,1,11
2019-08-01,Marshall,8,1100,1168,521,1,174
2019-08-01,McCook,11,1847,1031,752,6,127
2019-08-01,McPherson,8,1258,261,234,1,114
2019-08-01,Meade,92,10196,3075,3999,43,177
2019-08-01,Mellette,1,487,474,171,1,24
2019-08-01,Miner,2,636,602,323,2,60
2019-08-01,Minnehaha,486,48010,36403,33597,316,13069
2019-08-01,Moody,6,1520,1578,987,6,322
2019-08-01,Oglala Lakota,12,527,5511,1926,52,542
2019-08-01,Pennington,422,36484,16885,20859,263,6273
2019-08-01,Perkins,5,1413,383,352,8,79
2019-08-01,Potter,1,1323,281,148,4,94
2019-08-01,Roberts,11,2010,3046,1348,21,25
2019-08-01,Sanborn,3,843,459,227,3,62
2019-08-01,Spink,6,2178,1318,646,5,69
2019-08-01,Stanley,2,1370,441,284,2,113
2019-08-01,Sully,2,747,209,127,3,44
2019-08-01,Todd,4,687,3041,977,11,659
2019-08-01,Tripp,3,2233,882,576,10,287
2019-08-01,Turner,10,3119,1399,1149,14,118
2019-08-01,Union,28,5591,2769,3364,21,1273
2019-08-01,Walworth,8,2447,777,496,7,290
2019-08-01,Yankton,57,6347,4059,3503,20,1089
2019-08-01,Ziebach,5,400,888,320,4,76
