date,county,libertarian,republican,democratic,npa_ind,other,inactive
2020-08-03,Aurora,1,827,685,262,2,99
2020-08-03,Beadle,16,4341,3099,2192,43,473
2020-08-03,Bennett,2,712,762,345,2,192
2020-08-03,Bon Homme,7,2097,1106,617,2,261
2020-08-03,Brookings,72,8016,5210,5471,40,1228
2020-08-03,Brown,63,10608,7903,4396,46,2724
2020-08-03,Brule,7,1497,1096,578,4,190
2020-08-03,Buffalo,1,160,586,140,1,96
2020-08-03,Butte,36,3895,900,1263,15,1240
2020-08-03,Campbell,,889,123,86,,87
2020-08-03,Charles Mix,4,2413,2053,815,2,457
2020-08-03,Clark,2,1404,654,352,10,163
2020-08-03,Clay,36,2495,2867,2146,13,756
2020-08-03,Codington,34,8497,4485,3753,30,1281
2020-08-03,Corson,8,672,1141,476,5,206
2020-08-03,Custer,24,4000,1114,1454,30,1020
2020-08-03,Davison,22,5624,3117,2583,33,1289
2020-08-03,Day,7,1583,1598,656,10,212
2020-08-03,Deuel,8,1423,777,685,7,157
2020-08-03,Dewey,3,728,1993,586,6,205
2020-08-03,Douglas,,1601,279,207,,58
2020-08-03,Edmunds,6,1520,707,383,6,163
2020-08-03,Fall River,26,3045,901,1169,37,654
2020-08-03,Faulk,,1039,246,228,1,66
2020-08-03,Grant,8,2367,1312,946,11,310
2020-08-03,Gregory,5,1670,829,366,,88
2020-08-03,Haakon,3,1061,153,133,1,67
2020-08-03,Hamlin,2,2576,653,543,2,224
2020-08-03,Hand,2,1482,548,241,2,157
2020-08-03,Hanson,5,1709,758,768,8,645
2020-08-03,Harding,3,784,92,88,,59
2020-08-03,Hughes,43,7117,2360,1963,22,522
2020-08-03,Hutchinson,3,3314,958,760,9,29
2020-08-03,Hyde,,667,182,105,3,13
2020-08-03,Jackson,8,867,639,305,10,103
2020-08-03,Jerauld,6,627,412,180,2,63
2020-08-03,Jones,1,519,88,93,,28
2020-08-03,Kingsbury,6,2043,882,604,2,223
2020-08-03,Lake,28,4179,2430,1939,8,1412
2020-08-03,Lawrence,102,9391,3657,4109,37,2429
2020-08-03,Lincoln,126,19349,9244,9963,62,4111
2020-08-03,Lyman,5,1107,766,292,1,66
2020-08-03,Marshall,8,1099,1104,519,4,235
2020-08-03,McCook,11,1894,984,724,7,186
2020-08-03,McPherson,8,1251,240,228,1,160
2020-08-03,Meade,97,10457,3039,3925,42,828
2020-08-03,Mellette,3,500,464,169,1,45
2020-08-03,Miner,3,645,562,321,2,85
2020-08-03,Minnehaha,490,48305,35738,33382,298,17891
2020-08-03,Moody,9,1571,1531,973,4,391
2020-08-03,Oglala Lakota,12,501,5255,1854,54,927
2020-08-03,Pennington,450,37691,17102,21262,249,8919
2020-08-03,Perkins,6,1435,344,322,7,138
2020-08-03,Potter,1,1283,257,147,4,157
2020-08-03,Roberts,9,1994,2912,1316,26,274
2020-08-03,Sanborn,3,848,439,230,4,88
2020-08-03,Spink,5,2184,1278,621,5,152
2020-08-03,Stanley,2,1391,405,260,8,182
2020-08-03,Sully,2,747,194,128,3,76
2020-08-03,Todd,3,673,2873,943,10,892
2020-08-03,Tripp,6,2242,786,544,9,399
2020-08-03,Turner,12,3158,1342,1134,14,193
2020-08-03,Union,28,5656,2690,3382,18,1605
2020-08-03,Walworth,7,2485,786,490,6,273
2020-08-03,Yankton,58,6384,3934,3558,18,1408
2020-08-03,Ziebach,5,397,848,311,3,122
