date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-09-03,Aurora,1,812,722,273,3,79
2019-09-03,Beadle,17,4368,3232,2243,41,234
2019-09-03,Bennett,2,696,807,346,2,132
2019-09-03,Bon Homme,10,2084,1202,623,3,192
2019-09-03,Brookings,75,7885,5226,5458,45,790
2019-09-03,Brown,64,10582,8143,4410,49,2262
2019-09-03,Brule,9,1484,1166,584,6,92
2019-09-03,Buffalo,1,164,612,142,1,72
2019-09-03,Butte,36,3913,942,1304,16,1056
2019-09-03,Campbell,,904,129,86,,58
2019-09-03,Charles Mix,4,2344,2249,857,2,282
2019-09-03,Clark,2,1405,699,368,6,114
2019-09-03,Clay,37,2486,2962,2272,13,338
2019-09-03,Codington,30,8285,4661,3780,37,963
2019-09-03,Corson,9,656,1217,480,9,122
2019-09-03,Custer,23,3949,1151,1497,31,820
2019-09-03,Davison,21,5513,3219,2574,33,1113
2019-09-03,Day,8,1559,1706,661,13,111
2019-09-03,Deuel,9,1377,809,700,6,140
2019-09-03,Dewey,4,732,2058,599,7,91
2019-09-03,Douglas,1,1596,305,211,,38
2019-09-03,Edmunds,8,1508,761,406,4,94
2019-09-03,Fall River,26,3037,937,1235,27,436
2019-09-03,Faulk,,1046,271,247,,37
2019-09-03,Grant,9,2344,1387,964,12,211
2019-09-03,Gregory,5,1576,887,346,2,73
2019-09-03,Haakon,3,1074,171,143,2,14
2019-09-03,Hamlin,2,2560,704,562,3,133
2019-09-03,Hand,3,1458,599,258,2,119
2019-09-03,Hanson,3,1672,798,775,8,526
2019-09-03,Harding,3,781,99,88,,30
2019-09-03,Hughes,39,6998,2383,1926,25,508
2019-09-03,Hutchinson,3,3270,988,751,9,27
2019-09-03,Hyde,,658,196,105,3,9
2019-09-03,Jackson,6,836,643,309,12,114
2019-09-03,Jerauld,3,623,450,189,2,21
2019-09-03,Jones,1,500,89,93,,28
2019-09-03,Kingsbury,11,1987,909,599,1,202
2019-09-03,Lake,31,4460,2675,2224,9,833
2019-09-03,Lawrence,100,9282,3748,4134,33,1931
2019-09-03,Lincoln,116,18872,9085,9947,63,3013
2019-09-03,Lyman,6,1137,803,291,1,11
2019-09-03,Marshall,8,1096,1162,521,1,179
2019-09-03,McCook,11,1842,1033,748,5,133
2019-09-03,McPherson,8,1264,261,238,1,113
2019-09-03,Meade,93,10217,3093,4024,44,178
2019-09-03,Mellette,1,486,475,171,1,24
2019-09-03,Miner,2,640,598,322,2,61
2019-09-03,Minnehaha,492,48155,36460,33656,317,13021
2019-09-03,Moody,7,1521,1575,989,6,317
2019-09-03,Oglala Lakota,13,527,5511,1923,52,552
2019-09-03,Pennington,423,36720,16974,21112,273,6339
2019-09-03,Perkins,5,1413,376,347,8,93
2019-09-03,Potter,1,1304,274,146,4,117
2019-09-03,Roberts,10,2011,3035,1344,21,46
2019-09-03,Sanborn,3,844,460,230,3,61
2019-09-03,Spink,6,2178,1317,649,5,69
2019-09-03,Stanley,2,1378,441,285,2,112
2019-09-03,Sully,2,750,209,128,3,44
2019-09-03,Todd,4,687,3035,969,11,667
2019-09-03,Tripp,3,2217,874,567,10,310
2019-09-03,Turner,10,3113,1394,1145,15,128
2019-09-03,Union,28,5602,2766,3369,22,1311
2019-09-03,Walworth,7,2442,779,495,7,289
2019-09-03,Yankton,59,6354,4059,3515,20,1085
2019-09-03,Ziebach,5,395,889,319,4,80
