date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-11-01,Aurora,1,804,705,268,2,106
2019-11-01,Beadle,15,4278,3162,2180,39,486
2019-11-01,Bennett,2,680,783,321,1,196
2019-11-01,Bon Homme,9,2066,1160,591,2,272
2019-11-01,Brookings,71,7759,5114,5341,42,1265
2019-11-01,Brown,62,10382,7958,4314,45,2811
2019-11-01,Brule,8,1462,1128,562,7,179
2019-11-01,Buffalo,1,159,592,139,1,100
2019-11-01,Butte,34,3827,905,1255,16,1278
2019-11-01,Campbell,,885,124,81,,89
2019-11-01,Charles Mix,3,2310,2162,829,2,424
2019-11-01,Clark,2,1379,677,354,7,172
2019-11-01,Clay,32,2392,2816,2115,11,787
2019-11-01,Codington,29,8200,4567,3702,33,1332
2019-11-01,Corson,8,645,1153,474,7,213
2019-11-01,Custer,22,3856,1105,1448,30,1029
2019-11-01,Davison,20,5441,3151,2516,33,1350
2019-11-01,Day,6,1523,1653,637,11,225
2019-11-01,Deuel,9,1389,806,706,6,135
2019-11-01,Dewey,4,708,1986,575,7,214
2019-11-01,Douglas,1,1580,300,210,,60
2019-11-01,Edmunds,7,1479,741,373,3,173
2019-11-01,Fall River,25,2972,891,1202,28,625
2019-11-01,Faulk,,1033,258,231,,69
2019-11-01,Grant,9,2306,1331,935,11,332
2019-11-01,Gregory,5,1578,882,355,2,73
2019-11-01,Haakon,3,1036,165,134,2,68
2019-11-01,Hamlin,3,2514,672,546,2,240
2019-11-01,Hand,2,1432,580,242,2,174
2019-11-01,Hanson,2,1618,769,748,8,662
2019-11-01,Harding,3,763,98,86,,62
2019-11-01,Hughes,40,7006,2378,1939,26,530
2019-11-01,Hutchinson,3,3274,979,746,9,32
2019-11-01,Hyde,,657,192,107,3,17
2019-11-01,Jackson,6,832,640,306,12,111
2019-11-01,Jerauld,3,603,435,174,2,66
2019-11-01,Jones,1,498,88,94,,30
2019-11-01,Kingsbury,11,1984,897,591,2,227
2019-11-01,Lake,26,4207,2505,1995,7,1444
2019-11-01,Lawrence,97,9075,3635,4028,35,2494
2019-11-01,Lincoln,121,18578,8979,9788,63,3938
2019-11-01,Lyman,6,1106,781,281,1,69
2019-11-01,Marshall,8,1070,1127,515,2,246
2019-11-01,McCook,11,1828,1008,727,5,193
2019-11-01,McPherson,8,1231,248,223,1,173
2019-11-01,Meade,88,10003,2980,3829,41,854
2019-11-01,Mellette,1,483,467,170,1,46
2019-11-01,Miner,2,628,576,319,1,94
2019-11-01,Minnehaha,491,48257,36404,33886,322,13931
2019-11-01,Moody,8,1497,1548,962,4,405
2019-11-01,Oglala Lakota,13,490,5249,1832,51,943
2019-11-01,Pennington,424,36494,16912,21109,274,7683
2019-11-01,Perkins,5,1401,358,332,8,142
2019-11-01,Potter,1,1275,261,141,3,162
2019-11-01,Roberts,9,2011,3004,1332,21,100
2019-11-01,Sanborn,3,830,445,224,3,95
2019-11-01,Spink,5,2137,1291,628,4,161
2019-11-01,Stanley,2,1355,420,264,3,187
2019-11-01,Sully,2,724,204,124,3,80
2019-11-01,Todd,4,656,2868,911,9,928
2019-11-01,Tripp,3,2172,835,546,8,413
2019-11-01,Turner,11,3071,1379,1128,15,206
2019-11-01,Union,27,5497,2702,3288,19,1638
2019-11-01,Walworth,7,2445,777,496,8,285
2019-11-01,Yankton,54,6234,3987,3436,20,1403
2019-11-01,Ziebach,5,386,861,307,4,127
