date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2024-08-01,Aurora,524,2,970,222,2,96,,111
2024-08-01,Beadle,2540,26,4972,1398,40,1083,1,710
2024-08-01,Bennett,723,6,727,220,2,198,,122
2024-08-01,Bon Homme,894,12,2339,475,,209,,299
2024-08-01,Brookings,4970,101,9584,3548,21,2607,,1620
2024-08-01,Brown,7269,96,12561,3554,11,1776,1,1150
2024-08-01,Brule,904,14,1697,458,4,200,,177
2024-08-01,Buffalo,530,2,151,67,3,80,,123
2024-08-01,Butte,774,56,4494,885,20,605,,1353
2024-08-01,Campbell,103,1,911,77,,38,,78
2024-08-01,Charles Mix,1731,9,2679,566,,333,,468
2024-08-01,Clark,547,5,1614,263,1,147,,144
2024-08-01,Clay,2829,38,2908,1372,11,1055,3,1246
2024-08-01,Codington,3852,61,10116,2561,26,1720,,1670
2024-08-01,Corson,975,6,735,273,2,262,,229
2024-08-01,Custer,1066,35,5032,1116,22,612,,946
2024-08-01,Davison,2747,27,6662,1854,37,1405,3,1320
2024-08-01,Day,1270,11,1864,577,,146,,232
2024-08-01,Deuel,611,10,1716,490,,260,,130
2024-08-01,Dewey,1757,3,754,405,,347,,252
2024-08-01,Douglas,203,,1642,141,,89,,119
2024-08-01,Edmunds,528,7,1746,257,1,154,,136
2024-08-01,Fall River,886,40,3861,903,1,600,1,413
2024-08-01,Faulk,197,1,1114,213,,30,,62
2024-08-01,Grant,1072,17,2653,697,11,310,,346
2024-08-01,Gregory,632,4,1791,328,,77,,159
2024-08-01,Haakon,123,2,1158,87,2,28,,60
2024-08-01,Hamlin,541,8,2992,370,,239,,227
2024-08-01,Hand,412,7,1635,183,4,48,,99
2024-08-01,Hanson,611,6,1829,494,5,354,,490
2024-08-01,Harding,65,6,829,73,,40,,53
2024-08-01,Hughes,2101,45,7238,1378,18,840,1,1074
2024-08-01,Hutchinson,716,14,3404,525,8,318,,221
2024-08-01,Hyde,154,1,646,95,,25,,44
2024-08-01,Jackson,578,8,902,165,1,159,,138
2024-08-01,Jerauld,339,5,686,131,1,57,,71
2024-08-01,Jones,60,1,512,60,,27,1,54
2024-08-01,Kingsbury,685,9,2283,396,3,297,,297
2024-08-01,Lake,1919,25,4234,954,6,571,1,2075
2024-08-01,Lawrence,3817,170,11829,3163,46,2392,4,2442
2024-08-01,Lincoln,9912,229,24432,7613,78,4819,2,4889
2024-08-01,Lyman,663,5,1154,217,1,150,,99
2024-08-01,Marshall,967,2,1263,380,2,163,,163
2024-08-01,McCook,791,8,2302,514,1,265,,160
2024-08-01,McPherson,192,8,1300,131,,65,,181
2024-08-01,Meade,2812,162,12467,2832,17,2005,,1451
2024-08-01,Mellette,399,3,500,179,,57,,66
2024-08-01,Miner,430,3,825,230,,102,,83
2024-08-01,Minnehaha,35300,713,56718,22120,258,17444,3,18212
2024-08-01,Moody,1306,15,1862,687,4,380,1,216
2024-08-01,Oglala Lakota,5172,20,581,991,1,1157,,666
2024-08-01,Pennington,17592,667,45431,12898,209,11438,4,9817
2024-08-01,Perkins,266,4,1547,193,5,153,,169
2024-08-01,Potter,183,2,1344,108,5,39,1,148
2024-08-01,Roberts,2388,10,2183,932,20,567,,470
2024-08-01,Sanborn,351,7,964,159,,128,1,68
2024-08-01,Spink,995,11,2512,438,2,203,,213
2024-08-01,Stanley,330,7,1534,189,,100,,204
2024-08-01,Sully,163,5,817,110,,38,,65
2024-08-01,Todd,2679,7,663,572,6,525,,784
2024-08-01,Tripp,582,7,2402,348,7,201,,403
2024-08-01,Turner,1141,14,3561,893,,336,,249
2024-08-01,Union,2299,43,6409,2196,7,1395,3,2180
2024-08-01,Walworth,588,8,2441,345,10,235,,437
2024-08-01,Yankton,3461,63,7291,2507,13,1239,,1624
2024-08-01,Ziebach,751,5,422,174,,231,,96
