date,county,libertarian,republican,democratic,npa_ind,other,inactive
2020-05-01,Aurora,1,818,688,270,2,105
2020-05-01,Beadle,16,4309,3128,2202,42,483
2020-05-01,Bennett,2,696,764,345,1,193
2020-05-01,Bon Homme,7,2077,1136,613,2,269
2020-05-01,Brookings,72,7871,5161,5419,39,1242
2020-05-01,Brown,64,10504,7936,4370,46,2769
2020-05-01,Brule,7,1472,1105,577,4,197
2020-05-01,Buffalo,1,159,583,137,1,99
2020-05-01,Butte,35,3846,894,1259,15,1261
2020-05-01,Campbell,,886,124,86,,89
2020-05-01,Charles Mix,3,2332,2100,828,2,474
2020-05-01,Clark,2,1393,659,351,8,167
2020-05-01,Clay,33,2434,2846,2143,15,775
2020-05-01,Codington,31,8322,4520,3735,33,1307
2020-05-01,Corson,8,655,1139,472,7,211
2020-05-01,Custer,23,3919,1107,1468,31,1048
2020-05-01,Davison,23,5542,3114,2563,34,1314
2020-05-01,Day,7,1562,1610,656,11,215
2020-05-01,Deuel,7,1392,784,688,6,159
2020-05-01,Dewey,4,715,1993,583,8,209
2020-05-01,Douglas,1,1582,291,209,,59
2020-05-01,Edmunds,6,1484,719,384,6,169
2020-05-01,Fall River,25,2994,898,1165,39,666
2020-05-01,Faulk,,1035,249,229,1,68
2020-05-01,Grant,7,2334,1317,948,11,316
2020-05-01,Gregory,5,1613,861,367,,88
2020-05-01,Haakon,3,1047,158,137,2,67
2020-05-01,Hamlin,3,2550,663,543,2,235
2020-05-01,Hand,2,1449,562,249,2,167
2020-05-01,Hanson,4,1647,773,752,8,650
2020-05-01,Harding,3,770,96,88,,60
2020-05-01,Hughes,43,7030,2374,1953,24,532
2020-05-01,Hutchinson,3,3302,961,761,9,30
2020-05-01,Hyde,,661,183,105,3,16
2020-05-01,Jackson,7,838,642,309,11,109
2020-05-01,Jerauld,7,619,420,179,2,64
2020-05-01,Jones,1,510,86,94,,29
2020-05-01,Kingsbury,6,2018,884,597,2,228
2020-05-01,Lake,25,4170,2472,1961,9,1430
2020-05-01,Lawrence,98,9216,3634,4103,35,2473
2020-05-01,Lincoln,123,18899,9101,9852,64,4148
2020-05-01,Lyman,5,1103,771,286,1,71
2020-05-01,Marshall,8,1080,1106,519,5,246
2020-05-01,McCook,11,1857,998,727,7,190
2020-05-01,McPherson,8,1239,242,228,1,167
2020-05-01,Meade,91,10273,3037,3892,41,834
2020-05-01,Mellette,3,487,468,172,1,48
2020-05-01,Miner,2,634,562,324,2,88
2020-05-01,Minnehaha,497,47947,35619,33200,305,18128
2020-05-01,Moody,7,1543,1533,970,4,402
2020-05-01,Oglala Lakota,13,494,5242,1839,58,942
2020-05-01,Pennington,434,36801,16913,21060,257,9028
2020-05-01,Perkins,6,1410,353,329,8,139
2020-05-01,Potter,1,1279,257,148,3,161
2020-05-01,Roberts,10,1974,2921,1303,27,276
2020-05-01,Sanborn,3,845,438,227,4,89
2020-05-01,Spink,5,2162,1283,624,5,158
2020-05-01,Stanley,2,1366,404,260,4,187
2020-05-01,Sully,2,735,197,126,3,76
2020-05-01,Todd,4,668,2862,932,11,913
2020-05-01,Tripp,4,2197,811,549,8,414
2020-05-01,Turner,11,3099,1355,1134,13,201
2020-05-01,Union,26,5598,2709,3367,18,1623
2020-05-01,Walworth,7,2460,783,500,7,281
2020-05-01,Yankton,55,6322,3944,3535,19,1442
2020-05-01,Ziebach,5,385,851,310,4,123
