date,county,libertarian,republican,democratic,npa_ind,other,inactive
2021-07-01,Aurora,2,876,652,293,2,58
2021-07-01,Beadle,20,4585,3048,2357,42,356
2021-07-01,Bennett,3,711,768,374,2,140
2021-07-01,Bon Homme,12,2209,1059,676,2,219
2021-07-01,Brookings,94,8575,5362,5936,41,867
2021-07-01,Brown,87,11195,7923,4815,49,1864
2021-07-01,Brule,8,1617,1058,595,4,27
2021-07-01,Buffalo,1,164,601,153,2,86
2021-07-01,Butte,55,4232,916,1397,13,1154
2021-07-01,Campbell,,918,120,97,,80
2021-07-01,Charles Mix,6,2521,2057,846,4,362
2021-07-01,Clark,4,1474,640,382,14,113
2021-07-01,Clay,36,2669,3022,2383,18,706
2021-07-01,Codington,50,9134,4458,4006,31,1065
2021-07-01,Corson,7,703,1159,521,5,148
2021-07-01,Custer,27,4334,1161,1634,32,944
2021-07-01,Davison,27,6036,3108,2767,31,945
2021-07-01,Day,8,1672,1542,682,13,141
2021-07-01,Deuel,9,1543,755,700,8,119
2021-07-01,Dewey,3,760,2007,673,8,182
2021-07-01,Douglas,1,1651,269,207,,46
2021-07-01,Edmunds,6,1609,665,414,4,144
2021-07-01,Fall River,33,3314,936,1285,37,586
2021-07-01,Faulk,,1054,231,233,2,60
2021-07-01,Grant,11,2511,1275,996,12,284
2021-07-01,Gregory,5,1718,790,384,,77
2021-07-01,Haakon,3,1111,149,131,1,33
2021-07-01,Hamlin,6,2678,653,583,2,134
2021-07-01,Hand,5,1515,523,244,4,92
2021-07-01,Hanson,6,1841,754,840,9,631
2021-07-01,Harding,4,811,86,94,,20
2021-07-01,Hughes,53,7224,2400,2162,24,461
2021-07-01,Hutchinson,7,3284,865,763,10,24
2021-07-01,Hyde,,666,182,115,3,12
2021-07-01,Jackson,8,860,665,319,9,59
2021-07-01,Jerauld,6,642,403,188,2,56
2021-07-01,Jones,1,531,84,87,1,22
2021-07-01,Kingsbury,7,2127,872,619,3,182
2021-07-01,Lake,33,4289,2367,1895,8,1333
2021-07-01,Lawrence,129,10103,3806,4551,43,2274
2021-07-01,Lincoln,183,21109,9803,10970,65,3794
2021-07-01,Lyman,7,1136,772,322,1,59
2021-07-01,Marshall,8,1188,1090,542,4,159
2021-07-01,McCook,12,2018,961,785,8,57
2021-07-01,McPherson,8,1297,241,235,2,147
2021-07-01,Meade,117,11291,3167,4327,40,760
2021-07-01,Mellette,3,508,453,190,1,38
2021-07-01,Miner,4,684,540,331,3,69
2021-07-01,Minnehaha,627,52518,37591,36845,348,13062
2021-07-01,Moody,11,1652,1499,1015,4,238
2021-07-01,Oglala Lakota,19,526,5473,1960,52,780
2021-07-01,Pennington,579,40795,18133,23191,267,6654
2021-07-01,Perkins,5,1473,325,341,6,114
2021-07-01,Potter,1,1313,246,167,4,116
2021-07-01,Roberts,12,2094,2904,1399,25,244
2021-07-01,Sanborn,5,895,416,251,4,80
2021-07-01,Spink,7,2284,1270,645,9,125
2021-07-01,Stanley,3,1429,405,296,11,146
2021-07-01,Sully,2,780,198,137,3,49
2021-07-01,Todd,6,700,2955,972,9,830
2021-07-01,Tripp,8,2324,766,573,11,359
2021-07-01,Turner,12,3275,1322,1190,15,86
2021-07-01,Union,38,5998,2710,3700,18,1549
2021-07-01,Walworth,9,2535,777,524,9,246
2021-07-01,Yankton,65,6711,3939,3834,18,1223
2021-07-01,Ziebach,7,404,845,378,3,80
