date,county,libertarian,republican,democratic,npa_ind,other,inactive
2021-04-01,Aurora,1,869,659,285,2,91
2021-04-01,Beadle,19,4560,3071,2343,42,397
2021-04-01,Bennett,3,717,770,371,2,165
2021-04-01,Bon Homme,12,2197,1068,670,2,244
2021-04-01,Brookings,93,8521,5370,5898,42,1120
2021-04-01,Brown,85,11165,7945,4788,50,2462
2021-04-01,Brule,8,1603,1068,593,5,27
2021-04-01,Buffalo,1,164,603,156,2,85
2021-04-01,Butte,54,4188,909,1374,14,1162
2021-04-01,Campbell,,918,119,97,,80
2021-04-01,Charles Mix,6,2498,2075,845,4,400
2021-04-01,Clark,3,1472,646,378,14,139
2021-04-01,Clay,38,2640,3013,2359,17,710
2021-04-01,Codington,49,9060,4474,3992,30,1133
2021-04-01,Corson,8,698,1155,526,5,198
2021-04-01,Custer,27,4273,1153,1606,31,953
2021-04-01,Davison,27,5989,3118,2743,30,1204
2021-04-01,Day,8,1656,1548,680,12,190
2021-04-01,Deuel,8,1533,760,700,8,148
2021-04-01,Dewey,3,760,2024,668,8,183
2021-04-01,Douglas,1,1643,272,206,,52
2021-04-01,Edmunds,6,1593,675,414,3,145
2021-04-01,Fall River,32,3281,943,1272,36,612
2021-04-01,Faulk,,1052,234,232,2,61
2021-04-01,Grant,8,2492,1276,988,12,286
2021-04-01,Gregory,5,1717,797,386,,83
2021-04-01,Haakon,3,1112,149,131,1,64
2021-04-01,Hamlin,6,2655,654,576,2,204
2021-04-01,Hand,4,1519,525,244,4,139
2021-04-01,Hanson,6,1828,752,831,9,633
2021-04-01,Harding,4,812,87,93,,57
2021-04-01,Hughes,52,7207,2407,2149,24,483
2021-04-01,Hutchinson,6,3258,858,740,8,
2021-04-01,Hyde,,666,183,110,3,13
2021-04-01,Jackson,8,876,671,321,9,89
2021-04-01,Jerauld,6,642,402,188,2,56
2021-04-01,Jones,1,531,85,87,1,23
2021-04-01,Kingsbury,7,2123,877,612,3,210
2021-04-01,Lake,32,4278,2384,1889,8,1339
2021-04-01,Lawrence,131,10005,3812,4473,44,2288
2021-04-01,Lincoln,176,20991,9773,10838,65,3804
2021-04-01,Lyman,7,1142,777,317,1,59
2021-04-01,Marshall,8,1178,1102,537,4,209
2021-04-01,McCook,12,2009,967,782,8,159
2021-04-01,McPherson,8,1295,246,236,2,154
2021-04-01,Meade,113,11239,3161,4289,38,762
2021-04-01,Mellette,3,506,455,187,1,39
2021-04-01,Miner,4,691,544,329,3,73
2021-04-01,Minnehaha,606,52146,37540,36419,346,16404
2021-04-01,Moody,11,1643,1502,1013,4,341
2021-04-01,Oglala Lakota,19,529,5484,1959,52,845
2021-04-01,Pennington,560,40149,18060,22820,263,8431
2021-04-01,Perkins,5,1471,323,341,6,129
2021-04-01,Potter,1,1316,248,168,4,144
2021-04-01,Roberts,11,2079,2915,1381,26,248
2021-04-01,Sanborn,5,897,422,247,4,80
2021-04-01,Spink,6,2273,1270,644,8,126
2021-04-01,Stanley,3,1430,403,289,13,167
2021-04-01,Sully,2,777,199,135,3,69
2021-04-01,Todd,6,704,2969,971,7,816
2021-04-01,Tripp,8,2319,774,571,10,366
2021-04-01,Turner,12,3276,1329,1189,14,173
2021-04-01,Union,34,5988,2717,3667,17,1553
2021-04-01,Walworth,8,2523,778,514,6,249
2021-04-01,Yankton,63,6686,3946,3814,17,1312
2021-04-01,Ziebach,7,406,853,375,3,111
