date,county,democratic,libertarian,republican,independent,other,npa,inactive
2026-06-01,Aurora,462,2,1008,228,3,101,73
2026-06-01,Beadle,2282,30,5312,1337,44,1203,698
2026-06-01,Bennett,657,7,722,202,2,200,128
2026-06-01,Bon Homme,802,10,2425,470,,239,254
2026-06-01,Brookings,4954,96,10348,3583,22,2833,1295
2026-06-01,Brown,6005,85,12698,3083,8,1854,2791
2026-06-01,Brule,821,12,1785,429,2,221,184
2026-06-01,Buffalo,523,4,159,85,4,107,54
2026-06-01,Butte,724,55,4663,843,24,678,991
2026-06-01,Campbell,92,2,897,65,,46,78
2026-06-01,Charles Mix,1697,7,2785,581,,379,290
2026-06-01,Clark,460,4,1734,252,,181,153
2026-06-01,Clay,2734,38,3027,1393,21,1081,1076
2026-06-01,Codington,3571,57,10624,2519,21,2171,1609
2026-06-01,Corson,911,4,756,269,3,301,212
2026-06-01,Custer,999,40,5240,1117,26,690,706
2026-06-01,Davison,2653,33,7089,1886,34,1530,737
2026-06-01,Day,1149,11,2030,551,3,185,166
2026-06-01,Deuel,537,8,1835,472,1,315,73
2026-06-01,Dewey,1757,5,800,429,3,446,168
2026-06-01,Douglas,183,2,1682,125,,100,93
2026-06-01,Edmunds,443,6,1815,239,2,182,135
2026-06-01,Fall River,771,32,3915,785,3,657,896
2026-06-01,Faulk,152,,1146,198,,38,86
2026-06-01,Grant,947,19,2739,663,9,397,297
2026-06-01,Gregory,553,4,1910,313,,100,158
2026-06-01,Haakon,101,3,1142,79,4,50,52
2026-06-01,Hamlin,502,8,3105,364,1,296,212
2026-06-01,Hand,341,10,1653,180,3,53,57
2026-06-01,Hanson,488,4,1785,435,8,354,486
2026-06-01,Harding,57,4,825,71,3,48,32
2026-06-01,Hughes,1987,50,7282,1361,17,1051,967
2026-06-01,Hutchinson,668,15,3432,511,7,343,170
2026-06-01,Hyde,137,3,652,97,,31,48
2026-06-01,Jackson,554,7,927,166,1,176,116
2026-06-01,Jerauld,307,6,760,130,1,86,33
2026-06-01,Jones,51,1,502,53,,28,64
2026-06-01,Kingsbury,581,9,2324,356,3,338,252
2026-06-01,Lake,1752,25,4360,934,6,622,1481
2026-06-01,Lawrence,3796,164,12524,3299,52,2932,1945
2026-06-01,Lincoln,10026,213,26628,7880,95,5554,4029
2026-06-01,Lyman,624,4,1173,224,1,189,53
2026-06-01,Marshall,874,2,1361,363,2,184,137
2026-06-01,McCook,723,10,2446,482,4,276,171
2026-06-01,McPherson,165,7,1315,112,1,72,66
2026-06-01,Meade,2594,144,13043,2790,28,2139,1473
2026-06-01,Mellette,392,,510,212,,73,59
2026-06-01,Miner,392,4,871,220,1,103,63
2026-06-01,Minnehaha,34727,687,59729,22152,217,19007,13656
2026-06-01,Moody,1238,15,2050,693,4,427,114
2026-06-01,Oglala Lakota,5038,17,589,927,1,1224,764
2026-06-01,Pennington,16805,629,45966,12684,236,11548,11418
2026-06-01,Perkins,233,4,1575,178,5,153,170
2026-06-01,Potter,166,,1363,113,5,55,93
2026-06-01,Roberts,2214,9,2315,908,15,656,439
2026-06-01,Sanborn,337,7,1005,165,1,116,71
2026-06-01,Spink,888,10,2584,438,4,251,194
2026-06-01,Stanley,311,8,1615,189,,129,169
2026-06-01,Sully,146,4,843,107,2,42,65
2026-06-01,Todd,2611,5,651,597,3,564,670
2026-06-01,Tripp,503,5,2461,317,5,209,304
2026-06-01,Turner,1069,19,3733,869,1,380,206
2026-06-01,Union,2145,50,6729,2104,12,1477,1464
2026-06-01,Walworth,527,10,2447,321,9,289,366
2026-06-01,Yankton,3143,56,7728,2386,21,1300,1297
2026-06-01,Ziebach,705,4,432,177,1,271,83
