date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2024-03-01,Aurora,528,4,951,225,2,91,,113
2024-03-01,Beadle,2601,26,4903,1369,36,1074,1,714
2024-03-01,Bennett,730,5,719,221,2,202,,127
2024-03-01,Bon Homme,919,11,2258,469,,204,,304
2024-03-01,Brookings,4976,101,9357,3522,21,2531,,1643
2024-03-01,Brown,7359,95,12265,3543,11,1726,1,1170
2024-03-01,Brule,916,15,1665,445,2,193,,180
2024-03-01,Buffalo,573,2,162,73,3,92,,57
2024-03-01,Butte,784,56,4393,890,16,596,,1373
2024-03-01,Campbell,105,1,906,73,,33,,82
2024-03-01,Charles Mix,1774,10,2613,555,,333,,476
2024-03-01,Clark,565,4,1572,264,,134,,154
2024-03-01,Clay,2820,39,2829,1327,11,1017,,1271
2024-03-01,Codington,3934,63,9796,2558,29,1511,1,1707
2024-03-01,Corson,982,6,721,272,2,249,,244
2024-03-01,Custer,1060,35,4915,1103,24,595,,954
2024-03-01,Davison,2731,30,6495,1815,38,1321,2,1343
2024-03-01,Day,1300,11,1826,573,,143,,240
2024-03-01,Deuel,634,9,1674,486,,229,,134
2024-03-01,Dewey,1790,2,741,404,,316,,271
2024-03-01,Douglas,209,,1634,141,,81,,126
2024-03-01,Edmunds,538,7,1712,262,2,153,,141
2024-03-01,Fall River,897,40,3749,925,,566,1,422
2024-03-01,Faulk,202,,1078,213,,27,,66
2024-03-01,Grant,1085,17,2614,702,11,292,,353
2024-03-01,Gregory,657,4,1759,326,,70,,165
2024-03-01,Haakon,122,3,1131,84,1,27,,62
2024-03-01,Hamlin,556,8,2910,366,,220,,234
2024-03-01,Hand,423,7,1596,183,4,49,,108
2024-03-01,Hanson,624,5,1782,498,4,330,,494
2024-03-01,Harding,67,6,821,72,1,36,,58
2024-03-01,Hughes,2098,46,7174,1363,18,761,1,1109
2024-03-01,Hutchinson,736,14,3337,504,6,288,,234
2024-03-01,Hyde,159,1,639,94,,20,,47
2024-03-01,Jackson,591,9,879,171,1,159,,60
2024-03-01,Jerauld,351,5,666,127,1,55,,74
2024-03-01,Jones,65,1,509,60,,26,1,45
2024-03-01,Kingsbury,713,9,2267,394,3,276,,279
2024-03-01,Lake,1947,25,4138,957,6,547,1,2094
2024-03-01,Lawrence,3782,165,11466,3134,48,2229,2,2462
2024-03-01,Lincoln,9808,224,23748,7445,75,4584,,4983
2024-03-01,Lyman,675,6,1130,218,1,143,,100
2024-03-01,Marshall,976,2,1237,385,1,161,,171
2024-03-01,McCook,811,9,2269,505,,254,,152
2024-03-01,McPherson,206,8,1274,144,,63,,197
2024-03-01,Meade,2817,162,12188,2776,17,1921,,1514
2024-03-01,Mellette,399,3,501,170,,55,,68
2024-03-01,Miner,437,2,813,239,,99,,86
2024-03-01,Minnehaha,35889,724,56336,22116,266,17361,2,16483
2024-03-01,Moody,1340,14,1838,683,3,364,1,232
2024-03-01,Oglala Lakota,5219,19,573,988,1,1077,,677
2024-03-01,Pennington,17486,660,44490,12724,216,10985,3,9707
2024-03-01,Perkins,274,4,1519,198,5,150,,173
2024-03-01,Potter,186,2,1330,112,6,39,,153
2024-03-01,Roberts,2418,11,2108,931,21,538,,474
2024-03-01,Sanborn,354,7,960,157,,129,,70
2024-03-01,Spink,1018,10,2439,444,2,194,,223
2024-03-01,Stanley,335,7,1505,192,,91,,213
2024-03-01,Sully,168,4,801,115,,32,,68
2024-03-01,Todd,2686,7,652,555,5,499,,789
2024-03-01,Tripp,614,6,2340,351,6,190,,412
2024-03-01,Turner,1149,13,3493,882,,320,,253
2024-03-01,Union,2327,44,6150,2221,2,1391,1,2200
2024-03-01,Walworth,593,8,2414,334,10,212,,321
2024-03-01,Yankton,3498,62,7148,2489,13,1203,,1678
2024-03-01,Ziebach,756,6,423,172,,217,,104
