date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-01-02,Aurora,1,798,735,269,4,86
2019-01-02,Beadle,16,4343,3293,2172,43,1010
2019-01-02,Bennett,2,687,812,339,2,211
2019-01-02,Bon Homme,11,2077,1245,618,2,294
2019-01-02,Brookings,69,7783,5220,5369,47,1666
2019-01-02,Brown,60,10479,8236,4327,50,2303
2019-01-02,Brule,10,1474,1185,576,6,209
2019-01-02,Buffalo,1,168,626,138,1,75
2019-01-02,Butte,31,3907,979,1311,16,940
2019-01-02,Campbell,,908,123,84,,119
2019-01-02,Charles Mix,3,2373,2415,891,2,403
2019-01-02,Clark,3,1401,715,371,5,190
2019-01-02,Clay,36,2455,2938,2252,13,879
2019-01-02,Codington,28,8224,4742,3726,37,1643
2019-01-02,Corson,8,653,1195,472,9,241
2019-01-02,Custer,23,3922,1158,1452,31,794
2019-01-02,Davison,20,5468,3276,2524,31,1136
2019-01-02,Day,10,1550,1744,664,14,268
2019-01-02,Deuel,9,1351,814,688,7,270
2019-01-02,Dewey,3,731,2083,607,8,191
2019-01-02,Douglas,2,1588,314,201,,145
2019-01-02,Edmunds,8,1501,771,408,4,173
2019-01-02,Fall River,23,3006,947,1207,27,595
2019-01-02,Faulk,,1046,281,248,1,86
2019-01-02,Grant,9,2313,1410,951,13,532
2019-01-02,Gregory,5,1558,912,341,2,117
2019-01-02,Haakon,2,1068,178,137,2,36
2019-01-02,Hamlin,2,2542,725,566,2,254
2019-01-02,Hand,3,1449,616,258,2,121
2019-01-02,Hanson,3,1619,804,742,5,554
2019-01-02,Harding,2,771,101,86,,65
2019-01-02,Hughes,40,6991,2382,1885,22,778
2019-01-02,Hutchinson,3,3274,1015,729,10,166
2019-01-02,Hyde,,663,206,105,3,84
2019-01-02,Jackson,6,829,653,298,13,144
2019-01-02,Jerauld,2,626,464,194,1,43
2019-01-02,Jones,1,504,89,91,,34
2019-01-02,Kingsbury,11,1976,916,589,1,204
2019-01-02,Lake,34,4498,2711,2261,9,1032
2019-01-02,Lawrence,100,9147,3723,4032,33,2054
2019-01-02,Lincoln,118,18535,8967,9618,74,2936
2019-01-02,Lyman,6,1123,819,282,1,138
2019-01-02,Marshall,8,1092,1187,509,1,192
2019-01-02,McCook,11,1838,1050,735,7,245
2019-01-02,McPherson,8,1263,267,230,1,115
2019-01-02,Meade,88,10035,3053,3884,39,1520
2019-01-02,Mellette,1,486,488,162,1,129
2019-01-02,Miner,2,632,614,316,3,66
2019-01-02,Minnehaha,451,46962,36179,32042,312,14430
2019-01-02,Moody,6,1523,1589,977,8,349
2019-01-02,Oglala Lakota,11,522,5575,1890,50,825
2019-01-02,Pennington,393,35571,16595,19930,246,7621
2019-01-02,Perkins,5,1392,395,343,9,163
2019-01-02,Potter,1,1319,286,146,4,99
2019-01-02,Roberts,10,1992,3071,1323,21,611
2019-01-02,Sanborn,3,838,473,228,3,76
2019-01-02,Spink,5,2157,1344,638,4,315
2019-01-02,Stanley,2,1372,449,284,2,124
2019-01-02,Sully,,752,211,123,1,49
2019-01-02,Todd,3,690,3029,948,10,687
2019-01-02,Tripp,3,2234,904,556,9,287
2019-01-02,Turner,10,3108,1421,1120,13,296
2019-01-02,Union,25,5491,2731,3228,23,1462
2019-01-02,Walworth,8,2431,764,487,7,299
2019-01-02,Yankton,57,6276,4092,3435,19,1124
2019-01-02,Ziebach,5,400,891,316,4,137
