date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2025-07-01,Aurora,509,2,1003,232,2,101,,40
2025-07-01,Beadle,2472,27,5224,1375,41,1204,1,742
2025-07-01,Bennett,667,8,728,193,2,200,,172
2025-07-01,Bon Homme,874,11,2426,491,,240,,163
2025-07-01,Brookings,5105,108,10131,3669,21,2870,1,836
2025-07-01,Brown,7133,104,13045,3594,12,2011,3,379
2025-07-01,Brule,881,12,1781,465,4,221,,82
2025-07-01,Buffalo,531,2,154,76,4,101,,116
2025-07-01,Butte,764,55,4654,872,21,665,,868
2025-07-01,Campbell,103,1,914,74,,49,,72
2025-07-01,Charles Mix,1762,9,2739,593,,364,1,435
2025-07-01,Clark,527,4,1664,260,,171,,136
2025-07-01,Clay,2902,36,3084,1463,14,1154,5,569
2025-07-01,Codington,3819,60,10652,2630,25,2045,,1063
2025-07-01,Corson,964,5,762,284,3,311,,225
2025-07-01,Custer,1044,37,5230,1135,25,698,1,497
2025-07-01,Davison,2763,32,6967,1911,32,1537,4,1242
2025-07-01,Day,1231,12,1933,585,1,172,,103
2025-07-01,Deuel,580,10,1781,491,,297,1,40
2025-07-01,Dewey,1789,4,784,428,3,424,,134
2025-07-01,Douglas,201,1,1671,139,,107,,106
2025-07-01,Edmunds,499,7,1792,248,2,208,,61
2025-07-01,Fall River,885,39,3998,898,2,730,1,284
2025-07-01,Faulk,185,,1122,218,,41,,39
2025-07-01,Grant,1031,19,2754,714,9,385,,332
2025-07-01,Gregory,608,4,1874,346,,89,,87
2025-07-01,Haakon,111,2,1169,80,2,32,3,28
2025-07-01,Hamlin,540,7,3098,382,1,288,,108
2025-07-01,Hand,373,8,1648,186,4,54,,49
2025-07-01,Hanson,587,6,1917,496,8,388,,131
2025-07-01,Harding,61,6,838,76,1,45,,11
2025-07-01,Hughes,2152,49,7396,1424,19,997,,552
2025-07-01,Hutchinson,704,15,3450,535,8,343,,87
2025-07-01,Hyde,149,1,661,97,,32,,16
2025-07-01,Jackson,578,6,914,173,1,176,,129
2025-07-01,Jerauld,323,6,735,131,1,75,,66
2025-07-01,Jones,64,1,523,59,,26,1,38
2025-07-01,Kingsbury,650,8,2331,393,3,337,,121
2025-07-01,Lake,1896,25,4391,966,5,629,2,2121
2025-07-01,Lawrence,3971,179,12467,3352,43,2850,7,1027
2025-07-01,Lincoln,10199,229,26138,7913,82,5483,13,2625
2025-07-01,Lyman,645,4,1170,214,1,174,,45
2025-07-01,Marshall,945,2,1328,383,2,179,,162
2025-07-01,McCook,795,8,2410,520,4,271,,76
2025-07-01,McPherson,176,8,1310,123,1,68,,77
2025-07-01,Meade,2807,156,13155,2872,26,2185,3,643
2025-07-01,Mellette,416,1,501,193,,72,,67
2025-07-01,Miner,420,5,857,228,,116,,78
2025-07-01,Minnehaha,36170,743,59893,22831,244,19176,15,8456
2025-07-01,Moody,1291,16,1987,704,4,438,2,202
2025-07-01,Oglala Lakota,5275,18,602,989,1,1272,,392
2025-07-01,Pennington,18080,684,47318,13412,222,12325,28,5301
2025-07-01,Perkins,256,4,1578,192,4,162,,103
2025-07-01,Potter,181,1,1348,112,5,46,1,139
2025-07-01,Roberts,2360,9,2282,942,17,649,,234
2025-07-01,Sanborn,350,7,1001,164,,126,1,30
2025-07-01,Spink,974,8,2574,458,3,237,,98
2025-07-01,Stanley,328,7,1595,198,,124,,118
2025-07-01,Sully,158,5,848,111,,39,,41
2025-07-01,Todd,2755,7,678,595,6,573,,401
2025-07-01,Tripp,554,5,2458,347,7,230,,210
2025-07-01,Turner,1119,15,3695,903,2,386,,109
2025-07-01,Union,2307,44,6715,2229,9,1514,2,963
2025-07-01,Walworth,579,11,2485,337,11,289,,215
2025-07-01,Yankton,3424,59,7544,2541,17,1364,1,780
2025-07-01,Ziebach,737,5,430,175,1,252,,49
