date,county,libertarian,republican,democratic,npa_ind,other,inactive
2020-11-03,Aurora,1,861,671,278,2,94
2020-11-03,Beadle,16,4537,3083,2299,42,424
2020-11-03,Bennett,3,713,765,362,2,182
2020-11-03,Bon Homme,9,2195,1097,657,2,248
2020-11-03,Brookings,88,8425,5362,5769,42,1174
2020-11-03,Brown,77,11056,8030,4688,51,2573
2020-11-03,Brule,7,1572,1088,600,5,184
2020-11-03,Buffalo,1,164,616,150,2,87
2020-11-03,Butte,48,4103,926,1325,15,1204
2020-11-03,Campbell,,910,120,90,,82
2020-11-03,Charles Mix,6,2463,2100,840,3,420
2020-11-03,Clark,2,1451,655,365,13,151
2020-11-03,Clay,39,2621,3002,2341,15,726
2020-11-03,Codington,44,8949,4508,3945,31,1211
2020-11-03,Corson,9,696,1146,523,5,203
2020-11-03,Custer,24,4237,1154,1540,31,975
2020-11-03,Davison,24,5938,3157,2676,31,1236
2020-11-03,Day,9,1639,1588,664,11,197
2020-11-03,Deuel,8,1517,765,700,8,152
2020-11-03,Dewey,3,748,2045,651,9,191
2020-11-03,Douglas,,1636,278,208,,53
2020-11-03,Edmunds,6,1564,692,405,3,154
2020-11-03,Fall River,28,3266,932,1223,35,621
2020-11-03,Faulk,,1060,241,232,1,63
2020-11-03,Grant,9,2485,1313,971,11,296
2020-11-03,Gregory,5,1721,812,374,,85
2020-11-03,Haakon,3,1104,152,130,1,66
2020-11-03,Hamlin,5,2646,660,570,2,215
2020-11-03,Hand,2,1524,530,242,3,151
2020-11-03,Hanson,6,1796,761,815,7,638
2020-11-03,Harding,4,803,86,91,,59
2020-11-03,Hughes,46,7220,2406,2095,24,506
2020-11-03,Hutchinson,6,3396,953,770,9,25
2020-11-03,Hyde,,670,186,108,2,13
2020-11-03,Jackson,9,881,674,317,10,99
2020-11-03,Jerauld,6,648,407,190,2,57
2020-11-03,Jones,1,531,88,85,1,26
2020-11-03,Kingsbury,7,2100,888,615,3,216
2020-11-03,Lake,31,4253,2397,1887,8,1353
2020-11-03,Lawrence,123,9893,3809,4343,42,2329
2020-11-03,Lincoln,160,20632,9744,10580,65,3893
2020-11-03,Lyman,6,1141,784,315,1,62
2020-11-03,Marshall,7,1163,1109,538,4,224
2020-11-03,McCook,13,1986,980,766,8,166
2020-11-03,McPherson,8,1286,244,236,2,156
2020-11-03,Meade,116,11076,3154,4184,39,791
2020-11-03,Mellette,3,516,464,178,1,42
2020-11-03,Miner,4,675,560,332,3,77
2020-11-03,Minnehaha,569,51524,37455,35645,336,16996
2020-11-03,Moody,10,1615,1530,1011,3,364
2020-11-03,Oglala Lakota,17,523,5420,1943,52,881
2020-11-03,Pennington,536,39686,17978,22401,257,8543
2020-11-03,Perkins,5,1473,329,342,6,133
2020-11-03,Potter,1,1314,253,163,4,152
2020-11-03,Roberts,10,2056,2942,1374,26,259
2020-11-03,Sanborn,3,883,430,238,4,83
2020-11-03,Spink,5,2254,1291,642,6,142
2020-11-03,Stanley,2,1420,408,273,8,174
2020-11-03,Sully,2,771,199,128,3,74
2020-11-03,Todd,6,704,2946,960,7,856
2020-11-03,Tripp,6,2294,782,558,11,376
2020-11-03,Turner,11,3287,1330,1174,14,181
2020-11-03,Union,32,5929,2725,3584,17,1561
2020-11-03,Walworth,8,2527,786,508,6,261
2020-11-03,Yankton,63,6652,3981,3757,18,1344
2020-11-03,Ziebach,6,409,862,373,3,116
