date,county,libertarian,republican,democratic,npa_ind,other,inactive
2020-04-01,Aurora,1,816,689,272,2,105
2020-04-01,Beadle,15,4313,3132,2203,42,485
2020-04-01,Bennett,2,694,764,341,1,194
2020-04-01,Bon Homme,7,2080,1141,616,2,268
2020-04-01,Brookings,73,7866,5168,5421,39,1244
2020-04-01,Brown,62,10498,7938,4361,46,2775
2020-04-01,Brule,7,1465,1110,575,4,198
2020-04-01,Buffalo,1,159,583,137,1,99
2020-04-01,Butte,35,3853,896,1260,15,1261
2020-04-01,Campbell,,890,124,85,,89
2020-04-01,Charles Mix,4,2328,2104,830,2,474
2020-04-01,Clark,2,1399,664,351,8,167
2020-04-01,Clay,33,2430,2846,2139,15,779
2020-04-01,Codington,30,8314,4532,3729,33,1310
2020-04-01,Corson,8,653,1140,474,7,211
2020-04-01,Custer,23,3913,1105,1482,32,1050
2020-04-01,Davison,23,5526,3121,2559,34,1315
2020-04-01,Day,7,1566,1613,653,12,216
2020-04-01,Deuel,8,1397,788,691,6,158
2020-04-01,Dewey,4,714,1993,578,8,208
2020-04-01,Douglas,1,1583,293,211,,59
2020-04-01,Edmunds,6,1485,725,380,6,170
2020-04-01,Fall River,25,2983,893,1176,39,664
2020-04-01,Faulk,,1036,252,229,1,68
2020-04-01,Grant,7,2319,1322,954,12,317
2020-04-01,Gregory,5,1612,865,371,,82
2020-04-01,Haakon,3,1043,158,137,2,67
2020-04-01,Hamlin,3,2549,664,544,2,236
2020-04-01,Hand,2,1440,563,249,2,168
2020-04-01,Hanson,2,1645,771,757,8,650
2020-04-01,Harding,3,770,96,88,,61
2020-04-01,Hughes,41,7027,2379,1947,24,531
2020-04-01,Hutchinson,3,3300,962,759,9,30
2020-04-01,Hyde,,662,184,104,3,16
2020-04-01,Jackson,7,836,644,311,11,109
2020-04-01,Jerauld,6,621,421,179,2,65
2020-04-01,Jones,1,510,87,94,,29
2020-04-01,Kingsbury,6,2017,887,593,2,228
2020-04-01,Lake,25,4195,2480,1963,9,1434
2020-04-01,Lawrence,100,9195,3634,4097,36,2474
2020-04-01,Lincoln,122,18866,9076,9850,64,4148
2020-04-01,Lyman,5,1103,771,287,1,71
2020-04-01,Marshall,8,1083,1109,521,4,247
2020-04-01,McCook,11,1860,1002,725,7,191
2020-04-01,McPherson,8,1232,241,228,1,168
2020-04-01,Meade,91,10212,3027,3900,41,837
2020-04-01,Mellette,3,487,469,171,1,48
2020-04-01,Miner,2,633,564,324,2,88
2020-04-01,Minnehaha,495,47873,35629,33162,305,18172
2020-04-01,Moody,7,1534,1530,966,4,403
2020-04-01,Oglala Lakota,13,492,5236,1837,57,933
2020-04-01,Pennington,431,36714,16930,21052,258,9015
2020-04-01,Perkins,6,1409,357,335,8,141
2020-04-01,Potter,1,1285,255,146,3,161
2020-04-01,Roberts,10,1986,2908,1300,24,275
2020-04-01,Sanborn,3,843,439,227,4,89
2020-04-01,Spink,5,2162,1285,626,5,158
2020-04-01,Stanley,2,1361,412,267,4,186
2020-04-01,Sully,2,736,197,125,3,76
2020-04-01,Todd,4,661,2866,931,11,917
2020-04-01,Tripp,4,2193,819,552,8,413
2020-04-01,Turner,11,3096,1360,1134,13,202
2020-04-01,Union,26,5588,2710,3367,17,1623
2020-04-01,Walworth,7,2461,783,502,8,282
2020-04-01,Yankton,55,6322,3948,3527,19,1447
2020-04-01,Ziebach,5,384,854,310,4,125
