date,county,republican,libertarian,democratic,constitution,npa_ind,other,inactive
2017-06-01,Aurora,810,1,815,,255,3,91
2017-06-01,Beadle,4432,21,3543,6,2130,42,990
2017-06-01,Bennett,688,1,888,,330,2,198
2017-06-01,Bon Homme,1968,12,1380,2,647,1,203
2017-06-01,Brookings,7614,78,5450,24,5370,22,2463
2017-06-01,Brown,10193,63,8907,7,4366,37,2370
2017-06-01,Brule,1464,11,1311,5,561,2,196
2017-06-01,Buffalo,169,,661,,106,2,49
2017-06-01,Butte,4126,34,1159,8,1437,6,483
2017-06-01,Campbell,913,,136,,94,,98
2017-06-01,Charles Mix,2282,5,2429,2,829,,429
2017-06-01,Clark,1396,2,780,3,382,2,173
2017-06-01,Clay,2512,37,3078,3,2167,7,1153
2017-06-01,Codington,7728,30,5225,15,3874,31,1527
2017-06-01,Corson,682,7,1257,2,418,7,208
2017-06-01,Custer,3740,16,1222,11,1440,21,539
2017-06-01,Davison,5475,21,3599,2,2459,24,1083
2017-06-01,Day,1527,9,1938,2,679,12,127
2017-06-01,Deuel,1277,8,895,7,705,1,210
2017-06-01,Dewey,713,3,2094,1,569,4,148
2017-06-01,Douglas,1563,2,339,,195,,137
2017-06-01,Edmunds,1512,8,852,,432,7,169
2017-06-01,Fall River,2894,16,1026,2,1221,28,626
2017-06-01,Faulk,863,1,417,1,311,,87
2017-06-01,Grant,2339,9,1529,2,981,12,449
2017-06-01,Gregory,1526,5,966,2,319,,149
2017-06-01,Haakon,1057,1,202,,128,1,45
2017-06-01,Hamlin,2441,1,811,3,608,1,210
2017-06-01,Hand,1473,4,683,1,279,1,145
2017-06-01,Hanson,1726,3,890,2,793,2,478
2017-06-01,Harding,775,2,107,,79,,54
2017-06-01,Hughes,6912,37,2423,5,1835,15,916
2017-06-01,Hutchinson,3197,4,1058,7,629,4,280
2017-06-01,Hyde,661,2,228,1,105,3,41
2017-06-01,Jackson,860,4,719,1,288,18,76
2017-06-01,Jerauld,600,1,479,3,183,,76
2017-06-01,Jones,520,1,98,,84,,35
2017-06-01,Kingsbury,1825,5,1038,1,615,2,195
2017-06-01,Lake,4699,36,3160,5,2365,6,516
2017-06-01,Lawrence,9119,93,4011,11,3968,18,1944
2017-06-01,Lincoln,17543,83,8925,29,8849,24,2390
2017-06-01,Lyman,1130,4,867,1,282,2,143
2017-06-01,Marshall,1075,9,1237,,495,1,239
2017-06-01,McCook,1813,14,1147,6,688,,225
2017-06-01,McPherson,1311,2,292,,232,,69
2017-06-01,Meade,9673,79,3227,32,3654,5,1827
2017-06-01,Mellette,498,1,515,1,142,,79
2017-06-01,Miner,589,2,658,2,291,1,106
2017-06-01,Minnehaha,47360,400,38315,133,30370,164,11246
2017-06-01,Moody,1533,7,1702,3,946,3,298
2017-06-01,Oglala Lakota,565,11,5717,1,1784,61,604
2017-06-01,Pennington,34831,352,17328,88,18806,143,5918
2017-06-01,Perkins,1417,6,438,3,340,3,164
2017-06-01,Potter,1374,1,310,2,172,2,49
2017-06-01,Roberts,1898,9,3332,4,1298,18,490
2017-06-01,Sanborn,843,3,525,1,224,3,65
2017-06-01,Spink,2024,5,1544,1,674,5,259
2017-06-01,Stanley,1372,4,499,2,284,,17
2017-06-01,Sully,764,,239,,114,1,22
2017-06-01,Todd,723,6,3157,3,847,9,720
2017-06-01,Tripp,2234,3,994,7,530,1,271
2017-06-01,Turner,3040,6,1494,3,1063,10,316
2017-06-01,Union,5376,27,2898,8,3087,15,1347
2017-06-01,Walworth,2439,6,801,5,465,1,354
2017-06-01,Yankton,6064,49,4388,8,3282,16,1285
2017-06-01,Ziebach,406,3,888,,297,5,116
