date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2024-02-01,Aurora,534,4,949,226,2,91,,113
2024-02-01,Beadle,2603,25,4881,1367,34,1049,1,714
2024-02-01,Bennett,731,5,714,221,2,205,,127
2024-02-01,Bon Homme,922,11,2252,469,,201,,304
2024-02-01,Brookings,4977,99,9277,3512,24,2500,,1643
2024-02-01,Brown,7377,94,12202,3533,12,1699,2,1170
2024-02-01,Brule,920,15,1663,443,2,193,,180
2024-02-01,Buffalo,573,2,163,73,3,92,,57
2024-02-01,Butte,787,55,4389,887,15,587,,1373
2024-02-01,Campbell,103,1,908,74,,32,,82
2024-02-01,Charles Mix,1782,10,2601,553,,326,,476
2024-02-01,Clark,566,4,1574,262,,125,,154
2024-02-01,Clay,2821,36,2826,1319,11,1012,,1271
2024-02-01,Codington,3937,61,9731,2545,24,1438,1,1707
2024-02-01,Corson,985,6,724,271,2,249,,244
2024-02-01,Custer,1059,35,4903,1104,24,592,,954
2024-02-01,Davison,2739,29,6473,1811,38,1301,2,1343
2024-02-01,Day,1306,11,1813,571,,140,,240
2024-02-01,Deuel,638,9,1669,489,,224,,134
2024-02-01,Dewey,1792,2,745,402,,311,,271
2024-02-01,Douglas,211,,1637,142,,81,,126
2024-02-01,Edmunds,541,7,1716,263,2,117,,141
2024-02-01,Fall River,899,42,3756,923,,557,1,422
2024-02-01,Faulk,203,,1072,214,,25,,66
2024-02-01,Grant,1088,17,2616,700,11,293,,353
2024-02-01,Gregory,657,4,1751,328,,71,,165
2024-02-01,Haakon,122,3,1137,85,1,27,,62
2024-02-01,Hamlin,559,8,2912,366,,212,,234
2024-02-01,Hand,423,7,1597,183,4,48,,108
2024-02-01,Hanson,628,5,1776,500,4,329,,494
2024-02-01,Harding,66,6,823,70,1,35,,58
2024-02-01,Hughes,2101,48,7176,1367,19,742,1,1109
2024-02-01,Hutchinson,736,14,3337,502,6,283,,234
2024-02-01,Hyde,159,1,639,92,,20,,47
2024-02-01,Jackson,624,9,887,177,1,162,,60
2024-02-01,Jerauld,352,5,659,123,1,56,,74
2024-02-01,Jones,64,1,509,61,,26,1,45
2024-02-01,Kingsbury,719,9,2262,396,3,276,,279
2024-02-01,Lake,1954,25,4130,958,5,539,1,2094
2024-02-01,Lawrence,3768,162,11403,3104,47,2216,,2462
2024-02-01,Lincoln,9830,226,23663,7427,75,4559,,4983
2024-02-01,Lyman,675,6,1126,214,2,145,,100
2024-02-01,Marshall,976,3,1240,383,1,157,,171
2024-02-01,McCook,814,10,2263,501,,247,,152
2024-02-01,McPherson,206,8,1271,141,,64,,197
2024-02-01,Meade,2831,157,12153,2774,17,1904,,1514
2024-02-01,Mellette,398,3,500,171,,55,,68
2024-02-01,Miner,439,2,814,238,,99,,86
2024-02-01,Minnehaha,35809,712,55785,21942,263,17177,2,16483
2024-02-01,Moody,1343,14,1839,684,3,368,1,232
2024-02-01,Oglala Lakota,5237,19,573,985,1,1068,,677
2024-02-01,Pennington,17481,650,44246,12625,215,10952,2,9707
2024-02-01,Perkins,274,4,1508,198,5,150,,173
2024-02-01,Potter,186,2,1327,114,6,40,,153
2024-02-01,Roberts,2430,11,2099,937,21,530,,474
2024-02-01,Sanborn,354,7,964,159,,130,,70
2024-02-01,Spink,1024,10,2435,443,3,188,,223
2024-02-01,Stanley,336,7,1502,193,,89,1,213
2024-02-01,Sully,168,4,807,116,,31,,68
2024-02-01,Todd,2688,7,649,555,5,494,,789
2024-02-01,Tripp,617,6,2334,350,6,188,412
2024-02-01,Turner,1157,13,3479,881,,318,,253
2024-02-01,Union,2337,44,6123,2217,2,1380,1,2200
2024-02-01,Walworth,630,8,2469,345,10,215,,321
2024-02-01,Yankton,3496,64,7119,2467,12,1191,,1678
2024-02-01,Ziebach,756,6,424,170,,215,,104
