date,county,libertarian,republican,democratic,npa_ind,other,inactive
2021-10-01,Aurora,3,864,634,277,2,103
2021-10-01,Beadle,22,4531,2969,2306,40,556
2021-10-01,Bennett,3,697,733,362,2,202
2021-10-01,Bon Homme,11,2171,1012,655,2,316
2021-10-01,Brookings,92,8566,5310,5903,39,1097
2021-10-01,Brown,90,11261,7870,4836,49,1930
2021-10-01,Brule,6,1586,1026,582,5,119
2021-10-01,Buffalo,1,163,602,154,2,78
2021-10-01,Butte,53,4181,896,1380,16,1170
2021-10-01,Campbell,,920,118,96,,77
2021-10-01,Charles Mix,7,2528,2047,837,5,369
2021-10-01,Clark,4,1460,622,372,13,178
2021-10-01,Clay,36,2651,2946,2326,17,753
2021-10-01,Codington,52,8966,4301,3847,28,1642
2021-10-01,Corson,6,703,1115,504,5,209
2021-10-01,Custer,32,4260,1121,1586,32,1126
2021-10-01,Davison,25,5955,3048,2739,30,1152
2021-10-01,Day,8,1679,1514,686,14,164
2021-10-01,Deuel,9,1532,726,687,8,186
2021-10-01,Dewey,3,750,1996,674,9,117
2021-10-01,Douglas,,1632,265,203,,65
2021-10-01,Edmunds,6,1592,654,406,3,158
2021-10-01,Fall River,32,3347,921,1291,34,615
2021-10-01,Faulk,,1046,225,229,2,57
2021-10-01,Grant,13,2488,1222,957,11,395
2021-10-01,Gregory,3,1692,755,372,,134
2021-10-01,Haakon,3,1101,148,131,1,44
2021-10-01,Hamlin,6,2700,643,575,2,164
2021-10-01,Hand,6,1495,507,230,4,127
2021-10-01,Hanson,5,1715,710,790,9,550
2021-10-01,Harding,4,792,81,90,,53
2021-10-01,Hughes,51,7005,2295,2067,21,894
2021-10-01,Hutchinson,7,3187,820,723,6,207
2021-10-01,Hyde,,666,178,112,3,15
2021-10-01,Jackson,8,848,650,312,9,76
2021-10-01,Jerauld,6,625,399,177,2,65
2021-10-01,Jones,1,526,80,79,1,37
2021-10-01,Kingsbury,5,2130,867,634,4,180
2021-10-01,Lake,31,4150,2283,1792,8,1411
2021-10-01,Lawrence,134,10227,3819,4631,44,1702
2021-10-01,Lincoln,185,20907,9644,10790,63,4422
2021-10-01,Lyman,7,1116,755,312,1,79
2021-10-01,Marshall,8,1195,1077,532,3,187
2021-10-01,McCook,13,2007,936,751,8,135
2021-10-01,McPherson,8,1282,238,236,2,156
2021-10-01,Meade,117,11278,3123,4340,38,780
2021-10-01,Mellette,3,498,431,183,1,78
2021-10-01,Miner,4,669,520,323,3,85
2021-10-01,Minnehaha,635,52452,37238,36820,339,14585
2021-10-01,Moody,11,1623,1453,983,4,353
2021-10-01,Oglala Lakota,18,520,5432,1951,50,838
2021-10-01,Pennington,596,41131,18036,23315,268,7796
2021-10-01,Perkins,4,1454,310,334,6,156
2021-10-01,Potter,2,1297,233,163,4,147
2021-10-01,Roberts,12,2074,2862,1394,24,242
2021-10-01,Sanborn,5,888,410,256,4,82
2021-10-01,Spink,8,2298,1259,647,9,102
2021-10-01,Stanley,3,1418,403,299,12,155
2021-10-01,Sully,3,776,194,136,3,66
2021-10-01,Todd,6,685,2894,951,9,866
2021-10-01,Tripp,8,2257,717,546,10,454
2021-10-01,Turner,10,3252,1271,1157,17,200
2021-10-01,Union,35,5870,2646,3662,16,1714
2021-10-01,Walworth,9,2446,729,507,7,378
2021-10-01,Yankton,69,6653,3884,3775,17,1406
2021-10-01,Ziebach,7,392,819,372,3,114
