date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-02-07,Aurora,1,802,737,267,4,86
2019-02-07,Beadle,16,4345,3281,2190,43,1002
2019-02-07,Bennett,2,684,818,347,2,205
2019-02-07,Bon Homme,11,2082,1239,619,2,292
2019-02-07,Brookings,69,7797,5218,5385,46,1660
2019-02-07,Brown,61,10483,8211,4336,50,2294
2019-02-07,Brule,10,1479,1180,577,6,208
2019-02-07,Buffalo,1,168,629,136,1,75
2019-02-07,Butte,31,3903,978,1309,16,940
2019-02-07,Campbell,,905,124,84,,119
2019-02-07,Charles Mix,3,2317,2286,842,2,635
2019-02-07,Clark,3,1403,711,369,5,190
2019-02-07,Clay,36,2453,2938,2256,13,873
2019-02-07,Codington,26,8223,4735,3732,38,1639
2019-02-07,Corson,8,654,1195,472,9,239
2019-02-07,Custer,23,3930,1158,1458,31,795
2019-02-07,Davison,20,5475,3268,2525,31,1131
2019-02-07,Day,10,1553,1743,661,14,267
2019-02-07,Deuel,9,1354,816,683,6,270
2019-02-07,Dewey,3,731,2083,602,8,188
2019-02-07,Douglas,2,1583,313,200,,143
2019-02-07,Edmunds,8,1503,772,409,4,173
2019-02-07,Fall River,23,3011,947,1211,27,598
2019-02-07,Faulk,,1043,280,248,1,86
2019-02-07,Grant,9,2325,1406,955,13,528
2019-02-07,Gregory,5,1572,907,340,2,117
2019-02-07,Haakon,3,1073,178,137,2,35
2019-02-07,Hamlin,2,2544,723,569,2,254
2019-02-07,Hand,3,1452,612,259,2,121
2019-02-07,Hanson,3,1625,803,740,5,554
2019-02-07,Harding,2,774,100,85,,65
2019-02-07,Hughes,40,6998,2375,1892,22,775
2019-02-07,Hutchinson,3,3271,1007,735,10,165
2019-02-07,Hyde,,664,203,105,3,84
2019-02-07,Jackson,6,836,652,306,12,143
2019-02-07,Jerauld,3,625,460,194,1,43
2019-02-07,Jones,1,503,90,92,,34
2019-02-07,Kingsbury,11,1979,918,591,1,204
2019-02-07,Lake,34,4538,2733,2292,9,1025
2019-02-07,Lawrence,100,9147,3723,4058,33,2053
2019-02-07,Lincoln,121,18567,8976,9635,72,2903
2019-02-07,Lyman,6,1131,812,285,1,138
2019-02-07,Marshall,8,1093,1187,511,1,192
2019-02-07,McCook,11,1836,1049,739,7,243
2019-02-07,McPherson,8,1265,266,232,1,115
2019-02-07,Meade,88,10058,3051,3904,39,1518
2019-02-07,Mellette,1,488,487,164,1,129
2019-02-07,Miner,2,636,611,315,3,66
2019-02-07,Minnehaha,459,47313,36253,32475,315,14318
2019-02-07,Moody,6,1528,1590,978,7,349
2019-02-07,Oglala Lakota,11,523,5551,1897,49,841
2019-02-07,Pennington,400,35627,16597,20026,251,7591
2019-02-07,Perkins,5,1392,394,342,9,163
2019-02-07,Potter,1,1318,285,146,4,98
2019-02-07,Roberts,10,1987,3065,1335,21,609
2019-02-07,Sanborn,3,837,471,229,3,76
2019-02-07,Spink,5,2165,1338,644,5,309
2019-02-07,Stanley,2,1374,448,284,2,122
2019-02-07,Sully,,752,211,123,1,48
2019-02-07,Todd,3,689,3024,946,10,687
2019-02-07,Tripp,3,2230,901,555,10,285
2019-02-07,Turner,10,3097,1415,1117,13,294
2019-02-07,Union,26,5506,2737,3242,23,1460
2019-02-07,Walworth,7,2439,767,488,7,299
2019-02-07,Yankton,57,6287,4084,3448,19,1116
2019-02-07,Ziebach,5,400,890,317,4,137
