date,county,libertarian,republican,democratic,npa_ind,other,inactive
2021-09-02,Aurora,2,877,649,288,2,62
2021-09-02,Beadle,22,4576,3035,2358,42,383
2021-09-02,Bennett,3,710,766,375,2,144
2021-09-02,Bon Homme,12,2200,1046,679,2,227
2021-09-02,Brookings,95,8619,5340,5980,39,909
2021-09-02,Brown,88,11254,7898,4859,50,1851
2021-09-02,Brule,6,1623,1055,597,5,38
2021-09-02,Buffalo,1,164,601,154,2,78
2021-09-02,Butte,55,4251,920,1401,15,1037
2021-09-02,Campbell,,925,118,99,,69
2021-09-02,Charles Mix,7,2528,2045,839,5,369
2021-09-02,Clark,4,1486,642,387,14,112
2021-09-02,Clay,37,2697,3021,2404,18,540
2021-09-02,Codington,52,9138,4425,4014,31,1160
2021-09-02,Corson,6,709,1147,520,5,152
2021-09-02,Custer,30,4360,1154,1637,33,914
2021-09-02,Davison,26,6027,3081,2769,31,1018
2021-09-02,Day,8,1684,1534,685,14,140
2021-09-02,Deuel,9,1553,750,710,8,119
2021-09-02,Dewey,3,755,2000,675,9,117
2021-09-02,Douglas,,1644,267,203,,55
2021-09-02,Edmunds,6,1608,661,417,4,122
2021-09-02,Fall River,32,3350,933,1297,33,579
2021-09-02,Faulk,,1051,229,236,2,42
2021-09-02,Grant,13,2510,1255,989,11,301
2021-09-02,Gregory,3,1714,777,381,,86
2021-09-02,Haakon,3,1109,150,135,1,33
2021-09-02,Hamlin,6,2704,646,587,2,133
2021-09-02,Hand,6,1509,519,241,4,94
2021-09-02,Hanson,5,1850,749,848,9,310
2021-09-02,Harding,4,815,85,94,,20
2021-09-02,Hughes,51,7006,2297,2070,21,886
2021-09-02,Hutchinson,7,3285,861,769,9,17
2021-09-02,Hyde,,671,180,113,3,12
2021-09-02,Jackson,8,853,661,316,9,57
2021-09-02,Jerauld,6,645,405,188,2,31
2021-09-02,Jones,1,532,82,85,1,23
2021-09-02,Kingsbury,6,2125,866,624,4,180
2021-09-02,Lake,33,4293,2361,1901,8,1081
2021-09-02,Lawrence,131,10177,3816,4593,44,1703
2021-09-02,Lincoln,188,21187,9812,11023,65,3669
2021-09-02,Lyman,7,1138,770,321,1,32
2021-09-02,Marshall,8,1197,1089,539,3,166
2021-09-02,McCook,14,2030,955,780,8,65
2021-09-02,McPherson,8,1285,239,235,2,154
2021-09-02,Meade,119,11328,3143,4349,41,639
2021-09-02,Mellette,3,507,448,191,1,38
2021-09-02,Miner,4,685,537,333,3,43
2021-09-02,Minnehaha,638,52894,37708,37166,351,12998
2021-09-02,Moody,11,1643,1496,1006,4,253
2021-09-02,Oglala Lakota,18,524,5474,1966,51,775
2021-09-02,Pennington,603,41288,18254,23531,273,6654
2021-09-02,Perkins,4,1469,318,342,6,127
2021-09-02,Potter,2,1315,241,166,4,114
2021-09-02,Roberts,12,2089,2892,1407,25,179
2021-09-02,Sanborn,5,894,416,257,4,64
2021-09-02,Spink,8,2294,1264,645,9,102
2021-09-02,Stanley,3,1420,404,299,12,155
2021-09-02,Sully,3,789,198,137,3,49
2021-09-02,Todd,6,698,2933,966,9,797
2021-09-02,Tripp,8,2309,751,569,11,346
2021-09-02,Turner,12,3288,1300,1188,16,100
2021-09-02,Union,38,5921,2688,3690,17,1573
2021-09-02,Walworth,9,2499,764,521,8,274
2021-09-02,Yankton,69,6685,3917,3801,18,1314
2021-09-02,Ziebach,7,401,839,383,3,79
