date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-10-01,Aurora,1,805,706,268,2,106
2019-10-01,Beadle,16,4325,3203,2229,40,338
2019-10-01,Bennett,2,680,781,322,1,197
2019-10-01,Bon Homme,9,2053,1170,597,3,270
2019-10-01,Brookings,71,7745,5107,5329,42,1249
2019-10-01,Brown,63,10412,8001,4314,46,2722
2019-10-01,Brule,8,1464,1132,564,7,166
2019-10-01,Buffalo,1,159,595,140,1,94
2019-10-01,Butte,36,3821,893,1249,16,1269
2019-10-01,Campbell,,885,124,80,,90
2019-10-01,Charles Mix,4,2342,2241,853,2,296
2019-10-01,Clark,2,1389,685,360,7,151
2019-10-01,Clay,33,2378,2820,2117,10,787
2019-10-01,Codington,29,8223,4607,3742,34,1226
2019-10-01,Corson,8,642,1155,472,7,213
2019-10-01,Custer,22,3847,1106,1454,30,1016
2019-10-01,Davison,20,5446,3162,2525,33,1300
2019-10-01,Day,6,1523,1653,636,11,221
2019-10-01,Deuel,9,1382,805,703,6,136
2019-10-01,Dewey,4,708,1988,572,7,214
2019-10-01,Douglas,1,1575,302,208,,60
2019-10-01,Edmunds,7,1479,740,375,3,174
2019-10-01,Fall River,25,2959,892,1187,28,617
2019-10-01,Faulk,,1036,262,232,,68
2019-10-01,Grant,9,2299,1337,935,11,334
2019-10-01,Gregory,5,1576,881,352,2,73
2019-10-01,Haakon,3,1066,170,142,2,22
2019-10-01,Hamlin,3,2506,676,542,2,240
2019-10-01,Hand,2,1432,582,240,2,176
2019-10-01,Hanson,2,1606,772,744,8,658
2019-10-01,Harding,3,757,98,84,,62
2019-10-01,Hughes,40,7002,2383,1938,26,523
2019-10-01,Hutchinson,3,3269,982,747,9,32
2019-10-01,Hyde,,654,193,105,3,17
2019-10-01,Jackson,6,836,645,311,12,114
2019-10-01,Jerauld,3,605,433,176,2,66
2019-10-01,Jones,1,500,90,95,,28
2019-10-01,Kingsbury,11,1977,899,596,1,226
2019-10-01,Lake,27,4324,2590,2103,8,1161
2019-10-01,Lawrence,96,9092,3655,4033,33,2391
2019-10-01,Lincoln,118,18530,8935,9735,62,3909
2019-10-01,Lyman,6,1110,782,281,1,69
2019-10-01,Marshall,8,1070,1130,517,2,242
2019-10-01,McCook,11,1827,1013,726,4,192
2019-10-01,McPherson,8,1250,260,236,1,128
2019-10-01,Meade,85,9978,2982,3827,41,800
2019-10-01,Mellette,1,484,470,171,1,37
2019-10-01,Miner,2,628,580,319,1,94
2019-10-01,Minnehaha,493,48042,36258,33634,316,13957
2019-10-01,Moody,7,1506,1566,982,6,350
2019-10-01,Oglala Lakota,13,492,5302,1850,49,876
2019-10-01,Pennington,420,36466,16869,21022,271,7325
2019-10-01,Perkins,5,1390,363,332,8,140
2019-10-01,Potter,1,1275,260,139,3,161
2019-10-01,Roberts,9,2003,3008,1323,21,102
2019-10-01,Sanborn,3,830,445,224,3,94
2019-10-01,Spink,5,2156,1307,633,5,122
2019-10-01,Stanley,2,1378,439,284,2,111
2019-10-01,Sully,2,725,204,123,3,79
2019-10-01,Todd,4,662,2887,916,10,891
2019-10-01,Tripp,3,2183,848,550,8,379
2019-10-01,Turner,11,3068,1381,1131,14,196
2019-10-01,Union,27,5475,2690,3277,21,1631
2019-10-01,Walworth,7,2441,778,493,7,288
2019-10-01,Yankton,55,6281,4025,3475,20,1253
2019-10-01,Ziebach,5,387,862,308,4,129
