date,county,libertarian,republican,democratic,npa_ind,other,inactive
2020-07-01,Aurora,1,827,686,262,2,99
2020-07-01,Beadle,16,4334,3110,2196,43,476
2020-07-01,Bennett,2,710,768,347,2,192
2020-07-01,Bon Homme,7,2097,1113,615,2,263
2020-07-01,Brookings,71,7975,5203,5444,39,1232
2020-07-01,Brown,63,10551,7910,4382,46,2739
2020-07-01,Brule,7,1486,1097,573,3,193
2020-07-01,Buffalo,1,158,589,138,1,98
2020-07-01,Butte,35,3850,898,1260,15,1246
2020-07-01,Campbell,,887,123,86,,88
2020-07-01,Charles Mix,4,2409,2065,810,2,460
2020-07-01,Clark,2,1401,656,352,9,163
2020-07-01,Clay,33,2472,2861,2143,13,759
2020-07-01,Codington,32,8420,4508,3748,30,1286
2020-07-01,Corson,8,672,1143,478,6,206
2020-07-01,Custer,24,3978,1107,1430,30,1026
2020-07-01,Davison,21,5603,3114,2566,33,1299
2020-07-01,Day,7,1571,1610,655,10,212
2020-07-01,Deuel,7,1411,776,687,6,158
2020-07-01,Dewey,3,722,1990,582,6,206
2020-07-01,Douglas,,1597,286,208,,58
2020-07-01,Edmunds,6,1509,711,385,6,166
2020-07-01,Fall River,26,3021,898,1162,37,659
2020-07-01,Faulk,,1037,247,228,1,66
2020-07-01,Grant,8,2353,1320,942,11,313
2020-07-01,Gregory,5,1656,835,360,,88
2020-07-01,Haakon,3,1057,152,134,2,67
2020-07-01,Hamlin,2,2569,659,544,2,226
2020-07-01,Hand,2,1475,551,240,2,159
2020-07-01,Hanson,4,1683,761,764,8,646
2020-07-01,Harding,3,776,93,89,,59
2020-07-01,Hughes,43,7088,2368,1951,24,529
2020-07-01,Hutchinson,3,3309,962,760,9,29
2020-07-01,Hyde,,665,182,104,3,13
2020-07-01,Jackson,8,864,639,298,9,102
2020-07-01,Jerauld,6,625,414,178,2,63
2020-07-01,Jones,1,515,87,93,,28
2020-07-01,Kingsbury,6,2035,883,605,2,224
2020-07-01,Lake,27,4187,2444,1937,7,1418
2020-07-01,Lawrence,99,9334,3637,4096,35,2440
2020-07-01,Lincoln,123,19202,9197,9868,63,4114
2020-07-01,Lyman,5,1107,767,289,1,67
2020-07-01,Marshall,8,1094,1111,520,4,236
2020-07-01,McCook,11,1877,991,722,7,186
2020-07-01,McPherson,8,1249,241,227,1,163
2020-07-01,Meade,93,10387,3036,3910,40,831
2020-07-01,Mellette,3,501,462,170,1,45
2020-07-01,Miner,3,646,561,320,2,85
2020-07-01,Minnehaha,495,48064,35651,33198,303,17982
2020-07-01,Moody,8,1555,1531,970,4,397
2020-07-01,Oglala Lakota,13,499,5257,1850,55,932
2020-07-01,Pennington,445,37328,17020,21116,250,8951
2020-07-01,Perkins,6,1432,344,326,7,138
2020-07-01,Potter,1,1283,256,147,4,159
2020-07-01,Roberts,9,1973,2916,1313,24,274
2020-07-01,Sanborn,3,848,435,230,4,89
2020-07-01,Spink,5,2183,1280,618,5,152
2020-07-01,Stanley,2,1384,400,259,6,182
2020-07-01,Sully,2,746,193,125,3,76
2020-07-01,Todd,3,674,2878,941,10,896
2020-07-01,Tripp,5,2233,792,541,9,402
2020-07-01,Turner,12,3147,1342,1128,14,193
2020-07-01,Union,28,5627,2688,3367,18,1608
2020-07-01,Walworth,7,2476,784,496,7,277
2020-07-01,Yankton,57,6372,3936,3539,19,1411
2020-07-01,Ziebach,5,396,851,311,3,122
