date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2024-06-04,Aurora,530,2,958,223,2,94,,111
2024-06-04,Beadle,2557,27,4933,1388,39,1087,1,710
2024-06-04,Bennett,730,6,729,221,2,197,,122
2024-06-04,Bon Homme,902,10,2299,477,,210,,300
2024-06-04,Brookings,4970,101,9502,3535,21,2567,,1632
2024-06-04,Brown,7293,94,12434,3548,11,1771,1,1156
2024-06-04,Brule,909,14,1686,452,4,197,,178
2024-06-04,Buffalo,530,2,151,67,3,80,,123
2024-06-04,Butte,778,56,4455,891,18,602,,1361
2024-06-04,Campbell,103,1,907,74,,36,,78
2024-06-04,Charles Mix,1741,9,2650,563,,336,,471
2024-06-04,Clark,554,3,1585,262,,152,,146
2024-06-04,Clay,2819,38,2876,1348,10,1037,1,1254
2024-06-04,Codington,3871,62,9960,2546,27,1635,,1689
2024-06-04,Corson,971,6,729,274,2,254,,234
2024-06-04,Custer,1063,34,4978,1114,24,609,,954
2024-06-04,Davison,2742,29,6606,1836,37,1368,3,1329
2024-06-04,Day,1282,11,1848,570,,147,,236
2024-06-04,Deuel,617,10,1693,488,,253,,130
2024-06-04,Dewey,1783,3,749,405,,341,,263
2024-06-04,Douglas,206,,1637,141,,86,,123
2024-06-04,Edmunds,533,7,1735,259,1,159,,137
2024-06-04,Fall River,892,42,3813,919,1,583,1,416
2024-06-04,Faulk,198,,1110,215,,29,,61
2024-06-04,Grant,1072,17,2641,704,12,314,,348
2024-06-04,Gregory,637,4,1784,326,,74,,160
2024-06-04,Haakon,123,2,1149,84,2,26,,61
2024-06-04,Hamlin,541,8,2966,368,,235,,227
2024-06-04,Hand,417,7,1618,180,4,50,,102
2024-06-04,Hanson,616,5,1801,498,5,351,,491
2024-06-04,Harding,65,6,822,72,1,38,,53
2024-06-04,Hughes,2101,45,7183,1365,18,796,1,1086
2024-06-04,Hutchinson,725,14,3388,515,5,299,,222
2024-06-04,Hyde,158,1,645,94,,23,,45
2024-06-04,Jackson,583,9,893,164,2,160,,138
2024-06-04,Jerauld,344,5,679,129,1,55,,74
2024-06-04,Jones,64,1,505,61,,29,1,54
2024-06-04,Kingsbury,684,9,2280,395,3,289,,303
2024-06-04,Lake,1929,26,4173,952,6,566,1,2083
2024-06-04,Lawrence,3781,170,11634,3133,46,2306,2,2446
2024-06-04,Lincoln,9856,226,24088,7506,77,4701,,4933
2024-06-04,Lyman,675,5,1144,214,1,149,,101
2024-06-04,Marshall,972,2,1248,380,2,163,,170
2024-06-04,McCook,791,9,2270,510,,260,,160
2024-06-04,McPherson,201,8,1297,136,,64,,183
2024-06-04,Meade,2821,164,12390,2816,17,1975,,1471
2024-06-04,Mellette,395,3,500,175,,57,,67
2024-06-04,Miner,433,3,821,231,,100,,84
2024-06-04,Minnehaha,35251,716,56123,21911,262,17200,3,18442
2024-06-04,Moody,1327,15,1864,682,4,373,1,226
2024-06-04,Oglala Lakota,5174,19,579,988,1,1139,,664
2024-06-04,Pennington,17487,666,44842,12763,206,11260,4,9839
2024-06-04,Perkins,269,4,1537,197,5,155,,171
2024-06-04,Potter,181,1,1343,111,5,40,1,152
2024-06-04,Roberts,2395,9,2164,934,20,562,,478
2024-06-04,Sanborn,355,7,960,160,,126,1,69
2024-06-04,Spink,997,11,2487,441,2,199,,216
2024-06-04,Stanley,334,7,1529,187,,96,,206
2024-06-04,Sully,165,5,811,113,,34,,67
2024-06-04,Todd,2676,7,662,563,5,523,,788
2024-06-04,Tripp,594,6,2383,348,7,195,,407
2024-06-04,Turner,1146,13,3533,894,,334,,250
2024-06-04,Union,2296,44,6304,2194,7,1394,1,2188
2024-06-04,Walworth,590,8,2441,341,10,223,,442
2024-06-04,Yankton,3453,62,7237,2492,15,1225,,1631
2024-06-04,Ziebach,745,5,420,174,,231,,98
