date,county,republican,libertarian,democratic,constitution,npa_ind,other,inactive
2016-11-01,Aurora,806,1,828,,245,3,95
2016-11-01,Beadle,4385,20,3572,4,2017,43,1063
2016-11-01,Bennett,690,,878,,305,2,218
2016-11-01,Bon Homme,1949,11,1406,2,620,1,211
2016-11-01,Brookings,7504,76,5472,23,5158,19,2585
2016-11-01,Brown,10044,61,8965,7,4168,38,2523
2016-11-01,Brule,1467,11,1336,5,555,1,205
2016-11-01,Buffalo,170,,665,,108,2,49
2016-11-01,Butte,4104,33,1167,8,1402,6,501
2016-11-01,Campbell,914,,143,,92,,103
2016-11-01,Charles Mix,2218,3,2457,2,787,,458
2016-11-01,Clark,1389,2,797,2,359,2,182
2016-11-01,Clay,2495,36,3101,2,2085,8,1178
2016-11-01,Codington,7583,34,5282,15,3725,29,1662
2016-11-01,Corson,674,7,1272,2,399,7,217
2016-11-01,Custer,3696,14,1222,13,1377,23,566
2016-11-01,Davison,5429,18,3653,2,2386,21,1149
2016-11-01,Day,1512,8,1956,2,652,12,200
2016-11-01,Deuel,1262,7,907,7,693,1,215
2016-11-01,Dewey,696,2,2083,1,541,4,162
2016-11-01,Douglas,1575,2,341,,195,,149
2016-11-01,Edmunds,1510,8,872,,425,6,178
2016-11-01,Fall River,2851,15,1044,2,1169,30,642
2016-11-01,Faulk,843,1,419,1,277,,96
2016-11-01,Grant,2334,9,1560,2,962,12,474
2016-11-01,Gregory,1520,4,981,2,319,,151
2016-11-01,Haakon,1049,1,208,,121,1,48
2016-11-01,Hamlin,2411,2,824,3,601,1,226
2016-11-01,Hand,1472,3,694,1,274,1,162
2016-11-01,Hanson,1715,3,900,2,774,2,487
2016-11-01,Harding,777,3,109,,77,,54
2016-11-01,Hughes,6837,33,2432,5,1745,14,967
2016-11-01,Hutchinson,3170,4,1056,7,597,4,288
2016-11-01,Hyde,660,2,228,1,103,4,46
2016-11-01,Jackson,859,4,720,1,281,18,80
2016-11-01,Jerauld,608,1,486,3,179,,82
2016-11-01,Jones,522,1,108,,79,,36
2016-11-01,Kingsbury,1815,5,1050,1,598,2,208
2016-11-01,Lake,4649,33,3204,5,2235,5,550
2016-11-01,Lawrence,9013,88,4032,11,3821,19,2036
2016-11-01,Lincoln,17239,80,8832,29,8409,25,2521
2016-11-01,Lyman,1135,4,869,1,262,2,153
2016-11-01,Marshall,1059,9,1245,,467,1,264
2016-11-01,McCook,1797,14,1162,5,647,,250
2016-11-01,McPherson,1321,2,293,,238,,75
2016-11-01,Meade,9484,74,3237,33,3493,7,1917
2016-11-01,Mellette,501,1,522,1,142,,87
2016-11-01,Miner,584,2,677,2,283,1,115
2016-11-01,Minnehaha,47137,396,38609,141,29037,156,11729
2016-11-01,Moody,1522,7,1712,2,939,3,306
2016-11-01,Oglala Lakota,566,8,5712,1,1684,65,611
2016-11-01,Pennington,34873,336,17609,95,18313,140,6543
2016-11-01,Perkins,1405,6,451,3,315,3,169
2016-11-01,Potter,1374,1,319,2,170,2,51
2016-11-01,Roberts,1881,9,3353,4,1263,18,520
2016-11-01,Sanborn,837,3,536,1,208,3,73
2016-11-01,Spink,2013,5,1571,1,647,6,268
2016-11-01,Stanley,1357,4,508,2,274,,20
2016-11-01,Sully,754,,241,,111,1,23
2016-11-01,Todd,707,6,3148,3,802,10,751
2016-11-01,Tripp,2219,2,1017,7,520,1,277
2016-11-01,Turner,3042,3,1525,2,1031,10,344
2016-11-01,Union,5256,24,2902,8,2959,14,1380
2016-11-01,Walworth,2437,6,829,5,463,1,334
2016-11-01,Yankton,6011,48,4441,8,3141,16,1340
2016-11-01,Ziebach,396,3,905,,279,6,120
