date,county,republican,libertarian,democratic,constitution,npa_ind,other,inactive
2017-02-01,Aurora,804,1,820,,250,3,92
2017-02-01,Beadle,4410,20,3571,5,2082,42,1000
2017-02-01,Bennett,692,1,891,,325,2,201
2017-02-01,Bon Homme,1966,11,1391,2,635,1,204
2017-02-01,Brookings,7572,78,5452,23,5283,19,2496
2017-02-01,Brown,10145,63,8959,7,4270,36,2400
2017-02-01,Brule,1472,11,1317,5,558,2,200
2017-02-01,Buffalo,170,,664,,108,2,49
2017-02-01,Butte,4118,34,1166,8,1415,6,488
2017-02-01,Campbell,912,,143,,91,,98
2017-02-01,Charles Mix,2211,3,2445,2,787,,447
2017-02-01,Clark,1388,2,790,2,374,2,176
2017-02-01,Clay,2500,35,3097,3,2132,7,1156
2017-02-01,Codington,7647,32,5262,15,3800,32,1572
2017-02-01,Corson,679,7,1268,2,413,7,206
2017-02-01,Custer,3719,14,1228,12,1408,24,548
2017-02-01,Davison,5459,20,3641,2,2426,23,1101
2017-02-01,Day,1512,8,1940,2,658,12,194
2017-02-01,Deuel,1274,8,902,7,696,1,211
2017-02-01,Dewey,708,3,2101,1,550,4,151
2017-02-01,Douglas,1574,2,340,,198,,138
2017-02-01,Edmunds,1512,8,862,,426,6,173
2017-02-01,Fall River,2866,14,1032,2,1196,29,633
2017-02-01,Faulk,839,1,423,1,280,,87
2017-02-01,Grant,2343,9,1540,2,970,12,460
2017-02-01,Gregory,1525,4,973,2,321,,149
2017-02-01,Haakon,1051,1,208,,121,1,46
2017-02-01,Hamlin,2423,1,811,3,607,1,222
2017-02-01,Hand,1473,3,687,1,277,1,151
2017-02-01,Hanson,1720,3,896,2,780,2,482
2017-02-01,Harding,778,3,109,,78,,54
2017-02-01,Hughes,6888,34,2423,5,1792,15,924
2017-02-01,Hutchinson,3183,4,1053,7,610,4,282
2017-02-01,Hyde,665,2,228,1,105,4,41
2017-02-01,Jackson,858,4,721,1,286,18,78
2017-02-01,Jerauld,608,1,481,3,182,,79
2017-02-01,Jones,519,1,108,,83,,36
2017-02-01,Kingsbury,1822,5,1044,1,611,2,201
2017-02-01,Lake,4685,33,3168,5,2288,6,523
2017-02-01,Lawrence,9101,89,4023,11,3918,18,1956
2017-02-01,Lincoln,17458,84,8912,29,8669,25,2401
2017-02-01,Lyman,1130,4,872,1,268,2,149
2017-02-01,Marshall,1070,9,1241,,484,1,244
2017-02-01,McCook,1811,14,1156,6,668,,230
2017-02-01,McPherson,1318,2,291,,233,,71
2017-02-01,Meade,9588,76,3231,33,3590,6,1842
2017-02-01,Mellette,501,1,518,1,143,,83
2017-02-01,Miner,588,2,668,2,293,1,108
2017-02-01,Minnehaha,47461,403,38596,136,29783,164,11219
2017-02-01,Moody,1535,7,1716,2,944,3,301
2017-02-01,Oglala Lakota,569,11,5741,1,1779,65,594
2017-02-01,Pennington,35080,347,17574,92,18690,144,6174
2017-02-01,Perkins,1416,6,444,3,329,3,167
2017-02-01,Potter,1377,1,315,2,170,2,50
2017-02-01,Roberts,1897,10,3352,4,1282,18,497
2017-02-01,Sanborn,844,3,532,1,220,3,65
2017-02-01,Spink,2025,5,1558,1,664,6,260
2017-02-01,Stanley,1363,4,505,2,277,,17
2017-02-01,Sully,758,,237,,111,1,22
2017-02-01,Todd,713,6,3163,3,808,10,749
2017-02-01,Tripp,2212,2,1010,7,518,1,277
2017-02-01,Turner,3051,6,1516,3,1039,10,317
2017-02-01,Union,5342,26,2916,8,3036,15,1358
2017-02-01,Walworth,2446,6,828,5,464,1,321
2017-02-01,Yankton,6034,50,4422,8,3193,16,1300
2017-02-01,Ziebach,404,3,895,,289,5,117
