date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-04-01,Aurora,1,801,736,271,4,84
2019-04-01,Beadle,16,4346,3270,2210,42,997
2019-04-01,Bennett,2,687,815,344,2,205
2019-04-01,Bon Homme,11,2085,1230,620,2,290
2019-04-01,Brookings,71,7833,5213,5411,46,1654
2019-04-01,Brown,63,10488,8194,4367,50,2278
2019-04-01,Brule,10,1475,1176,578,6,87
2019-04-01,Buffalo,1,168,628,136,1,75
2019-04-01,Butte,32,3948,978,1316,16,939
2019-04-01,Campbell,,900,126,85,,118
2019-04-01,Charles Mix,3,2326,2275,842,2,626
2019-04-01,Clark,3,1403,706,369,5,189
2019-04-01,Clay,37,2456,2939,2268,13,870
2019-04-01,Codington,26,8245,4722,3739,38,1623
2019-04-01,Corson,9,658,1217,479,9,237
2019-04-01,Custer,23,3925,1149,1458,31,793
2019-04-01,Davison,21,5472,3257,2545,31,1122
2019-04-01,Day,10,1555,1732,666,14,265
2019-04-01,Deuel,9,1360,815,683,6,270
2019-04-01,Dewey,3,734,2073,601,8,187
2019-04-01,Douglas,2,1586,310,203,,142
2019-04-01,Edmunds,8,1506,769,410,4,173
2019-04-01,Fall River,24,3022,945,1219,27,596
2019-04-01,Faulk,,1044,275,246,1,87
2019-04-01,Grant,9,2325,1405,956,12,528
2019-04-01,Gregory,5,1572,897,340,2,116
2019-04-01,Haakon,3,1074,176,139,2,34
2019-04-01,Hamlin,2,2548,716,571,3,251
2019-04-01,Hand,3,1452,610,259,2,121
2019-04-01,Hanson,3,1644,801,749,5,553
2019-04-01,Harding,2,773,100,86,,64
2019-04-01,Hughes,39,6996,2378,1901,22,771
2019-04-01,Hutchinson,3,3270,1003,737,10,165
2019-04-01,Hyde,,664,200,105,3,82
2019-04-01,Jackson,6,835,648,309,12,142
2019-04-01,Jerauld,3,625,457,194,1,43
2019-04-01,Jones,1,505,90,93,,33
2019-04-01,Kingsbury,11,1983,915,595,1,204
2019-04-01,Lake,33,4537,2720,2271,9,1024
2019-04-01,Lawrence,102,9160,3716,4077,32,2046
2019-04-01,Lincoln,124,18612,8995,9732,63,2892
2019-04-01,Lyman,6,1130,809,285,1,135
2019-04-01,Marshall,8,1095,1184,513,1,191
2019-04-01,McCook,11,1842,1045,742,6,241
2019-04-01,McPherson,8,1263,271,233,1,115
2019-04-01,Meade,91,10105,3061,3923,39,1514
2019-04-01,Mellette,1,484,477,169,1,125
2019-04-01,Miner,2,636,604,319,3,66
2019-04-01,Minnehaha,470,47456,36241,32785,313,14229
2019-04-01,Moody,6,1527,1588,981,6,346
2019-04-01,Oglala Lakota,11,525,5535,1907,51,837
2019-04-01,Pennington,405,35704,16648,20169,256,7562
2019-04-01,Perkins,5,1398,389,340,9,163
2019-04-01,Potter,1,1324,282,146,4,97
2019-04-01,Roberts,10,1990,3060,1345,21,605
2019-04-01,Sanborn,3,840,464,228,3,77
2019-04-01,Spink,5,2172,1334,645,5,306
2019-04-01,Stanley,2,1378,445,282,2,122
2019-04-01,Sully,2,750,211,123,1,48
2019-04-01,Todd,3,689,3024,956,11,683
2019-04-01,Tripp,3,2235,899,566,10,285
2019-04-01,Turner,10,3106,1410,1132,14,291
2019-04-01,Union,27,5524,2754,3281,22,1457
2019-04-01,Walworth,7,2445,770,485,7,296
2019-04-01,Yankton,57,6295,4077,3453,19,1109
2019-04-01,Ziebach,5,399,890,318,4,137
