date,county,democratic,libertarian,republican,independent,other,npa,inactive
2025-09-02,Aurora,504,2,1007,232,3,99,42
2025-09-02,Beadle,2458,28,5227,1377,45,1211,425
2025-09-02,Bennett,666,8,731,190,2,201,110
2025-09-02,Bon Homme,868,10,2430,492,,242,173
2025-09-02,Brookings,5114,107,10182,3661,23,2891,836
2025-09-02,Brown,7089,103,13034,3574,15,2021,487
2025-09-02,Brule,876,12,1774,461,4,225,88
2025-09-02,Buffalo,533,2,155,79,4,101,54
2025-09-02,Butte,758,55,4664,874,21,667,891
2025-09-02,Campbell,103,1,908,73,,50,44
2025-09-02,Charles Mix,1756,9,2738,593,1,368,292
2025-09-02,Clark,520,4,1666,261,,179,95
2025-09-02,Clay,2898,38,3096,1466,19,1165,568
2025-09-02,Codington,3796,60,10673,2626,24,2088,1118
2025-09-02,Corson,961,5,762,282,3,313,121
2025-09-02,Custer,1037,36,5221,1136,25,701,545
2025-09-02,Davison,2755,32,6981,1922,35,1551,499
2025-09-02,Day,1224,12,1937,584,1,175,104
2025-09-02,Deuel,576,10,1794,492,1,307,40
2025-09-02,Dewey,1790,4,786,436,3,431,134
2025-09-02,Douglas,201,1,1678,138,,106,43
2025-09-02,Edmunds,499,7,1795,245,2,211,61
2025-09-02,Fall River,880,39,4031,900,3,729,309
2025-09-02,Faulk,180,,1114,219,,42,42
2025-09-02,Grant,1020,19,2748,706,10,393,170
2025-09-02,Gregory,602,4,1884,348,,91,86
2025-09-02,Haakon,109,2,1169,80,5,33,28
2025-09-02,Hamlin,537,7,3095,383,1,290,122
2025-09-02,Hand,367,9,1639,183,4,49,62
2025-09-02,Hanson,582,6,1918,498,7,391,134
2025-09-02,Harding,60,6,836,73,1,46,16
2025-09-02,Hughes,2150,50,7411,1428,19,1003,550
2025-09-02,Hutchinson,695,15,3440,532,8,344,100
2025-09-02,Hyde,149,1,660,97,,33,16
2025-09-02,Jackson,581,6,920,172,1,175,77
2025-09-02,Jerauld,320,6,740,132,1,81,33
2025-09-02,Jones,64,1,516,59,1,27,39
2025-09-02,Kingsbury,649,8,2329,394,3,339,122
2025-09-02,Lake,1891,26,4395,969,7,633,1203
2025-09-02,Lawrence,3964,181,12470,3355,50,2894,1125
2025-09-02,Lincoln,10204,229,26222,7921,95,5504,2775
2025-09-02,Lyman,643,4,1171,217,1,175,45
2025-09-02,Marshall,941,2,1324,384,2,184,62
2025-09-02,McCook,788,8,2413,515,4,272,85
2025-09-02,McPherson,176,8,1314,123,1,72,45
2025-09-02,Meade,2781,153,13119,2857,30,2179,799
2025-09-02,Mellette,415,,503,196,,72,47
2025-09-02,Miner,419,5,858,227,1,113,35
2025-09-02,Minnehaha,36178,747,60119,22884,256,19337,8467
2025-09-02,Moody,1287,16,2002,702,6,439,53
2025-09-02,Oglala Lakota,5266,18,606,988,1,1266,396
2025-09-02,Pennington,18083,676,47437,13440,249,12396,5313
2025-09-02,Perkins,251,4,1584,192,4,163,102
2025-09-02,Potter,182,1,1355,109,6,46,96
2025-09-02,Roberts,2371,9,2296,946,18,652,245
2025-09-02,Sanborn,351,7,1013,161,1,126,30
2025-09-02,Spink,969,8,2570,456,3,242,110
2025-09-02,Stanley,330,7,1596,200,,124,118
2025-09-02,Sully,157,5,843,111,,40,44
2025-09-02,Todd,2742,7,679,602,5,580,402
2025-09-02,Tripp,552,5,2462,349,6,227,209
2025-09-02,Turner,1119,15,3694,897,2,388,114
2025-09-02,Union,2297,44,6682,2202,11,1503,1097
2025-09-02,Walworth,568,11,2490,336,11,293,231
2025-09-02,Yankton,3412,58,7530,2526,19,1356,863
2025-09-02,Ziebach,730,6,431,174,1,255,49
