date,county,libertarian,republican,democratic,npa_ind,other,inactive
2019-05-01,Aurora,1,802,734,273,4,84
2019-05-01,Beadle,16,4351,3261,2217,42,1000
2019-05-01,Bennett,2,690,804,343,2,205
2019-05-01,Bon Homme,10,2084,1226,621,3,289
2019-05-01,Brookings,73,7860,5217,5424,46,1652
2019-05-01,Brown,64,10498,8181,4378,50,2272
2019-05-01,Brule,10,1481,1169,579,6,86
2019-05-01,Buffalo,1,167,627,140,1,75
2019-05-01,Butte,32,3942,974,1313,16,938
2019-05-01,Campbell,,902,125,85,,118
2019-05-01,Charles Mix,3,2322,2273,848,2,615
2019-05-01,Clark,2,1399,706,370,5,186
2019-05-01,Clay,38,2458,2939,2268,13,871
2019-05-01,Codington,27,8262,4712,3749,38,1616
2019-05-01,Corson,9,658,1215,479,9,237
2019-05-01,Custer,23,3933,1140,1465,31,792
2019-05-01,Davison,21,5475,3248,2554,32,1120
2019-05-01,Day,9,1560,1729,666,14,262
2019-05-01,Deuel,9,1363,813,680,6,269
2019-05-01,Dewey,3,737,2067,601,8,187
2019-05-01,Douglas,2,1590,310,202,,141
2019-05-01,Edmunds,8,1509,763,411,4,171
2019-05-01,Fall River,24,3028,943,1230,28,591
2019-05-01,Faulk,,1045,274,248,1,85
2019-05-01,Grant,9,2332,1396,953,12,527
2019-05-01,Gregory,5,1568,895,340,2,115
2019-05-01,Haakon,3,1075,173,138,2,34
2019-05-01,Hamlin,2,2550,716,568,3,251
2019-05-01,Hand,3,1452,607,260,2,121
2019-05-01,Hanson,3,1651,799,749,5,551
2019-05-01,Harding,2,776,100,86,,64
2019-05-01,Hughes,39,6994,2376,1915,22,771
2019-05-01,Hutchinson,3,3268,996,744,10,163
2019-05-01,Hyde,,661,198,106,3,82
2019-05-01,Jackson,6,837,645,310,12,140
2019-05-01,Jerauld,3,625,456,192,2,43
2019-05-01,Jones,1,506,91,93,,32
2019-05-01,Kingsbury,11,1984,917,593,1,204
2019-05-01,Lake,32,4525,2714,2266,9,1024
2019-05-01,Lawrence,104,9177,3729,4081,32,2040
2019-05-01,Lincoln,123,18680,8994,9782,63,2886
2019-05-01,Lyman,6,1131,810,286,1,134
2019-05-01,Marshall,8,1099,1173,519,1,190
2019-05-01,McCook,11,1845,1039,742,6,239
2019-05-01,McPherson,8,1261,266,233,1,115
2019-05-01,Meade,91,10119,3063,3939,40,1511
2019-05-01,Mellette,1,486,478,171,1,124
2019-05-01,Miner,2,638,604,319,3,65
2019-05-01,Minnehaha,468,47515,36222,32876,315,14194
2019-05-01,Moody,6,1528,1584,984,6,344
2019-05-01,Oglala Lakota,11,525,5534,1909,51,837
2019-05-01,Pennington,407,35824,16669,20277,258,7542
2019-05-01,Perkins,5,1400,385,342,9,163
2019-05-01,Potter,1,1322,282,146,4,97
2019-05-01,Roberts,10,1990,3059,1342,21,604
2019-05-01,Sanborn,3,844,465,230,3,77
2019-05-01,Spink,5,2181,1329,642,5,304
2019-05-01,Stanley,2,1377,443,283,2,122
2019-05-01,Sully,2,749,211,124,1,48
2019-05-01,Todd,4,688,3026,956,11,681
2019-05-01,Tripp,3,2238,898,568,10,285
2019-05-01,Turner,10,3117,1405,1142,14,288
2019-05-01,Union,27,5543,2745,3292,22,1456
2019-05-01,Walworth,7,2448,769,485,7,296
2019-05-01,Yankton,57,6303,4071,3468,19,1106
2019-05-01,Ziebach,5,399,890,320,4,137
