date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2023-12-01,Aurora,535,4,949,229,2,89,,115
2023-12-01,Beadle,2619,23,4834,1363,33,1035,1,703
2023-12-01,Bennett,729,5,713,218,2,206,,128
2023-12-01,Bon Homme,924,11,2248,470,,187,,304
2023-12-01,Brookings,4973,98,9187,3517,25,2477,,1642
2023-12-01,Brown,7424,94,12167,3512,12,1670,2,1175
2023-12-01,Brule,920,15,1655,443,2,193,,177
2023-12-01,Buffalo,575,2,165,73,3,92,,57
2023-12-01,Butte,785,56,4363,884,14,577,,1376
2023-12-01,Campbell,103,1,909,76,,31,,84
2023-12-01,Charles Mix,1786,10,2584,557,,316,,479
2023-12-01,Clark,573,4,1570,263,,124,,152
2023-12-01,Clay,2816,36,2811,1303,11,1001,,1274
2023-12-01,Codington,3949,60,9652,2551,23,1392,1,1718
2023-12-01,Corson,988,6,716,272,2,245,,243
2023-12-01,Custer,1067,35,4857,1112,26,593,,948
2023-12-01,Davison,2747,27,6440,1815,38,1262,,1341
2023-12-01,Day,1314,12,1809,563,,140,,239
2023-12-01,Deuel,648,9,1663,490,,219,,135
2023-12-01,Dewey,1801,2,740,402,,308,,272
2023-12-01,Douglas,214,,1640,142,,78,,118
2023-12-01,Edmunds,544,7,1713,261,2,111,,142
2023-12-01,Fall River,900,41,3737,919,,542,1,420
2023-12-01,Faulk,202,,1064,215,,25,,69
2023-12-01,Grant,1095,17,2613,703,11,291,,357
2023-12-01,Gregory,658,4,1747,328,,71,,168
2023-12-01,Haakon,122,4,1139,86,1,28,,55
2023-12-01,Hamlin,569,8,2895,365,,210,,231
2023-12-01,Hand,426,7,1591,180,4,48,,108
2023-12-01,Hanson,628,6,1772,498,4,319,,494
2023-12-01,Harding,68,6,816,73,1,33,,56
2023-12-01,Hughes,2104,46,7158,1367,21,738,1,1111
2023-12-01,Hutchinson,738,13,3342,496,6,277,,240
2023-12-01,Hyde,159,1,640,92,,20,,47
2023-12-01,Jackson,634,9,891,179,1,159,,60
2023-12-01,Jerauld,353,5,660,125,1,53,,73
2023-12-01,Jones,66,1,509,62,,25,1,45
2023-12-01,Kingsbury,723,9,2246,390,3,264,,282
2023-12-01,Lake,2038,30,4258,1044,5,607,,1711
2023-12-01,Lawrence,3761,159,11295,3093,45,2178,,2465
2023-12-01,Lincoln,9820,228,23452,7416,74,4491,,4984
2023-12-01,Lyman,677,6,1125,214,1,138,,100
2023-12-01,Marshall,980,3,1232,387,1,159,,170
2023-12-01,McCook,815,10,2251,503,,247,,152
2023-12-01,McPherson,205,8,1275,143,,64,,197
2023-12-01,Meade,2841,156,12064,2763,17,1874,,1506
2023-12-01,Mellette,400,3,496,170,,51,,68
2023-12-01,Miner,442,2,804,239,,99,,85
2023-12-01,Minnehaha,35787,708,55431,21838,264,16975,1,16501
2023-12-01,Moody,1352,14,1830,686,3,361,,234
2023-12-01,Oglala Lakota,5260,20,561,990,1,1053,,676
2023-12-01,Pennington,17684,670,44369,12727,226,11000,2,8890
2023-12-01,Perkins,279,5,1513,200,5,150,,150
2023-12-01,Potter,190,2,1325,116,6,39,,152
2023-12-01,Roberts,2505,11,2123,964,21,526,,343
2023-12-01,Sanborn,357,7,959,158,,124,,71
2023-12-01,Spink,1023,10,2440,442,3,180,,222
2023-12-01,Stanley,356,7,1531,201,,90,1,167
2023-12-01,Sully,171,5,805,116,,31,,68
2023-12-01,Todd,2689,7,647,552,6,491,,790
2023-12-01,Tripp,621,7,2319,350,6,190,,412
2023-12-01,Turner,1164,12,3455,874,,318,,251
2023-12-01,Union,2340,43,6100,2207,,1378,1,2201
2023-12-01,Walworth,634,9,2475,346,8,193,,324
2023-12-01,Yankton,3506,62,7086,2468,12,1178,,1689
2023-12-01,Ziebach,759,6,427,175,,214,,100
