date,county,democratic,libertarian,republican,independent,other,npa,inactive
2025-10-01,Aurora,499,2,1010,233,3,100,42
2025-10-01,Beadle,2450,29,5231,1373,46,1215,425
2025-10-01,Bennett,666,8,729,190,2,201,110
2025-10-01,Bon Homme,864,10,2434,490,,244,173
2025-10-01,Brookings,5129,107,10224,3674,23,2916,835
2025-10-01,Brown,7065,103,13060,3587,15,2044,488
2025-10-01,Brule,873,12,1770,462,4,231,87
2025-10-01,Buffalo,532,2,155,79,4,101,54
2025-10-01,Butte,754,55,4672,881,22,674,895
2025-10-01,Campbell,103,1,909,73,,51,44
2025-10-01,Charles Mix,1759,9,2741,592,1,371,291
2025-10-01,Clark,519,4,1673,261,,177,95
2025-10-01,Clay,2899,39,3101,1474,21,1173,569
2025-10-01,Codington,3782,60,10686,2621,24,2124,1118
2025-10-01,Corson,960,5,763,283,3,313,121
2025-10-01,Custer,1032,39,5234,1135,25,704,548
2025-10-01,Davison,2759,33,7002,1926,34,1553,496
2025-10-01,Day,1220,12,1946,581,1,179,106
2025-10-01,Deuel,572,9,1794,495,1,313,40
2025-10-01,Dewey,1788,4,789,435,3,436,133
2025-10-01,Douglas,201,1,1674,137,,106,43
2025-10-01,Edmunds,497,7,1795,244,2,219,61
2025-10-01,Fall River,881,38,4049,905,3,738,307
2025-10-01,Faulk,179,,1116,220,,45,42
2025-10-01,Grant,1013,19,2746,709,10,395,171
2025-10-01,Gregory,603,4,1892,348,,93,86
2025-10-01,Haakon,109,2,1166,81,5,35,28
2025-10-01,Hamlin,534,7,3102,381,1,294,122
2025-10-01,Hand,363,9,1639,185,4,49,60
2025-10-01,Hanson,582,6,1918,499,7,392,134
2025-10-01,Harding,60,6,835,73,1,46,16
2025-10-01,Hughes,2151,52,7421,1431,19,1020,550
2025-10-01,Hutchinson,695,15,3437,535,8,345,99
2025-10-01,Hyde,148,1,662,96,,34,16
2025-10-01,Jackson,578,6,916,171,1,175,77
2025-10-01,Jerauld,316,6,741,133,1,81,33
2025-10-01,Jones,64,1,519,59,1,28,39
2025-10-01,Kingsbury,646,8,2325,394,3,339,122
2025-10-01,Lake,1870,25,4404,966,8,632,1241
2025-10-01,Lawrence,3974,182,12524,3381,50,2929,1138
2025-10-01,Lincoln,10197,228,26293,7929,97,5527,2861
2025-10-01,Lyman,639,4,1172,219,1,177,45
2025-10-01,Marshall,937,2,1326,384,2,186,62
2025-10-01,McCook,784,9,2414,514,5,276,84
2025-10-01,McPherson,175,8,1312,123,1,73,45
2025-10-01,Meade,2776,152,13126,2865,31,2180,818
2025-10-01,Mellette,414,,502,199,,72,48
2025-10-01,Miner,415,5,862,227,1,114,35
2025-10-01,Minnehaha,36172,745,60279,22903,251,19490,8476
2025-10-01,Moody,1282,17,2006,702,6,441,53
2025-10-01,Oglala Lakota,5271,18,610,987,1,1269,394
2025-10-01,Pennington,18088,678,47573,13492,250,12425,5293
2025-10-01,Perkins,248,4,1587,190,4,164,102
2025-10-01,Potter,181,1,1350,111,5,48,94
2025-10-01,Roberts,2359,9,2304,950,18,657,247
2025-10-01,Sanborn,350,7,1013,161,1,128,30
2025-10-01,Spink,961,8,2571,457,3,245,109
2025-10-01,Stanley,330,7,1595,201,,125,116
2025-10-01,Sully,157,5,846,111,,43,44
2025-10-01,Todd,2740,7,678,601,5,577,402
2025-10-01,Tripp,551,5,2456,348,6,226,210
2025-10-01,Turner,1119,15,3690,900,2,393,112
2025-10-01,Union,2280,44,6702,2204,11,1510,1097
2025-10-01,Walworth,566,11,2496,336,11,300,232
2025-10-01,Yankton,3408,58,7553,2532,20,1363,862
2025-10-01,Ziebach,728,6,431,174,1,257,49
