date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2025-04-01,Aurora,514,2,997,232,2,100,,103
2025-04-01,Beadle,2485,26,5195,1382,40,1184,1,750
2025-04-01,Bennett,682,7,735,203,2,202,,185
2025-04-01,Bon Homme,874,12,2410,488,,235,,284
2025-04-01,Brookings,5093,111,10066,3658,22,2854,1,1569
2025-04-01,Brown,7180,104,13028,3589,11,1988,3,1092
2025-04-01,Brule,889,14,1768,459,4,220,,166
2025-04-01,Buffalo,533,2,153,76,4,100,,116
2025-04-01,Butte,774,56,4636,876,21,653,,1331
2025-04-01,Campbell,103,1,918,75,,47,,72
2025-04-01,Charles Mix,1772,9,2733,588,,355,,439
2025-04-01,Clark,528,4,1659,262,,161,,137
2025-04-01,Clay,2896,37,3072,1457,13,1156,5,1216
2025-04-01,Codington,3834,62,10568,2620,26,1960,,1569
2025-04-01,Corson,967,5,755,285,3,300,,227
2025-04-01,Custer,1049,37,5193,1120,24,693,1,974
2025-04-01,Davison,2763,32,6922,1905,34,1526,4,1249
2025-04-01,Day,1242,12,1930,587,1,170,,218
2025-04-01,Deuel,584,11,1777,489,,292,1,119
2025-04-01,Dewey,1781,4,779,426,2,415,,225
2025-04-01,Douglas,200,1,1665,140,,103,,108
2025-04-01,Edmunds,503,7,1783,252,2,197,,140
2025-04-01,Fall River,886,39,3985,903,2,693,1,393
2025-04-01,Faulk,188,,1126,217,,41,,58
2025-04-01,Grant,1038,18,2744,706,9,367,,333
2025-04-01,Gregory,611,4,1867,345,,86,,151
2025-04-01,Haakon,114,2,1174,83,2,29,2,61
2025-04-01,Hamlin,537,7,3093,380,1,271,,212
2025-04-01,Hand,385,8,1665,187,4,54,,81
2025-04-01,Hanson,592,6,1899,491,7,374,,484
2025-04-01,Harding,62,6,840,77,1,44,,46
2025-04-01,Hughes,2147,47,7382,1422,19,975,,1019
2025-04-01,Hutchinson,709,15,3446,529,8,335,,199
2025-04-01,Hyde,148,1,660,94,,31,,42
2025-04-01,Jackson,577,6,915,170,1,167,,129
2025-04-01,Jerauld,325,6,730,130,1,69,,67
2025-04-01,Jones,63,1,522,58,,26,1,51
2025-04-01,Kingsbury,656,8,2317,389,3,328,,270
2025-04-01,Lake,1902,26,4370,970,5,622,2,2122
2025-04-01,Lawrence,3942,178,12334,3293,44,2752,7,2376
2025-04-01,Lincoln,10174,232,25933,7841,79,5387,13,4901
2025-04-01,Lyman,649,4,1167,216,1,164,,111
2025-04-01,Marshall,948,2,1316,378,2,177,,162
2025-04-01,McCook,797,7,2408,518,3,269,,145
2025-04-01,McPherson,185,8,1324,131,1,71,,122
2025-04-01,Meade,2809,156,13059,2863,25,2155,2,1607
2025-04-01,Mellette,412,1,498,189,,72,,66
2025-04-01,Miner,424,5,852,231,,116,,79
2025-04-01,Minnehaha,36172,738,59578,22741,251,18928,17,16898
2025-04-01,Moody,1305,15,1960,707,4,423,2,203
2025-04-01,Oglala Lakota,5286,18,607,992,1,1258,,615
2025-04-01,Pennington,18068,685,47032,13320,220,12218,27,9822
2025-04-01,Perkins,258,4,1573,195,4,160,,178
2025-04-01,Potter,182,2,1352,112,5,42,1,139
2025-04-01,Roberts,2379,9,2269,938,18,627,,470
2025-04-01,Sanborn,352,7,990,166,,125,1,59
2025-04-01,Spink,984,8,2571,454,3,236,,198
2025-04-01,Stanley,332,7,1586,194,,125,,192
2025-04-01,Sully,158,4,840,110,,36,,68
2025-04-01,Todd,2753,7,680,592,6,573,,731
2025-04-01,Tripp,558,5,2456,349,7,233,,366
2025-04-01,Turner,1119,15,3673,901,2,377,,225
2025-04-01,Union,2313,44,6683,2221,9,1497,2,2177
2025-04-01,Walworth,576,9,2483,335,11,274,,463
2025-04-01,Yankton,3469,60,7517,2539,17,1353,1,1535
2025-04-01,Ziebach,738,5,432,175,1,252,,93
