date,county,democratic,libertarian,republican,independent,other,npa,no_labels,inactive
2025-05-01,Aurora,510,2,1000,232,2,100,1,102
2025-05-01,Beadle,2479,27,5204,1380,40,1192,1,751
2025-05-01,Bennett,684,7,734,201,2,202,,186
2025-05-01,Bon Homme,875,12,2420,491,,239,,283
2025-05-01,Brookings,5087,109,10100,3671,21,2862,1,1570
2025-05-01,Brown,7170,102,13026,3588,11,1994,3,1082
2025-05-01,Brule,884,14,1768,459,4,220,,165
2025-05-01,Buffalo,533,2,154,76,4,101,,116
2025-05-01,Butte,770,55,4642,874,21,658,,1329
2025-05-01,Campbell,103,1,916,74,,47,,72
2025-05-01,Charles Mix,1769,9,2742,591,,357,,438
2025-05-01,Clark,525,4,1665,262,,166,,136
2025-05-01,Clay,2900,36,3081,1456,13,1160,5,1215
2025-05-01,Codington,3831,61,10576,2623,26,1979,,1569
2025-05-01,Corson,964,5,757,285,3,301,,227
2025-05-01,Custer,1050,37,5195,1127,24,692,1,972
2025-05-01,Davison,2757,32,6931,1902,33,1525,4,1247
2025-05-01,Day,1240,12,1923,587,1,173,,218
2025-05-01,Deuel,581,11,1778,491,,294,1,119
2025-05-01,Dewey,1787,4,780,423,2,417,,225
2025-05-01,Douglas,200,1,1665,140,,104,,108
2025-05-01,Edmunds,503,7,1789,250,2,202,,139
2025-05-01,Fall River,883,39,3987,901,2,700,1,392
2025-05-01,Faulk,186,,1123,218,,41,,58
2025-05-01,Grant,1035,19,2751,711,9,378,,332
2025-05-01,Gregory,610,4,1869,346,,86,,151
2025-05-01,Haakon,115,2,1172,82,2,30,2,61
2025-05-01,Hamlin,538,7,3094,385,1,271,,211
2025-05-01,Hand,383,8,1663,189,4,54,,81
2025-05-01,Hanson,591,6,1917,493,8,380,,483
2025-05-01,Harding,62,6,837,77,1,45,,46
2025-05-01,Hughes,2145,48,7391,1428,19,978,,1018
2025-05-01,Hutchinson,707,15,3447,534,8,336,,198
2025-05-01,Hyde,150,1,662,93,,31,,42
2025-05-01,Jackson,577,6,917,171,1,175,,128
2025-05-01,Jerauld,326,6,731,131,1,70,,66
2025-05-01,Jones,63,1,523,58,,26,1,51
2025-05-01,Kingsbury,651,8,2330,391,3,331,,269
2025-05-01,Lake,1899,26,4374,969,5,624,2,2121
2025-05-01,Lawrence,3948,182,12406,3315,44,2781,7,2367
2025-05-01,Lincoln,10181,231,25996,7865,80,5413,13,4904
2025-05-01,Lyman,649,4,1168,215,1,169,,111
2025-05-01,Marshall,946,2,1316,381,2,178,,163
2025-05-01,McCook,794,7,2410,520,3,269,,143
2025-05-01,McPherson,184,8,1325,130,1,71,,122
2025-05-01,Meade,2810,156,13089,2870,26,2168,3,1606
2025-05-01,Mellette,414,1,496,189,,71,,67
2025-05-01,Miner,421,5,856,230,,115,,78
2025-05-01,Minnehaha,36180,741,59669,22768,248,18989,17,16879
2025-05-01,Moody,1300,16,1979,709,4,430,2,203
2025-05-01,Oglala Lakota,5278,18,604,989,1,1268,,613
2025-05-01,Pennington,18072,684,47103,13360,220,12224,27,9823
2025-05-01,Perkins,257,4,1573,195,4,160,,178
2025-05-01,Potter,184,2,1351,112,5,44,1,139
2025-05-01,Roberts,2367,9,2277,942,18,635,,469
2025-05-01,Sanborn,351,7,995,168,,124,1,59
2025-05-01,Spink,980,8,2573,454,3,236,,197
2025-05-01,Stanley,332,7,1587,194,,125,,192
2025-05-01,Sully,158,4,840,110,,37,,68
2025-05-01,Todd,2754,7,680,591,6,575,,729
2025-05-01,Tripp,554,5,2454,349,7,230,,370
2025-05-01,Turner,1117,15,3683,903,2,376,,226
2025-05-01,Union,2316,44,6705,2228,9,1508,2,2175
2025-05-01,Walworth,575,9,2484,337,11,277,,463
2025-05-01,Yankton,3455,60,7514,2538,17,1360,1,1533
2025-05-01,Ziebach,738,5,429,176,1,251,,93
