date,county,republican,libertarian,democratic,constitution,npa_ind,other,inactive
2017-04-10,Aurora,813,1,814,,252,3,92
2017-04-10,Beadle,4422,21,3555,6,2097,43,997
2017-04-10,Bennett,691,1,889,,326,2,199
2017-04-10,Bon Homme,1969,11,1386,2,639,1,203
2017-04-10,Brookings,7582,79,5453,24,5329,22,2479
2017-04-10,Brown,10167,63,8928,7,4314,37,2386
2017-04-10,Brule,1464,11,1313,5,561,2,196
2017-04-10,Buffalo,170,,662,,107,2,49
2017-04-10,Butte,4122,34,1160,8,1421,6,485
2017-04-10,Campbell,914,,140,,94,,98
2017-04-10,Charles Mix,2230,5,2433,2,801,,432
2017-04-10,Clark,1396,2,783,2,378,2,176
2017-04-10,Clay,2493,37,3080,3,2152,7,1155
2017-04-10,Codington,7698,31,5243,15,3838,31,1535
2017-04-10,Corson,676,7,1259,2,420,7,207
2017-04-10,Custer,3730,15,1227,11,1419,21,542
2017-04-10,Davison,5467,20,3618,2,2453,23,1084
2017-04-10,Day,1516,9,1941,2,671,12,194
2017-04-10,Deuel,1280,8,900,7,700,1,210
2017-04-10,Dewey,711,3,2095,1,561,4,149
2017-04-10,Douglas,1567,2,340,,196,,137
2017-04-10,Edmunds,1511,8,859,,428,7,169
2017-04-10,Fall River,2882,16,1030,2,1209,28,632
2017-04-10,Faulk,862,1,418,1,306,,87
2017-04-10,Grant,2336,9,1535,2,977,12,459
2017-04-10,Gregory,1522,5,969,2,321,,149
2017-04-10,Haakon,1057,1,205,,125,1,45
2017-04-10,Hamlin,2433,1,810,3,608,1,219
2017-04-10,Hand,1469,3,682,1,279,1,148
2017-04-10,Hanson,1731,3,890,2,783,2,481
2017-04-10,Harding,778,3,109,,78,,54
2017-04-10,Hughes,6903,36,2419,5,1824,15,920
2017-04-10,Hutchinson,3187,4,1058,7,629,4,282
2017-04-10,Hyde,665,2,228,1,105,4,41
2017-04-10,Jackson,860,4,719,1,289,18,76
2017-04-10,Jerauld,601,1,478,3,183,,76
2017-04-10,Jones,524,1,99,,83,,35
2017-04-10,Kingsbury,1829,5,1040,1,613,2,195
2017-04-10,Lake,4677,35,3156,5,2298,6,519
2017-04-10,Lawrence,9103,92,4010,11,3943,18,1947
2017-04-10,Lincoln,17496,83,8930,29,8738,25,2403
2017-04-10,Lyman,1132,4,871,1,273,2,148
2017-04-10,Marshall,1076,9,1242,,492,1,241
2017-04-10,McCook,1813,14,1151,6,683,,228
2017-04-10,McPherson,1316,2,291,,236,,71
2017-04-10,Meade,9636,79,3235,32,3620,5,1834
2017-04-10,Mellette,497,1,518,1,143,,81
2017-04-10,Miner,587,2,663,2,290,1,108
2017-04-10,Minnehaha,47404,399,38455,135,30149,164,11127
2017-04-10,Moody,1536,7,1710,3,940,3,300
2017-04-10,Oglala Lakota,568,11,5734,1,1780,63,604
2017-04-10,Pennington,34833,352,17376,90,18692,144,5964
2017-04-10,Perkins,1416,6,439,3,333,3,165
2017-04-10,Potter,1375,1,313,2,174,2,50
2017-04-10,Roberts,1901,10,3346,4,1291,18,496
2017-04-10,Sanborn,843,3,530,1,224,3,65
2017-04-10,Spink,2028,5,1549,1,668,5,260
2017-04-10,Stanley,1365,4,500,2,278,,17
2017-04-10,Sully,759,,236,,114,1,22
2017-04-10,Todd,714,6,3138,3,823,10,746
2017-04-10,Tripp,2229,3,997,7,520,1,276
2017-04-10,Turner,3052,6,1503,3,1052,10,317
2017-04-10,Union,5352,26,2912,8,3060,15,1351
2017-04-10,Walworth,2453,6,826,5,468,1,319
2017-04-10,Yankton,6051,50,4402,8,3229,16,1292
2017-04-10,Ziebach,405,3,888,,293,5,117
