date,county,libertarian,republican,democratic,npa_ind,other,inactive
2021-03-01,Aurora,1,866,660,280,2,91
2021-03-01,Beadle,19,4555,3075,2333,41,394
2021-03-01,Bennett,3,716,769,373,2,163
2021-03-01,Bon Homme,12,2195,1072,667,2,245
2021-03-01,Brookings,91,8489,5362,5872,43,1126
2021-03-01,Brown,85,11159,7951,4775,50,2467
2021-03-01,Brule,8,1598,1068,592,5,28
2021-03-01,Buffalo,1,163,601,155,2,85
2021-03-01,Butte,51,4173,917,1366,14,1163
2021-03-01,Campbell,,918,119,97,,81
2021-03-01,Charles Mix,6,2488,2082,843,4,400
2021-03-01,Clark,2,1466,652,375,14,140
2021-03-01,Clay,39,2640,3008,2353,17,711
2021-03-01,Codington,47,9044,4481,3992,29,1134
2021-03-01,Corson,8,697,1152,522,5,198
2021-03-01,Custer,27,4267,1154,1599,31,955
2021-03-01,Davison,26,5969,3120,2718,30,1208
2021-03-01,Day,9,1654,1553,677,10,191
2021-03-01,Deuel,8,1531,761,701,8,148
2021-03-01,Dewey,3,759,2034,667,8,183
2021-03-01,Douglas,1,1639,274,206,,52
2021-03-01,Edmunds,6,1591,679,411,3,147
2021-03-01,Fall River,32,3274,943,1264,38,613
2021-03-01,Faulk,,1053,238,231,1,61
2021-03-01,Grant,8,2494,1281,989,12,288
2021-03-01,Gregory,5,1716,801,379,,83
2021-03-01,Haakon,3,1112,151,129,1,64
2021-03-01,Hamlin,6,2650,656,572,2,204
2021-03-01,Hand,4,1518,527,242,4,140
2021-03-01,Hanson,6,1820,753,826,9,634
2021-03-01,Harding,4,810,86,91,,57
2021-03-01,Hughes,51,7220,2403,2144,24,486
2021-03-01,Hutchinson,6,3253,857,732,8,
2021-03-01,Hyde,,667,184,110,3,13
2021-03-01,Jackson,8,878,674,318,9,92
2021-03-01,Jerauld,6,639,404,189,2,56
2021-03-01,Jones,1,531,85,89,1,23
2021-03-01,Kingsbury,8,2114,876,612,3,211
2021-03-01,Lake,32,4276,2384,1885,9,1341
2021-03-01,Lawrence,128,9975,3810,4473,44,2289
2021-03-01,Lincoln,174,20924,9766,10790,65,3813
2021-03-01,Lyman,7,1140,778,318,1,59
2021-03-01,Marshall,7,1161,1107,536,4,224
2021-03-01,McCook,12,2006,968,777,8,160
2021-03-01,McPherson,8,1294,247,235,2,154
2021-03-01,Meade,114,11244,3160,4271,39,766
2021-03-01,Mellette,3,508,457,185,1,39
2021-03-01,Miner,4,687,551,328,3,73
2021-03-01,Minnehaha,601,52101,37571,36322,341,16450
2021-03-01,Moody,11,1644,1509,1017,4,341
2021-03-01,Oglala Lakota,19,532,5492,1956,52,844
2021-03-01,Pennington,561,40056,18056,22765,261,8443
2021-03-01,Perkins,5,1470,323,338,6,129
2021-03-01,Potter,1,1314,248,168,4,145
2021-03-01,Roberts,11,2078,2927,1382,26,249
2021-03-01,Sanborn,5,896,421,247,4,80
2021-03-01,Spink,6,2268,1273,645,8,126
2021-03-01,Stanley,2,1428,404,286,12,168
2021-03-01,Sully,2,776,200,133,3,69
2021-03-01,Todd,6,708,2979,972,7,821
2021-03-01,Tripp,8,2301,775,563,10,365
2021-03-01,Turner,12,3280,1330,1187,14,172
2021-03-01,Union,33,5973,2719,3659,17,1554
2021-03-01,Walworth,8,2530,783,517,6,249
2021-03-01,Yankton,61,6686,3953,3805,16,1313
2021-03-01,Ziebach,6,406,854,373,3,113
