date,county,republican,libertarian,democratic,constitution,npa_ind,other,inactive
2016-10-04,Aurora,784,1,824,,240,3,99
2016-10-04,Beadle,4340,20,3549,4,1981,40,1088
2016-10-04,Bennett,679,,870,,281,2,221
2016-10-04,Bon Homme,1880,10,1391,2,605,1,220
2016-10-04,Brookings,7369,65,5429,24,4998,17,2663
2016-10-04,Brown,9844,58,8931,7,3994,39,2579
2016-10-04,Brule,1450,10,1338,5,540,1,209
2016-10-04,Buffalo,170,,654,,107,2,49
2016-10-04,Butte,4071,31,1159,8,1359,6,509
2016-10-04,Campbell,897,,144,,91,,108
2016-10-04,Charles Mix,2184,2,2448,2,772,,472
2016-10-04,Clark,1379,2,789,2,351,2,184
2016-10-04,Clay,2425,33,3037,2,2003,8,1203
2016-10-04,Codington,7463,33,5283,15,3619,28,1695
2016-10-04,Corson,676,7,1274,2,389,6,222
2016-10-04,Custer,3613,14,1204,13,1342,21,589
2016-10-04,Davison,5326,17,3640,2,2329,19,1181
2016-10-04,Day,1493,8,1955,2,641,12,209
2016-10-04,Deuel,1232,6,907,7,682,1,222
2016-10-04,Dewey,699,2,2080,1,535,4,165
2016-10-04,Douglas,1560,2,344,,190,,155
2016-10-04,Edmunds,1499,7,874,,417,6,182
2016-10-04,Fall River,2798,15,1032,1,1127,30,654
2016-10-04,Faulk,837,1,420,1,279,,105
2016-10-04,Grant,2326,9,1561,2,939,11,490
2016-10-04,Gregory,1506,4,984,2,313,,158
2016-10-04,Haakon,1036,1,211,,119,,48
2016-10-04,Hamlin,2391,2,837,3,592,1,231
2016-10-04,Hand,1464,3,697,1,259,1,165
2016-10-04,Hanson,1701,3,904,2,758,2,490
2016-10-04,Harding,769,3,108,,78,,57
2016-10-04,Hughes,6756,30,2412,5,1687,13,1004
2016-10-04,Hutchinson,3133,4,1050,6,584,4,297
2016-10-04,Hyde,656,2,228,1,101,4,47
2016-10-04,Jackson,857,4,707,1,275,18,83
2016-10-04,Jerauld,603,1,487,3,174,,82
2016-10-04,Jones,516,1,107,,69,,36
2016-10-04,Kingsbury,1795,4,1057,1,582,2,216
2016-10-04,Lake,4556,32,3190,5,2168,5,562
2016-10-04,Lawrence,8846,82,3993,12,3683,18,2090
2016-10-04,Lincoln,16914,77,8696,30,8109,19,2594
2016-10-04,Lyman,1130,4,872,1,256,2,159
2016-10-04,Marshall,1045,7,1244,,455,4,270
2016-10-04,McCook,1795,11,1155,5,625,,256
2016-10-04,McPherson,1319,2,294,,228,,77
2016-10-04,Meade,9305,70,3211,35,3359,6,1948
2016-10-04,Mellette,490,1,515,1,139,,87
2016-10-04,Miner,579,2,680,2,280,,121
2016-10-04,Minnehaha,46202,361,38126,140,27873,135,11991
2016-10-04,Moody,1498,6,1697,2,908,3,312
2016-10-04,Oglala Lakota,567,7,5693,1,1659,64,615
2016-10-04,Pennington,34359,321,17407,94,17799,124,6701
2016-10-04,Perkins,1390,6,447,3,305,3,170
2016-10-04,Potter,1367,,320,2,169,2,54
2016-10-04,Roberts,1874,9,3361,4,1237,19,533
2016-10-04,Sanborn,821,1,535,1,201,3,76
2016-10-04,Spink,1994,5,1566,1,642,7,277
2016-10-04,Stanley,1357,4,504,2,267,,20
2016-10-04,Sully,749,,242,,110,1,27
2016-10-04,Todd,699,6,3126,4,776,10,757
2016-10-04,Tripp,2197,2,1023,7,515,1,281
2016-10-04,Turner,2998,3,1514,2,1010,10,360
2016-10-04,Union,5177,24,2897,7,2905,14,1397
2016-10-04,Walworth,2424,6,823,5,450,1,348
2016-10-04,Yankton,5945,44,4406,8,3076,15,1367
2016-10-04,Ziebach,394,3,900,,275,5,121
