date,county,county_fips,party,voters,election
1996-11-05,Codington,46029,other,2125,general
1996-11-05,Codington,46029,republican,6487,general
1996-11-05,Corson,46031,democratic,1233,general
1996-11-05,Corson,46031,other,226,general
1996-11-05,Corson,46031,republican,879,general
1996-11-05,Custer,46033,democratic,1350,general
1996-11-05,Custer,46033,other,745,general
1996-11-05,Custer,46033,republican,2910,general
1996-11-05,Davison,46035,democratic,4704,general
1996-11-05,Davison,46035,other,1123,general
1996-11-05,Davison,46035,republican,4758,general
1996-11-05,Day,46037,democratic,2534,general
1996-11-05,Day,46037,other,333,general
1996-11-05,Day,46037,republican,1819,general
1996-11-05,Deuel,46039,democratic,1305,general
1996-11-05,Deuel,46039,other,384,general
1996-11-05,Deuel,46039,republican,1374,general
1996-11-05,Dewey,46041,democratic,2104,general
1996-11-05,Dewey,46041,other,310,general
1996-11-05,Dewey,46041,republican,992,general
1996-11-05,Douglas,46043,democratic,535,general
1996-11-05,Douglas,46043,other,86,general
1996-11-05,Douglas,46043,republican,1857,general
1996-11-05,Edmunds,46045,democratic,1397,general
1996-11-05,Edmunds,46045,other,202,general
1996-11-05,Edmunds,46045,republican,1503,general
1996-11-05,Fall River,46047,democratic,1755,general
1996-11-05,Fall River,46047,other,699,general
1996-11-05,Fall River,46047,republican,2715,general
1996-11-05,Faulk,46049,democratic,758,general
1996-11-05,Faulk,46049,other,72,general
1996-11-05,Faulk,46049,republican,959,general
1996-11-05,Grant,46051,democratic,2243,general
1996-11-05,Grant,46051,other,655,general
1996-11-05,Grant,46051,republican,2577,general
1996-11-05,Gregory,46053,democratic,1583,general
1996-11-05,Gregory,46053,other,197,general
1996-11-05,Gregory,46053,republican,1692,general
1996-11-05,Haakon,46055,democratic,432,general
1996-11-05,Haakon,46055,other,66,general
1996-11-05,Haakon,46055,republican,1189,general
1996-11-05,Hamlin,46057,democratic,1278,general
1996-11-05,Hamlin,46057,other,314,general
1996-11-05,Hamlin,46057,republican,2121,general
1996-11-05,Hand,46059,democratic,1269,general
1996-11-05,Hand,46059,other,203,general
1996-11-05,Hand,46059,republican,1579,general
1996-11-05,Hanson,46061,democratic,915,general
1996-11-05,Hanson,46061,other,396,general
1996-11-05,Hanson,46061,republican,755,general
1996-11-05,Harding,46063,democratic,227,general
1996-11-05,Harding,46063,other,42,general
1996-11-05,Harding,46063,republican,785,general
1996-11-05,Hughes,46065,democratic,2855,general
1996-11-05,Hughes,46065,other,929,general
1996-11-05,Hughes,46065,republican,6805,general
1996-11-05,Hutchinson,46067,democratic,1335,general
1996-11-05,Hutchinson,46067,other,200,general
1996-11-05,Hutchinson,46067,republican,3931,general
1996-11-05,Hyde,46069,democratic,458,general
1996-11-05,Hyde,46069,other,84,general
1996-11-05,Hyde,46069,republican,699,general
1996-11-05,Jackson,46071,democratic,648,general
1996-11-05,Jackson,46071,other,136,general
1996-11-05,Jackson,46071,republican,966,general
1996-11-05,Jerauld,46073,democratic,737,general
1996-11-05,Jerauld,46073,other,117,general
1996-11-05,Jerauld,46073,republican,858,general
1996-11-05,Jones,46075,democratic,201,general
1996-11-05,Jones,46075,other,30,general
1996-11-05,Jones,46075,republican,668,general
1996-11-05,Kingsbury,46077,democratic,1356,general
1996-11-05,Kingsbury,46077,other,308,general
1996-11-05,Kingsbury,46077,republican,2371,general
1996-11-05,Lake,46079,democratic,3007,general
1996-11-05,Lake,46079,other,525,general
1996-11-05,Lake,46079,republican,3605,general
1996-11-05,Lawrence,46081,democratic,4325,general
1996-11-05,Lawrence,46081,other,1746,general
1996-11-05,Lawrence,46081,republican,7812,general
1996-11-05,Lincoln,46083,democratic,4122,general
1996-11-05,Lincoln,46083,other,1353,general
1996-11-05,Lincoln,46083,republican,6248,general
1996-11-05,Lyman,46085,democratic,919,general
1996-11-05,Lyman,46085,other,110,general
1996-11-05,Lyman,46085,republican,1256,general
1996-11-05,McCook,46087,democratic,1585,general
1996-11-05,McCook,46087,other,348,general
1996-11-05,McCook,46087,republican,1849,general
1996-11-05,McPherson,46089,democratic,438,general
1996-11-05,McPherson,46089,other,141,general
1996-11-05,McPherson,46089,republican,1729,general
1996-11-05,Marshall,46091,democratic,1600,general
1996-11-05,Marshall,46091,other,155,general
1996-11-05,Marshall,46091,republican,1213,general
1996-11-05,Meade,46093,democratic,4303,general
1996-11-05,Meade,46093,other,2153,general
1996-11-05,Meade,46093,republican,8251,general
1996-11-05,Mellette,46095,democratic,595,general
1996-11-05,Mellette,46095,other,82,general
1996-11-05,Mellette,46095,republican,675,general
1996-11-05,Miner,46097,democratic,1066,general
1996-11-05,Miner,46097,other,182,general
1996-11-05,Miner,46097,republican,742,general
1996-11-05,Minnehaha,46099,democratic,35414,general
1996-11-05,Minnehaha,46099,other,9653,general
1996-11-05,Minnehaha,46099,republican,39238,general
1996-11-05,Moody,46101,democratic,1973,general
1996-11-05,Moody,46101,other,443,general
1996-11-05,Moody,46101,republican,1600,general
1996-11-05,Oglala Lakota,46102,democratic,3817,general
1996-11-05,Oglala Lakota,46102,other,783,general
1996-11-05,Oglala Lakota,46102,republican,623,general
1996-11-05,Pennington,46103,democratic,16360,general
1996-11-05,Pennington,46103,other,7795,general
1996-11-05,Pennington,46103,republican,27308,general
1996-11-05,Perkins,46105,democratic,837,general
1996-11-05,Perkins,46105,other,151,general
1996-11-05,Perkins,46105,republican,1372,general
1996-11-05,Potter,46107,democratic,615,general
1996-11-05,Potter,46107,other,110,general
1996-11-05,Potter,46107,republican,1540,general
1996-11-05,Roberts,46109,democratic,3500,general
1996-11-05,Roberts,46109,other,681,general
1996-11-05,Roberts,46109,republican,2047,general
1996-11-05,Sanborn,46111,democratic,861,general
1996-11-05,Sanborn,46111,other,95,general
1996-11-05,Sanborn,46111,republican,1003,general
1996-11-05,Spink,46115,democratic,2370,general
1996-11-05,Spink,46115,other,450,general
1996-11-05,Spink,46115,republican,2237,general
1996-11-05,Stanley,46117,democratic,735,general
1996-11-05,Stanley,46117,other,173,general
1996-11-05,Stanley,46117,republican,1124,general
1996-11-05,Sully,46119,democratic,450,general
1996-11-05,Sully,46119,other,57,general
1996-11-05,Sully,46119,republican,725,general
1996-11-05,Todd,46121,democratic,2548,general
1996-11-05,Todd,46121,other,642,general
1996-11-05,Todd,46121,republican,811,general
1996-11-05,Tripp,46123,democratic,1618,general
1996-11-05,Tripp,46123,other,280,general
1996-11-05,Tripp,46123,republican,2380,general
1996-11-05,Turner,46125,democratic,1880,general
1996-11-05,Turner,46125,other,423,general
1996-11-05,Turner,46125,republican,3375,general
1996-11-05,Union,46127,democratic,3420,general
1996-11-05,Union,46127,other,1078,general
1996-11-05,Union,46127,republican,3102,general
1996-11-05,Walworth,46129,democratic,1205,general
1996-11-05,Walworth,46129,other,339,general
1996-11-05,Walworth,46129,republican,2690,general
1996-11-05,Yankton,46135,democratic,5251,general
1996-11-05,Yankton,46135,other,1409,general
1996-11-05,Yankton,46135,republican,5899,general
1996-11-05,Ziebach,46137,democratic,864,general
1996-11-05,Ziebach,46137,other,151,general
1996-11-05,Ziebach,46137,republican,450,general
1998-05-18,Aurora,46003,democratic,1144,primary
1998-05-18,Aurora,46003,other,105,primary
1998-05-18,Aurora,46003,republican,854,primary
1998-05-18,Beadle,46005,democratic,5446,primary
1998-05-18,Beadle,46005,other,1381,primary
1998-05-18,Beadle,46005,republican,4431,primary
1998-05-18,Bennett,46007,democratic,936,primary
1998-05-18,Bennett,46007,other,182,primary
1998-05-18,Bennett,46007,republican,709,primary
1998-05-18,Bon Homme,46009,democratic,1862,primary
1998-05-18,Bon Homme,46009,other,263,primary
1998-05-18,Bon Homme,46009,republican,2255,primary
1998-05-18,Brookings,46011,democratic,5431,primary
1998-05-18,Brookings,46011,other,2924,primary
1998-05-18,Brookings,46011,republican,7562,primary
1998-05-18,Brown,46013,democratic,10100,primary
1998-05-18,Brown,46013,other,2271,primary
1998-05-18,Brown,46013,republican,8947,primary
1998-05-18,Brule,46015,democratic,1810,primary
1998-05-18,Brule,46015,other,252,primary
1998-05-18,Brule,46015,republican,1256,primary
1998-05-18,Buffalo,46017,democratic,673,primary
1998-05-18,Buffalo,46017,other,58,primary
1998-05-18,Buffalo,46017,republican,187,primary
1998-05-18,Butte,46019,democratic,1388,primary
1998-05-18,Butte,46019,other,553,primary
1998-05-18,Butte,46019,republican,3449,primary
1998-05-18,Campbell,46021,democratic,209,primary
1998-05-18,Campbell,46021,other,35,primary
1998-05-18,Campbell,46021,republican,1142,primary
1998-05-18,Charles Mix,46023,democratic,3210,primary
1998-05-18,Charles Mix,46023,other,404,primary
1998-05-18,Charles Mix,46023,republican,2098,primary
1998-05-18,Clark,46025,democratic,1044,primary
1998-05-18,Clark,46025,other,186,primary
1998-05-18,Clark,46025,republican,1636,primary
1998-05-18,Clay,46027,democratic,3569,primary
1998-05-18,Clay,46027,other,1475,primary
1998-05-18,Clay,46027,republican,3337,primary
1998-05-18,Codington,46029,democratic,6390,primary
1998-05-18,Codington,46029,other,2101,primary
1998-05-18,Codington,46029,republican,6312,primary
1998-05-18,Corson,46031,democratic,1142,primary
1998-05-18,Corson,46031,other,254,primary
1998-05-18,Corson,46031,republican,802,primary
1998-05-18,Custer,46033,democratic,1197,primary
1998-05-18,Custer,46033,other,668,primary
1998-05-18,Custer,46033,republican,2777,primary
1998-05-18,Davison,46035,democratic,4595,primary
1998-05-18,Davison,46035,other,1166,primary
1998-05-18,Davison,46035,republican,4620,primary
1998-05-18,Day,46037,democratic,2454,primary
1998-05-18,Day,46037,other,327,primary
1998-05-18,Day,46037,republican,1764,primary
1998-05-18,Deuel,46039,democratic,1244,primary
1998-05-18,Deuel,46039,other,384,primary
1998-05-18,Deuel,46039,republican,1292,primary
1998-05-18,Dewey,46041,democratic,1979,primary
1998-05-18,Dewey,46041,other,301,primary
1998-05-18,Dewey,46041,republican,944,primary
1998-05-18,Douglas,46043,democratic,496,primary
1998-05-18,Douglas,46043,other,77,primary
1998-05-18,Douglas,46043,republican,1729,primary
1998-05-18,Edmunds,46045,democratic,1466,primary
1998-05-18,Edmunds,46045,other,158,primary
1998-05-18,Edmunds,46045,republican,1399,primary
1998-05-18,Fall River,46047,democratic,1541,primary
1998-05-18,Fall River,46047,other,685,primary
1998-05-18,Fall River,46047,republican,2611,primary
1998-05-18,Faulk,46049,democratic,728,primary
1998-05-18,Faulk,46049,other,84,primary
1998-05-18,Faulk,46049,republican,903,primary
1998-05-18,Grant,46051,democratic,2038,primary
1998-05-18,Grant,46051,other,630,primary
1998-05-18,Grant,46051,republican,2396,primary
1998-05-18,Gregory,46053,democratic,1548,primary
1998-05-18,Gregory,46053,other,221,primary
1998-05-18,Gregory,46053,republican,1764,primary
1998-05-18,Haakon,46055,democratic,404,primary
1998-05-18,Haakon,46055,other,61,primary
1998-05-18,Haakon,46055,republican,1141,primary
1998-05-18,Hamlin,46057,democratic,1245,primary
1998-05-18,Hamlin,46057,other,308,primary
1998-05-18,Hamlin,46057,republican,2028,primary
1998-05-18,Hand,46059,democratic,1169,primary
1998-05-18,Hand,46059,other,201,primary
1998-05-18,Hand,46059,republican,1497,primary
1998-05-18,Hanson,46061,democratic,866,primary
1998-05-18,Hanson,46061,other,401,primary
1998-05-18,Hanson,46061,republican,749,primary
1998-05-18,Harding,46063,democratic,205,primary
1998-05-18,Harding,46063,other,40,primary
1998-05-18,Harding,46063,republican,748,primary
1998-05-18,Hughes,46065,democratic,2932,primary
1998-05-18,Hughes,46065,other,996,primary
1998-05-18,Hughes,46065,republican,6973,primary
1998-05-18,Hutchinson,46067,democratic,1297,primary
1998-05-18,Hutchinson,46067,other,216,primary
1998-05-18,Hutchinson,46067,republican,3825,primary
1998-05-18,Hyde,46069,democratic,473,primary
1998-05-18,Hyde,46069,other,77,primary
1998-05-18,Hyde,46069,republican,702,primary
1998-05-18,Jackson,46071,democratic,614,primary
1998-05-18,Jackson,46071,other,123,primary
1998-05-18,Jackson,46071,republican,904,primary
1998-05-18,Jerauld,46073,democratic,717,primary
1998-05-18,Jerauld,46073,other,100,primary
1998-05-18,Jerauld,46073,republican,873,primary
1998-05-18,Jones,46075,democratic,204,primary
1998-05-18,Jones,46075,other,32,primary
1998-05-18,Jones,46075,republican,630,primary
1998-05-18,Kingsbury,46077,democratic,1335,primary
1998-05-18,Kingsbury,46077,other,299,primary
1998-05-18,Kingsbury,46077,republican,2355,primary
1998-05-18,Lake,46079,democratic,2872,primary
1998-05-18,Lake,46079,other,569,primary
1998-05-18,Lake,46079,republican,3640,primary
1998-05-18,Lawrence,46081,democratic,4069,primary
1998-05-18,Lawrence,46081,other,1732,primary
1998-05-18,Lawrence,46081,republican,7487,primary
1998-05-18,Lincoln,46083,democratic,4064,primary
1998-05-18,Lincoln,46083,other,1386,primary
1998-05-18,Lincoln,46083,republican,6256,primary
1998-05-18,Lyman,46085,democratic,890,primary
1998-05-18,Lyman,46085,other,116,primary
1998-05-18,Lyman,46085,republican,1229,primary
1998-05-18,McCook,46087,democratic,1545,primary
1998-05-18,McCook,46087,other,341,primary
1998-05-18,McCook,46087,republican,1808,primary
1998-05-18,McPherson,46089,democratic,429,primary
1998-05-18,McPherson,46089,other,149,primary
1998-05-18,McPherson,46089,republican,1620,primary
1998-05-18,Marshall,46091,democratic,1540,primary
1998-05-18,Marshall,46091,other,165,primary
1998-05-18,Marshall,46091,republican,1213,primary
1998-05-18,Meade,46093,democratic,3802,primary
1998-05-18,Meade,46093,other,1947,primary
1998-05-18,Meade,46093,republican,7348,primary
1998-05-18,Mellette,46095,democratic,540,primary
1998-05-18,Mellette,46095,other,87,primary
1998-05-18,Mellette,46095,republican,590,primary
1998-05-18,Miner,46097,democratic,1033,primary
1998-05-18,Miner,46097,other,194,primary
1998-05-18,Miner,46097,republican,704,primary
1998-05-18,Minnehaha,46099,democratic,33560,primary
1998-05-18,Minnehaha,46099,other,9484,primary
1998-05-18,Minnehaha,46099,republican,37685,primary
1998-05-18,Moody,46101,democratic,1835,primary
1998-05-18,Moody,46101,other,421,primary
1998-05-18,Moody,46101,republican,1492,primary
1998-05-18,Oglala Lakota,46102,democratic,3494,primary
1998-05-18,Oglala Lakota,46102,other,652,primary
1998-05-18,Oglala Lakota,46102,republican,523,primary
1998-05-18,Pennington,46103,democratic,16137,primary
1998-05-18,Pennington,46103,other,8125,primary
1998-05-18,Pennington,46103,republican,26915,primary
1998-05-18,Perkins,46105,democratic,855,primary
1998-05-18,Perkins,46105,other,198,primary
1998-05-18,Perkins,46105,republican,1437,primary
1998-05-18,Potter,46107,democratic,586,primary
1998-05-18,Potter,46107,other,111,primary
1998-05-18,Potter,46107,republican,1490,primary
1998-05-18,Roberts,46109,democratic,3377,primary
1998-05-18,Roberts,46109,other,647,primary
1998-05-18,Roberts,46109,republican,1831,primary
1998-05-18,Sanborn,46111,democratic,835,primary
1998-05-18,Sanborn,46111,other,87,primary
1998-05-18,Sanborn,46111,republican,984,primary
1998-05-18,Spink,46115,democratic,2224,primary
1998-05-18,Spink,46115,other,430,primary
1998-05-18,Spink,46115,republican,2159,primary
1998-05-18,Stanley,46117,democratic,705,primary
1998-05-18,Stanley,46117,other,145,primary
1998-05-18,Stanley,46117,republican,1027,primary
1998-05-18,Sully,46119,democratic,423,primary
1998-05-18,Sully,46119,other,56,primary
1998-05-18,Sully,46119,republican,716,primary
1998-05-18,Todd,46121,democratic,2366,primary
1998-05-18,Todd,46121,other,609,primary
1998-05-18,Todd,46121,republican,743,primary
1998-05-18,Tripp,46123,democratic,1532,primary
1998-05-18,Tripp,46123,other,271,primary
1998-05-18,Tripp,46123,republican,2297,primary
1998-05-18,Turner,46125,democratic,1833,primary
1998-05-18,Turner,46125,other,439,primary
1998-05-18,Turner,46125,republican,3289,primary
1998-05-18,Union,46127,democratic,3286,primary
1998-05-18,Union,46127,other,1161,primary
1998-05-18,Union,46127,republican,3177,primary
1998-05-18,Walworth,46129,democratic,1165,primary
1998-05-18,Walworth,46129,other,350,primary
1998-05-18,Walworth,46129,republican,2646,primary
1998-05-18,Yankton,46135,democratic,4977,primary
1998-05-18,Yankton,46135,other,1361,primary
1998-05-18,Yankton,46135,republican,5571,primary
1998-05-18,Ziebach,46137,democratic,841,primary
1998-05-18,Ziebach,46137,other,151,primary
1998-05-18,Ziebach,46137,republican,430,primary
1998-10-19,Aurora,46003,democratic,1143,general
1998-10-19,Aurora,46003,other,110,general
1998-10-19,Aurora,46003,republican,856,general
1998-10-19,Beadle,46005,democratic,5561,general
1998-10-19,Beadle,46005,other,1454,general
1998-10-19,Beadle,46005,republican,4523,general
1998-10-19,Bennett,46007,democratic,1011,general
1998-10-19,Bennett,46007,other,209,general
1998-10-19,Bennett,46007,republican,714,general
1998-10-19,Bon Homme,46009,democratic,1880,general
1998-10-19,Bon Homme,46009,other,279,general
1998-10-19,Bon Homme,46009,republican,2279,general
1998-10-19,Brookings,46011,democratic,5600,general
1998-10-19,Brookings,46011,other,3069,general
1998-10-19,Brookings,46011,republican,7706,general
1998-10-19,Brown,46013,democratic,10386,general
1998-10-19,Brown,46013,other,2457,general
1998-10-19,Brown,46013,republican,9256,general
1998-10-19,Brule,46015,democratic,1815,general
1998-10-19,Brule,46015,other,265,general
1998-10-19,Brule,46015,republican,1317,general
1998-10-19,Buffalo,46017,democratic,737,general
1998-10-19,Buffalo,46017,other,58,general
1998-10-19,Buffalo,46017,republican,193,general
1998-10-19,Butte,46019,democratic,1413,general
1998-10-19,Butte,46019,other,567,general
1998-10-19,Butte,46019,republican,3479,general
1998-10-19,Campbell,46021,democratic,218,general
1998-10-19,Campbell,46021,other,35,general
1998-10-19,Campbell,46021,republican,1156,general
1998-10-19,Charles Mix,46023,democratic,3352,general
1998-10-19,Charles Mix,46023,other,447,general
1998-10-19,Charles Mix,46023,republican,2149,general
1998-10-19,Clark,46025,democratic,1045,general
1998-10-19,Clark,46025,other,190,general
1998-10-19,Clark,46025,republican,1650,general
1998-10-19,Clay,46027,democratic,3630,general
1998-10-19,Clay,46027,other,1505,general
1998-10-19,Clay,46027,republican,3379,general
1998-10-19,Codington,46029,democratic,6509,general
1998-10-19,Codington,46029,other,2204,general
1998-10-19,Codington,46029,republican,6418,general
1998-10-19,Corson,46031,democratic,1143,general
1998-10-19,Corson,46031,other,264,general
1998-10-19,Corson,46031,republican,800,general
1998-10-19,Custer,46033,democratic,1247,general
1998-10-19,Custer,46033,other,730,general
1998-10-19,Custer,46033,republican,2868,general
1998-10-19,Davison,46035,democratic,4680,general
1998-10-19,Davison,46035,other,1243,general
1998-10-19,Davison,46035,republican,4738,general
1998-10-19,Day,46037,democratic,2441,general
1998-10-19,Day,46037,other,341,general
1998-10-19,Day,46037,republican,1746,general
1998-10-19,Deuel,46039,democratic,1256,general
1998-10-19,Deuel,46039,other,398,general
1998-10-19,Deuel,46039,republican,1299,general
1998-10-19,Dewey,46041,democratic,2035,general
1998-10-19,Dewey,46041,other,325,general
1998-10-19,Dewey,46041,republican,960,general
1998-10-19,Douglas,46043,democratic,498,general
1998-10-19,Douglas,46043,other,92,general
1998-10-19,Douglas,46043,republican,1765,general
1998-10-19,Edmunds,46045,democratic,1468,general
1998-10-19,Edmunds,46045,other,183,general
1998-10-19,Edmunds,46045,republican,1454,general
1998-10-19,Fall River,46047,democratic,1566,general
1998-10-19,Fall River,46047,other,715,general
1998-10-19,Fall River,46047,republican,2674,general
1998-10-19,Faulk,46049,democratic,730,general
1998-10-19,Faulk,46049,other,145,general
1998-10-19,Faulk,46049,republican,894,general
1998-10-19,Grant,46051,democratic,2053,general
1998-10-19,Grant,46051,other,662,general
1998-10-19,Grant,46051,republican,2417,general
1998-10-19,Gregory,46053,democratic,1587,general
1998-10-19,Gregory,46053,other,227,general
1998-10-19,Gregory,46053,republican,1760,general
1998-10-19,Haakon,46055,democratic,409,general
1998-10-19,Haakon,46055,other,60,general
1998-10-19,Haakon,46055,republican,1165,general
1998-10-19,Hamlin,46057,democratic,1220,general
1998-10-19,Hamlin,46057,other,327,general
1998-10-19,Hamlin,46057,republican,1997,general
1998-10-19,Hand,46059,democratic,1146,general
1998-10-19,Hand,46059,other,201,general
1998-10-19,Hand,46059,republican,1574,general
1998-10-19,Hanson,46061,democratic,879,general
1998-10-19,Hanson,46061,other,414,general
1998-10-19,Hanson,46061,republican,761,general
1998-10-19,Harding,46063,democratic,206,general
1998-10-19,Harding,46063,other,40,general
1998-10-19,Harding,46063,republican,768,general
1998-10-19,Hughes,46065,democratic,2960,general
1998-10-19,Hughes,46065,other,1033,general
1998-10-19,Hughes,46065,republican,7087,general
1998-10-19,Hutchinson,46067,democratic,1329,general
1998-10-19,Hutchinson,46067,other,241,general
1998-10-19,Hutchinson,46067,republican,3877,general
1998-10-19,Hyde,46069,democratic,476,general
1998-10-19,Hyde,46069,other,85,general
1998-10-19,Hyde,46069,republican,724,general
1998-10-19,Jackson,46071,democratic,640,general
1998-10-19,Jackson,46071,other,131,general
1998-10-19,Jackson,46071,republican,907,general
1998-10-19,Jerauld,46073,democratic,714,general
1998-10-19,Jerauld,46073,other,104,general
1998-10-19,Jerauld,46073,republican,855,general
1998-10-19,Jones,46075,democratic,201,general
1998-10-19,Jones,46075,other,37,general
1998-10-19,Jones,46075,republican,637,general
1998-10-19,Kingsbury,46077,democratic,1355,general
1998-10-19,Kingsbury,46077,other,366,general
1998-10-19,Kingsbury,46077,republican,2341,general
1998-10-19,Lake,46079,democratic,2961,general
1998-10-19,Lake,46079,other,606,general
1998-10-19,Lake,46079,republican,3701,general
1998-10-19,Lawrence,46081,democratic,4124,general
1998-10-19,Lawrence,46081,other,1790,general
1998-10-19,Lawrence,46081,republican,7637,general
1998-10-19,Lincoln,46083,democratic,4279,general
1998-10-19,Lincoln,46083,other,1543,general
1998-10-19,Lincoln,46083,republican,6554,general
1998-10-19,Lyman,46085,democratic,921,general
1998-10-19,Lyman,46085,other,122,general
1998-10-19,Lyman,46085,republican,1244,general
1998-10-19,McCook,46087,democratic,1559,general
1998-10-19,McCook,46087,other,355,general
1998-10-19,McCook,46087,republican,1844,general
1998-10-19,McPherson,46089,democratic,432,general
1998-10-19,McPherson,46089,other,152,general
1998-10-19,McPherson,46089,republican,1628,general
1998-10-19,Marshall,46091,democratic,1561,general
1998-10-19,Marshall,46091,other,163,general
1998-10-19,Marshall,46091,republican,1282,general
1998-10-19,Meade,46093,democratic,3868,general
1998-10-19,Meade,46093,other,2052,general
1998-10-19,Meade,46093,republican,7489,general
1998-10-19,Mellette,46095,democratic,562,general
1998-10-19,Mellette,46095,other,93,general
1998-10-19,Mellette,46095,republican,604,general
1998-10-19,Miner,46097,democratic,1039,general
1998-10-19,Miner,46097,other,194,general
1998-10-19,Miner,46097,republican,709,general
1998-10-19,Minnehaha,46099,democratic,34064,general
1998-10-19,Minnehaha,46099,other,9977,general
1998-10-19,Minnehaha,46099,republican,38312,general
1998-10-19,Moody,46101,democratic,1893,general
1998-10-19,Moody,46101,other,465,general
1998-10-19,Moody,46101,republican,1531,general
1998-10-19,Oglala Lakota,46102,democratic,3731,general
1998-10-19,Oglala Lakota,46102,other,705,general
1998-10-19,Oglala Lakota,46102,republican,526,general
1998-10-19,Pennington,46103,democratic,16254,general
1998-10-19,Pennington,46103,other,8286,general
1998-10-19,Pennington,46103,republican,27035,general
1998-10-19,Perkins,46105,democratic,860,general
1998-10-19,Perkins,46105,other,213,general
1998-10-19,Perkins,46105,republican,1444,general
1998-10-19,Potter,46107,democratic,589,general
1998-10-19,Potter,46107,other,111,general
1998-10-19,Potter,46107,republican,1504,general
1998-10-19,Roberts,46109,democratic,3379,general
1998-10-19,Roberts,46109,other,667,general
1998-10-19,Roberts,46109,republican,1871,general
1998-10-19,Sanborn,46111,democratic,830,general
1998-10-19,Sanborn,46111,other,85,general
1998-10-19,Sanborn,46111,republican,988,general
1998-10-19,Spink,46115,democratic,2253,general
1998-10-19,Spink,46115,other,443,general
1998-10-19,Spink,46115,republican,2187,general
1998-10-19,Stanley,46117,democratic,719,general
1998-10-19,Stanley,46117,other,155,general
1998-10-19,Stanley,46117,republican,1079,general
1998-10-19,Sully,46119,democratic,426,general
1998-10-19,Sully,46119,other,64,general
1998-10-19,Sully,46119,republican,735,general
1998-10-19,Todd,46121,democratic,2462,general
1998-10-19,Todd,46121,other,647,general
1998-10-19,Todd,46121,republican,771,general
1998-10-19,Tripp,46123,democratic,1533,general
1998-10-19,Tripp,46123,other,282,general
1998-10-19,Tripp,46123,republican,2308,general
1998-10-19,Turner,46125,democratic,1899,general
1998-10-19,Turner,46125,other,458,general
1998-10-19,Turner,46125,republican,3333,general
1998-10-19,Union,46127,democratic,3358,general
1998-10-19,Union,46127,other,1273,general
1998-10-19,Union,46127,republican,3319,general
1998-10-19,Walworth,46129,democratic,1187,general
1998-10-19,Walworth,46129,other,377,general
1998-10-19,Walworth,46129,republican,2690,general
1998-10-19,Yankton,46135,democratic,5065,general
1998-10-19,Yankton,46135,other,1432,general
1998-10-19,Yankton,46135,republican,5723,general
1998-10-19,Ziebach,46137,democratic,848,general
1998-10-19,Ziebach,46137,other,159,general
1998-10-19,Ziebach,46137,republican,433,general
2000-05-22,Aurora,46003,democratic,1084,primary
2000-05-22,Aurora,46003,other,108,primary
2000-05-22,Aurora,46003,republican,820,primary
2000-05-22,Beadle,46005,democratic,5397,primary
2000-05-22,Beadle,46005,other,1529,primary
2000-05-22,Beadle,46005,republican,4435,primary
2000-05-22,Bennett,46007,democratic,1006,primary
2000-05-22,Bennett,46007,other,225,primary
2000-05-22,Bennett,46007,republican,681,primary
2000-05-22,Bon Homme,46009,democratic,1850,primary
2000-05-22,Bon Homme,46009,other,326,primary
2000-05-22,Bon Homme,46009,republican,2281,primary
2000-05-22,Brookings,46011,democratic,5642,primary
2000-05-22,Brookings,46011,other,3114,primary
2000-05-22,Brookings,46011,republican,7522,primary
2000-05-22,Brown,46013,democratic,10177,primary
2000-05-22,Brown,46013,other,2581,primary
2000-05-22,Brown,46013,republican,9082,primary
2000-05-22,Brule,46015,democratic,1804,primary
2000-05-22,Brule,46015,other,275,primary
2000-05-22,Brule,46015,republican,1313,primary
2000-05-22,Buffalo,46017,democratic,682,primary
2000-05-22,Buffalo,46017,other,68,primary
2000-05-22,Buffalo,46017,republican,183,primary
2000-05-22,Butte,46019,democratic,1478,primary
2000-05-22,Butte,46019,other,641,primary
2000-05-22,Butte,46019,republican,3588,primary
2000-05-22,Campbell,46021,democratic,217,primary
2000-05-22,Campbell,46021,other,43,primary
2000-05-22,Campbell,46021,republican,1136,primary
2000-05-22,Charles Mix,46023,democratic,3143,primary
2000-05-22,Charles Mix,46023,other,427,primary
2000-05-22,Charles Mix,46023,republican,1943,primary
2000-05-22,Clark,46025,democratic,1079,primary
2000-05-22,Clark,46025,other,183,primary
2000-05-22,Clark,46025,republican,1549,primary
2000-05-22,Clay,46027,democratic,3447,primary
2000-05-22,Clay,46027,other,1485,primary
2000-05-22,Clay,46027,republican,3180,primary
2000-05-22,Codington,46029,democratic,6412,primary
2000-05-22,Codington,46029,other,2263,primary
2000-05-22,Codington,46029,republican,6341,primary
2000-05-22,Corson,46031,democratic,1112,primary
2000-05-22,Corson,46031,other,289,primary
2000-05-22,Corson,46031,republican,783,primary
2000-05-22,Custer,46033,democratic,1228,primary
2000-05-22,Custer,46033,other,768,primary
2000-05-22,Custer,46033,republican,2800,primary
2000-05-22,Davison,46035,democratic,4738,primary
2000-05-22,Davison,46035,other,1351,primary
2000-05-22,Davison,46035,republican,4968,primary
2000-05-22,Day,46037,democratic,2365,primary
2000-05-22,Day,46037,other,369,primary
2000-05-22,Day,46037,republican,1683,primary
2000-05-22,Deuel,46039,democratic,1241,primary
2000-05-22,Deuel,46039,other,411,primary
2000-05-22,Deuel,46039,republican,1291,primary
