date,county,party,voters,election_type,fips
1976-05-17,Aurora,democratic,1508,primary,46003
1976-05-17,Aurora,other,190,primary,46003
1976-05-17,Aurora,republican,984,primary,46003
1976-05-17,Beadle,democratic,7007,primary,46005
1976-05-17,Beadle,other,1264,primary,46005
1976-05-17,Beadle,republican,4773,primary,46005
1976-05-17,Bennett,democratic,933,primary,46007
1976-05-17,Bennett,other,112,primary,46007
1976-05-17,Bennett,republican,784,primary,46007
1976-05-17,Bon Homme,democratic,2527,primary,46009
1976-05-17,Bon Homme,other,409,primary,46009
1976-05-17,Bon Homme,republican,2825,primary,46009
1976-05-17,Brookings,democratic,4817,primary,46011
1976-05-17,Brookings,other,2038,primary,46011
1976-05-17,Brookings,republican,6149,primary,46011
1976-05-17,Brown,democratic,11371,primary,46013
1976-05-17,Brown,other,2016,primary,46013
1976-05-17,Brown,republican,8836,primary,46013
1976-05-17,Brule,democratic,2189,primary,46015
1976-05-17,Brule,other,207,primary,46015
1976-05-17,Brule,republican,1139,primary,46015
1976-05-17,Buffalo,democratic,517,primary,46017
1976-05-17,Buffalo,other,39,primary,46017
1976-05-17,Buffalo,republican,311,primary,46017
1976-05-17,Butte,democratic,1476,primary,46019
1976-05-17,Butte,other,250,primary,46019
1976-05-17,Butte,republican,3053,primary,46019
1976-05-17,Campbell,democratic,313,primary,46021
1976-05-17,Campbell,other,41,primary,46021
1976-05-17,Campbell,republican,1486,primary,46021
1976-05-17,Charles Mix,democratic,3642,primary,46023
1976-05-17,Charles Mix,other,299,primary,46023
1976-05-17,Charles Mix,republican,1861,primary,46023
1976-05-17,Clark,democratic,1432,primary,46025
1976-05-17,Clark,other,206,primary,46025
1976-05-17,Clark,republican,2034,primary,46025
1976-05-17,Clay,democratic,2913,primary,46027
1976-05-17,Clay,other,906,primary,46027
1976-05-17,Clay,republican,2582,primary,46027
1976-05-17,Codington,democratic,5721,primary,46029
1976-05-17,Codington,other,1755,primary,46029
1976-05-17,Codington,republican,4897,primary,46029
1976-05-17,Corson,democratic,1163,primary,46031
1976-05-17,Corson,other,147,primary,46031
1976-05-17,Corson,republican,1189,primary,46031
1976-05-17,Custer,democratic,1248,primary,46033
1976-05-17,Custer,other,302,primary,46033
1976-05-17,Custer,republican,1567,primary,46033
1976-05-17,Davison,democratic,5222,primary,46035
1976-05-17,Davison,other,1100,primary,46035
1976-05-17,Davison,republican,3993,primary,46035
1976-05-17,Day,democratic,3054,primary,46037
1976-05-17,Day,other,309,primary,46037
1976-05-17,Day,republican,2377,primary,46037
1976-05-17,Deuel,democratic,1323,primary,46039
1976-05-17,Deuel,other,374,primary,46039
1976-05-17,Deuel,republican,1674,primary,46039
1976-05-17,Dewey,democratic,997,primary,46041
1976-05-17,Dewey,other,165,primary,46041
1976-05-17,Dewey,republican,1117,primary,46041
1976-05-17,Douglas,democratic,798,primary,46043
1976-05-17,Douglas,other,130,primary,46043
1976-05-17,Douglas,republican,1950,primary,46043
1976-05-17,Edmunds,democratic,1828,primary,46045
1976-05-17,Edmunds,other,205,primary,46045
1976-05-17,Edmunds,republican,1804,primary,46045
1976-05-17,Fall River,democratic,1852,primary,46047
1976-05-17,Fall River,other,370,primary,46047
1976-05-17,Fall River,republican,2828,primary,46047
1976-05-17,Faulk,democratic,1143,primary,46049
1976-05-17,Faulk,other,128,primary,46049
1976-05-17,Faulk,republican,1146,primary,46049
1976-05-17,Grant,democratic,2375,primary,46051
1976-05-17,Grant,other,601,primary,46051
1976-05-17,Grant,republican,2621,primary,46051
1976-05-17,Gregory,democratic,2189,primary,46053
1976-05-17,Gregory,other,176,primary,46053
1976-05-17,Gregory,republican,1826,primary,46053
1976-05-17,Haakon,democratic,576,primary,46055
1976-05-17,Haakon,other,79,primary,46055
1976-05-17,Haakon,republican,999,primary,46055
1976-05-17,Hamlin,democratic,1417,primary,46057
1976-05-17,Hamlin,other,244,primary,46057
1976-05-17,Hamlin,republican,2103,primary,46057
1976-05-17,Hand,democratic,1700,primary,46059
1976-05-17,Hand,other,244,primary,46059
1976-05-17,Hand,republican,1911,primary,46059
1976-05-17,Hanson,democratic,1041,primary,46061
1976-05-17,Hanson,other,165,primary,46061
1976-05-17,Hanson,republican,868,primary,46061
1976-05-17,Harding,democratic,376,primary,46063
1976-05-17,Harding,other,52,primary,46063
1976-05-17,Harding,republican,782,primary,46063
1976-05-17,Hughes,democratic,3057,primary,46065
1976-05-17,Hughes,other,792,primary,46065
1976-05-17,Hughes,republican,4613,primary,46065
1976-05-17,Hutchinson,democratic,1616,primary,46067
1976-05-17,Hutchinson,other,105,primary,46067
1976-05-17,Hutchinson,republican,4630,primary,46067
1976-05-17,Hyde,democratic,745,primary,46069
1976-05-17,Hyde,other,58,primary,46069
1976-05-17,Hyde,republican,770,primary,46069
1976-05-17,Jackson,democratic,295,primary,46071
1976-05-17,Jackson,other,21,primary,46071
1976-05-17,Jackson,republican,631,primary,46071
1976-05-17,Jerauld,democratic,964,primary,46073
1976-05-17,Jerauld,other,107,primary,46073
1976-05-17,Jerauld,republican,1082,primary,46073
1976-05-17,Jones,democratic,434,primary,46075
1976-05-17,Jones,other,29,primary,46075
1976-05-17,Jones,republican,383,primary,46075
1976-05-17,Kingsbury,democratic,1632,primary,46077
1976-05-17,Kingsbury,other,277,primary,46077
1976-05-17,Kingsbury,republican,2927,primary,46077
1976-05-17,Lake,democratic,3286,primary,46079
1976-05-17,Lake,other,538,primary,46079
1976-05-17,Lake,republican,3348,primary,46079
1976-05-17,Lawrence,democratic,3450,primary,46081
1976-05-17,Lawrence,other,702,primary,46081
1976-05-17,Lawrence,republican,5924,primary,46081
1976-05-17,Lincoln,democratic,2749,primary,46083
1976-05-17,Lincoln,other,750,primary,46083
1976-05-17,Lincoln,republican,3978,primary,46083
1976-05-17,Lyman,democratic,908,primary,46085
1976-05-17,Lyman,other,59,primary,46085
1976-05-17,Lyman,republican,1416,primary,46085
1976-05-17,Marshall,democratic,2029,primary,46091
1976-05-17,Marshall,other,190,primary,46091
1976-05-17,Marshall,republican,1572,primary,46091
1976-05-17,McCook,democratic,1908,primary,46087
1976-05-17,McCook,other,510,primary,46087
1976-05-17,McCook,republican,2091,primary,46087
1976-05-17,McPherson,democratic,520,primary,46089
1976-05-17,McPherson,other,96,primary,46089
1976-05-17,McPherson,republican,2504,primary,46089
1976-05-17,Meade,democratic,3114,primary,46093
1976-05-17,Meade,other,465,primary,46093
1976-05-17,Meade,republican,3723,primary,46093
1976-05-17,Mellette,democratic,572,primary,46095
1976-05-17,Mellette,other,87,primary,46095
1976-05-17,Mellette,republican,688,primary,46095
1976-05-17,Miner,democratic,1497,primary,46097
1976-05-17,Miner,other,203,primary,46097
1976-05-17,Miner,republican,998,primary,46097
1976-05-17,Minnehaha,democratic,28975,primary,46099
1976-05-17,Minnehaha,other,5647,primary,46099
1976-05-17,Minnehaha,republican,28322,primary,46099
1976-05-17,Moody,democratic,2208,primary,46101
1976-05-17,Moody,other,782,primary,46101
1976-05-17,Moody,republican,1681,primary,46101
1976-05-17,Pennington,democratic,14099,primary,46103
1976-05-17,Pennington,other,3618,primary,46103
1976-05-17,Pennington,republican,15779,primary,46103
1976-05-17,Perkins,democratic,1274,primary,46105
1976-05-17,Perkins,other,164,primary,46105
1976-05-17,Perkins,republican,1767,primary,46105
1976-05-17,Potter,democratic,999,primary,46107
1976-05-17,Potter,other,107,primary,46107
1976-05-17,Potter,republican,1621,primary,46107
1976-05-17,Roberts,democratic,3670,primary,46109
1976-05-17,Roberts,other,520,primary,46109
1976-05-17,Roberts,republican,2032,primary,46109
1976-05-17,Sanborn,democratic,1101,primary,46111
1976-05-17,Sanborn,other,220,primary,46111
1976-05-17,Sanborn,republican,1159,primary,46111
1976-05-17,Oglala Lakota,democratic,1518,primary,46102
1976-05-17,Oglala Lakota,other,185,primary,46102
1976-05-17,Oglala Lakota,republican,450,primary,46102
1976-05-17,Spink,democratic,3031,primary,46115
1976-05-17,Spink,other,450,primary,46115
1976-05-17,Spink,republican,2454,primary,46115
1976-05-17,Stanley,democratic,778,primary,46117
1976-05-17,Stanley,other,173,primary,46117
1976-05-17,Stanley,republican,735,primary,46117
1976-05-17,Sully,democratic,594,primary,46119
1976-05-17,Sully,other,508,primary,46119
1976-05-17,Sully,republican,881,primary,46119
1976-05-17,Todd,democratic,1682,primary,46121
1976-05-17,Todd,other,233,primary,46121
1976-05-17,Todd,republican,808,primary,46121
1976-05-17,Tripp,democratic,2425,primary,46123
1976-05-17,Tripp,other,448,primary,46123
1976-05-17,Tripp,republican,2347,primary,46123
1976-05-17,Turner,democratic,1751,primary,46125
1976-05-17,Turner,other,588,primary,46125
1976-05-17,Turner,republican,3901,primary,46125
1976-05-17,Union,democratic,2843,primary,46127
1976-05-17,Union,other,772,primary,46127
1976-05-17,Union,republican,2688,primary,46127
1976-05-17,Walworth,democratic,1659,primary,46129
1976-05-17,Walworth,other,271,primary,46129
1976-05-17,Walworth,republican,2901,primary,46129
1976-05-17,Yankton,democratic,4510,primary,46135
1976-05-17,Yankton,other,828,primary,46135
1976-05-17,Yankton,republican,5318,primary,46135
1976-05-17,Ziebach,democratic,532,primary,46137
1976-05-17,Ziebach,other,58,primary,46137
1976-05-17,Ziebach,republican,533,primary,46137
1976-10-18,Aurora,democratic,1569,general,46003
1976-10-18,Aurora,other,174,general,46003
1976-10-18,Aurora,republican,996,general,46003
1976-10-18,Beadle,democratic,7242,general,46005
1976-10-18,Beadle,other,1350,general,46005
1976-10-18,Beadle,republican,4972,general,46005
1976-10-18,Bennett,democratic,952,general,46007
1976-10-18,Bennett,other,120,general,46007
1976-10-18,Bennett,republican,793,general,46007
1976-10-18,Bon Homme,democratic,2563,general,46009
1976-10-18,Bon Homme,other,361,general,46009
1976-10-18,Bon Homme,republican,2848,general,46009
1976-10-18,Brookings,democratic,5260,general,46011
1976-10-18,Brookings,other,2241,general,46011
1976-10-18,Brookings,republican,6453,general,46011
1976-10-18,Brown,democratic,12185,general,46013
1976-10-18,Brown,other,2284,general,46013
1976-10-18,Brown,republican,9350,general,46013
1976-10-18,Brule,democratic,2328,general,46015
1976-10-18,Brule,other,202,general,46015
1976-10-18,Brule,republican,1153,general,46015
1976-10-18,Buffalo,democratic,495,general,46017
1976-10-18,Buffalo,other,39,general,46017
1976-10-18,Buffalo,republican,301,general,46017
1976-10-18,Butte,democratic,1470,general,46019
1976-10-18,Butte,other,249,general,46019
1976-10-18,Butte,republican,3037,general,46019
1976-10-18,Campbell,democratic,335,general,46021
1976-10-18,Campbell,other,50,general,46021
1976-10-18,Campbell,republican,1530,general,46021
1976-10-18,Charles Mix,democratic,3678,general,46023
1976-10-18,Charles Mix,other,310,general,46023
1976-10-18,Charles Mix,republican,1885,general,46023
1976-10-18,Clark,democratic,1493,general,46025
1976-10-18,Clark,other,207,general,46025
1976-10-18,Clark,republican,2061,general,46025
1976-10-18,Clay,democratic,3163,general,46027
1976-10-18,Clay,other,1107,general,46027
1976-10-18,Clay,republican,2788,general,46027
1976-10-18,Codington,democratic,6301,general,46029
1976-10-18,Codington,other,1991,general,46029
1976-10-18,Codington,republican,5176,general,46029
1976-10-18,Corson,democratic,1353,general,46031
1976-10-18,Corson,other,167,general,46031
1976-10-18,Corson,republican,1218,general,46031
1976-10-18,Custer,democratic,1367,general,46033
1976-10-18,Custer,other,366,general,46033
1976-10-18,Custer,republican,1627,general,46033
1976-10-18,Davison,democratic,5879,general,46035
1976-10-18,Davison,other,1215,general,46035
1976-10-18,Davison,republican,4320,general,46035
1976-10-18,Day,democratic,3258,general,46037
1976-10-18,Day,other,336,general,46037
1976-10-18,Day,republican,2369,general,46037
1976-10-18,Deuel,democratic,1451,general,46039
1976-10-18,Deuel,other,389,general,46039
1976-10-18,Deuel,republican,1715,general,46039
1976-10-18,Dewey,democratic,1042,general,46041
1976-10-18,Dewey,other,175,general,46041
1976-10-18,Dewey,republican,1131,general,46041
1976-10-18,Douglas,democratic,803,general,46043
1976-10-18,Douglas,other,137,general,46043
1976-10-18,Douglas,republican,2010,general,46043
1976-10-18,Edmunds,democratic,1902,general,46045
1976-10-18,Edmunds,other,192,general,46045
1976-10-18,Edmunds,republican,1818,general,46045
1976-10-18,Fall River,democratic,2166,general,46047
1976-10-18,Fall River,other,464,general,46047
1976-10-18,Fall River,republican,2970,general,46047
1976-10-18,Faulk,democratic,1171,general,46049
1976-10-18,Faulk,other,148,general,46049
1976-10-18,Faulk,republican,1159,general,46049
1976-10-18,Grant,democratic,2507,general,46051
1976-10-18,Grant,other,665,general,46051
1976-10-18,Grant,republican,2730,general,46051
1976-10-18,Gregory,democratic,2234,general,46053
1976-10-18,Gregory,other,178,general,46053
1976-10-18,Gregory,republican,1870,general,46053
1976-10-18,Haakon,democratic,600,general,46055
1976-10-18,Haakon,other,79,general,46055
1976-10-18,Haakon,republican,1029,general,46055
1976-10-18,Hamlin,democratic,1321,general,46057
1976-10-18,Hamlin,other,227,general,46057
1976-10-18,Hamlin,republican,2066,general,46057
1976-10-18,Hand,democratic,1723,general,46059
1976-10-18,Hand,other,176,general,46059
1976-10-18,Hand,republican,1922,general,46059
1976-10-18,Hanson,democratic,1072,general,46061
1976-10-18,Hanson,other,295,general,46061
1976-10-18,Hanson,republican,874,general,46061
1976-10-18,Harding,democratic,401,general,46063
1976-10-18,Harding,other,63,general,46063
1976-10-18,Harding,republican,795,general,46063
1976-10-18,Hughes,democratic,3496,general,46065
1976-10-18,Hughes,other,961,general,46065
1976-10-18,Hughes,republican,4410,general,46065
1976-10-18,Hutchinson,democratic,1751,general,46067
1976-10-18,Hutchinson,other,137,general,46067
1976-10-18,Hutchinson,republican,4866,general,46067
1976-10-18,Hyde,democratic,764,general,46069
1976-10-18,Hyde,other,68,general,46069
1976-10-18,Hyde,republican,765,general,46069
1976-10-18,Jackson,democratic,314,general,46071
1976-10-18,Jackson,other,28,general,46071
1976-10-18,Jackson,republican,653,general,46071
1976-10-18,Jerauld,democratic,976,general,46073
1976-10-18,Jerauld,other,109,general,46073
1976-10-18,Jerauld,republican,1088,general,46073
1976-10-18,Jones,democratic,450,general,46075
1976-10-18,Jones,other,32,general,46075
1976-10-18,Jones,republican,600,general,46075
1976-10-18,Kingsbury,democratic,1694,general,46077
1976-10-18,Kingsbury,other,297,general,46077
1976-10-18,Kingsbury,republican,2949,general,46077
1976-10-18,Lake,democratic,3459,general,46079
1976-10-18,Lake,other,583,general,46079
1976-10-18,Lake,republican,3365,general,46079
1976-10-18,Lawrence,democratic,3856,general,46081
1976-10-18,Lawrence,other,886,general,46081
1976-10-18,Lawrence,republican,6063,general,46081
1976-10-18,Lincoln,democratic,3034,general,46083
1976-10-18,Lincoln,other,816,general,46083
1976-10-18,Lincoln,republican,4214,general,46083
1976-10-18,Lyman,democratic,927,general,46085
1976-10-18,Lyman,other,67,general,46085
1976-10-18,Lyman,republican,1433,general,46085
1976-10-18,Marshall,democratic,2135,general,46091
1976-10-18,Marshall,other,207,general,46091
1976-10-18,Marshall,republican,1594,general,46091
1976-10-18,McCook,democratic,2037,general,46087
1976-10-18,McCook,other,523,general,46087
1976-10-18,McCook,republican,2163,general,46087
1976-10-18,McPherson,democratic,553,general,46089
1976-10-18,McPherson,other,68,general,46089
1976-10-18,McPherson,republican,2537,general,46089
1976-10-18,Meade,democratic,3500,general,46093
1976-10-18,Meade,other,500,general,46093
1976-10-18,Meade,republican,4000,general,46093
1976-10-18,Mellette,democratic,597,general,46095
1976-10-18,Mellette,other,110,general,46095
1976-10-18,Mellette,republican,707,general,46095
1976-10-18,Miner,democratic,1526,general,46097
1976-10-18,Miner,other,212,general,46097
1976-10-18,Miner,republican,1005,general,46097
1976-10-18,Minnehaha,democratic,31676,general,46099
1976-10-18,Minnehaha,other,6361,general,46099
1976-10-18,Minnehaha,republican,29969,general,46099
1976-10-18,Moody,democratic,2268,general,46101
1976-10-18,Moody,other,779,general,46101
1976-10-18,Moody,republican,1717,general,46101
1976-10-18,Pennington,democratic,15867,general,46103
1976-10-18,Pennington,other,4314,general,46103
1976-10-18,Pennington,republican,17095,general,46103
1976-10-18,Perkins,democratic,1380,general,46105
1976-10-18,Perkins,other,140,general,46105
1976-10-18,Perkins,republican,1800,general,46105
1976-10-18,Potter,democratic,1048,general,46107
1976-10-18,Potter,other,123,general,46107
1976-10-18,Potter,republican,1655,general,46107
1976-10-18,Roberts,democratic,3819,general,46109
1976-10-18,Roberts,other,565,general,46109
1976-10-18,Roberts,republican,2116,general,46109
1976-10-18,Sanborn,democratic,1101,general,46111
1976-10-18,Sanborn,other,225,general,46111
1976-10-18,Sanborn,republican,1180,general,46111
1976-10-18,Oglala Lakota,democratic,1759,general,46102
1976-10-18,Oglala Lakota,other,226,general,46102
1976-10-18,Oglala Lakota,republican,485,general,46102
1976-10-18,Spink,democratic,3171,general,46115
1976-10-18,Spink,other,535,general,46115
1976-10-18,Spink,republican,2506,general,46115
1976-10-18,Stanley,democratic,773,general,46117
1976-10-18,Stanley,other,193,general,46117
1976-10-18,Stanley,republican,768,general,46117
1976-10-18,Sully,democratic,607,general,46119
1976-10-18,Sully,other,70,general,46119
1976-10-18,Sully,republican,886,general,46119
1976-10-18,Todd,democratic,1750,general,46121
1976-10-18,Todd,other,263,general,46121
1976-10-18,Todd,republican,826,general,46121
1976-10-18,Tripp,democratic,2465,general,46123
1976-10-18,Tripp,other,469,general,46123
1976-10-18,Tripp,republican,2391,general,46123
1976-10-18,Turner,democratic,1832,general,46125
1976-10-18,Turner,other,142,general,46125
1976-10-18,Turner,republican,3972,general,46125
1976-10-18,Union,democratic,3167,general,46127
1976-10-18,Union,other,825,general,46127
1976-10-18,Union,republican,2840,general,46127
1976-10-18,Walworth,democratic,1715,general,46129
1976-10-18,Walworth,other,296,general,46129
1976-10-18,Walworth,republican,2907,general,46129
1976-10-18,Yankton,democratic,4866,general,46135
1976-10-18,Yankton,other,894,general,46135
1976-10-18,Yankton,republican,5510,general,46135
1976-10-18,Ziebach,democratic,538,general,46137
1976-10-18,Ziebach,other,66,general,46137
1976-10-18,Ziebach,republican,551,general,46137
1978-05-22,Aurora,democratic,1405,primary,46003
1978-05-22,Aurora,other,138,primary,46003
1978-05-22,Aurora,republican,1039,primary,46003
1978-05-22,Beadle,democratic,6757,primary,46005
1978-05-22,Beadle,other,1096,primary,46005
1978-05-22,Beadle,republican,4601,primary,46005
1978-05-22,Bennett,democratic,996,primary,46007
1978-05-22,Bennett,other,110,primary,46007
1978-05-22,Bennett,republican,814,primary,46007
1978-05-22,Bon Homme,democratic,2474,primary,46009
1978-05-22,Bon Homme,other,346,primary,46009
1978-05-22,Bon Homme,republican,2779,primary,46009
1978-05-22,Brookings,democratic,5176,primary,46011
1978-05-22,Brookings,other,2155,primary,46011
1978-05-22,Brookings,republican,6166,primary,46011
1978-05-22,Brown,democratic,11373,primary,46013
1978-05-22,Brown,other,1700,primary,46013
1978-05-22,Brown,republican,8467,primary,46013
1978-05-22,Brule,democratic,2229,primary,46015
1978-05-22,Brule,other,184,primary,46015
1978-05-22,Brule,republican,1101,primary,46015
1978-05-22,Buffalo,democratic,465,primary,46017
1978-05-22,Buffalo,other,35,primary,46017
1978-05-22,Buffalo,republican,274,primary,46017
1978-05-22,Butte,democratic,1409,primary,46019
1978-05-22,Butte,other,275,primary,46019
1978-05-22,Butte,republican,3124,primary,46019
1978-05-22,Campbell,democratic,324,primary,46021
1978-05-22,Campbell,other,269,primary,46021
1978-05-22,Campbell,republican,1472,primary,46021
1978-05-22,Charles Mix,democratic,3657,primary,46023
1978-05-22,Charles Mix,other,269,primary,46023
1978-05-22,Charles Mix,republican,1824,primary,46023
1978-05-22,Clark,democratic,1410,primary,46025
1978-05-22,Clark,other,184,primary,46025
1978-05-22,Clark,republican,1911,primary,46025
1978-05-22,Clay,democratic,3076,primary,46027
1978-05-22,Clay,other,1016,primary,46027
1978-05-22,Clay,republican,2651,primary,46027
1978-05-22,Codington,democratic,5610,primary,46029
1978-05-22,Codington,other,1525,primary,46029
1978-05-22,Codington,republican,4629,primary,46029
1978-05-22,Corson,democratic,1289,primary,46031
1978-05-22,Corson,other,158,primary,46031
1978-05-22,Corson,republican,1179,primary,46031
1978-05-22,Custer,democratic,1295,primary,46033
1978-05-22,Custer,other,343,primary,46033
1978-05-22,Custer,republican,1518,primary,46033
1978-05-22,Davison,democratic,5278,primary,46035
1978-05-22,Davison,other,1036,primary,46035
1978-05-22,Davison,republican,3769,primary,46035
1978-05-22,Day,democratic,3098,primary,46037
1978-05-22,Day,other,296,primary,46037
1978-05-22,Day,republican,2270,primary,46037
1978-05-22,Deuel,democratic,1430,primary,46039
1978-05-22,Deuel,other,353,primary,46039
1978-05-22,Deuel,republican,1643,primary,46039
1978-05-22,Dewey,democratic,1038,primary,46041
1978-05-22,Dewey,other,146,primary,46041
1978-05-22,Dewey,republican,1092,primary,46041
1978-05-22,Douglas,democratic,779,primary,46043
1978-05-22,Douglas,other,112,primary,46043
1978-05-22,Douglas,republican,1951,primary,46043
1978-05-22,Edmunds,democratic,1848,primary,46045
1978-05-22,Edmunds,other,169,primary,46045
1978-05-22,Edmunds,republican,1738,primary,46045
1978-05-22,Fall River,democratic,2091,primary,46047
1978-05-22,Fall River,other,453,primary,46047
1978-05-22,Fall River,republican,2962,primary,46047
1978-05-22,Faulk,democratic,1165,primary,46049
1978-05-22,Faulk,other,118,primary,46049
1978-05-22,Faulk,republican,1134,primary,46049
1978-05-22,Grant,democratic,2416,primary,46051
1978-05-22,Grant,other,577,primary,46051
1978-05-22,Grant,republican,2571,primary,46051
1978-05-22,Gregory,democratic,2148,primary,46053
1978-05-22,Gregory,other,138,primary,46053
1978-05-22,Gregory,republican,1830,primary,46053
1978-05-22,Haakon,democratic,584,primary,46055
1978-05-22,Haakon,other,80,primary,46055
1978-05-22,Haakon,republican,1022,primary,46055
1978-05-22,Hamlin,democratic,1365,primary,46057
1978-05-22,Hamlin,other,223,primary,46057
1978-05-22,Hamlin,republican,2024,primary,46057
1978-05-22,Hand,democratic,1658,primary,46059
1978-05-22,Hand,other,232,primary,46059
1978-05-22,Hand,republican,1842,primary,46059
1978-05-22,Hanson,democratic,956,primary,46061
1978-05-22,Hanson,other,276,primary,46061
1978-05-22,Hanson,republican,884,primary,46061
1978-05-22,Harding,democratic,381,primary,46063
1978-05-22,Harding,other,66,primary,46063
1978-05-22,Harding,republican,758,primary,46063
1978-05-22,Hughes,democratic,3087,primary,46065
1978-05-22,Hughes,other,856,primary,46065
1978-05-22,Hughes,republican,4713,primary,46065
1978-05-22,Hutchinson,democratic,1664,primary,46067
1978-05-22,Hutchinson,other,120,primary,46067
1978-05-22,Hutchinson,republican,4630,primary,46067
1978-05-22,Hyde,democratic,774,primary,46069
1978-05-22,Hyde,other,59,primary,46069
1978-05-22,Hyde,republican,736,primary,46069
1978-05-22,Jackson,democratic,663,primary,46071
1978-05-22,Jackson,other,81,primary,46071
1978-05-22,Jackson,republican,981,primary,46071
1978-05-22,Jerauld,democratic,923,primary,46073
1978-05-22,Jerauld,other,102,primary,46073
1978-05-22,Jerauld,republican,1046,primary,46073
1978-05-22,Jones,democratic,429,primary,46075
1978-05-22,Jones,other,35,primary,46075
1978-05-22,Jones,republican,601,primary,46075
1978-05-22,Kingsbury,democratic,1597,primary,46077
1978-05-22,Kingsbury,other,259,primary,46077
1978-05-22,Kingsbury,republican,2742,primary,46077
1978-05-22,Lake,democratic,3108,primary,46079
1978-05-22,Lake,other,436,primary,46079
1978-05-22,Lake,republican,3146,primary,46079
1978-05-22,Lawrence,democratic,3514,primary,46081
1978-05-22,Lawrence,other,722,primary,46081
1978-05-22,Lawrence,republican,5780,primary,46081
1978-05-22,Lincoln,democratic,3174,primary,46083
1978-05-22,Lincoln,other,708,primary,46083
1978-05-22,Lincoln,republican,3998,primary,46083
1978-05-22,Lyman,democratic,944,primary,46085
1978-05-22,Lyman,other,58,primary,46085
1978-05-22,Lyman,republican,1409,primary,46085
1978-05-22,Marshall,democratic,2101,primary,46091
1978-05-22,Marshall,other,146,primary,46091
1978-05-22,Marshall,republican,1574,primary,46091
1978-05-22,McCook,democratic,1971,primary,46087
1978-05-22,McCook,other,469,primary,46087
1978-05-22,McCook,republican,2086,primary,46087
1978-05-22,McPherson,democratic,517,primary,46089
1978-05-22,McPherson,other,97,primary,46089
1978-05-22,McPherson,republican,2491,primary,46089
1978-05-22,Meade,democratic,3378,primary,46093
1978-05-22,Meade,other,630,primary,46093
1978-05-22,Meade,republican,3919,primary,46093
1978-05-22,Mellette,democratic,545,primary,46095
1978-05-22,Mellette,other,86,primary,46095
1978-05-22,Mellette,republican,680,primary,46095
1978-05-22,Miner,democratic,1523,primary,46097
1978-05-22,Miner,other,184,primary,46097
1978-05-22,Miner,republican,964,primary,46097
1978-05-22,Minnehaha,democratic,29852,primary,46099
1978-05-22,Minnehaha,other,5208,primary,46099
1978-05-22,Minnehaha,republican,27720,primary,46099
1978-05-22,Moody,democratic,2368,primary,46101
1978-05-22,Moody,other,617,primary,46101
1978-05-22,Moody,republican,1654,primary,46101
1978-05-22,Pennington,democratic,14004,primary,46103
1978-05-22,Pennington,other,3294,primary,46103
1978-05-22,Pennington,republican,15187,primary,46103
1978-05-22,Perkins,democratic,1336,primary,46105
1978-05-22,Perkins,other,164,primary,46105
1978-05-22,Perkins,republican,1772,primary,46105
1978-05-22,Potter,democratic,982,primary,46107
1978-05-22,Potter,other,96,primary,46107
1978-05-22,Potter,republican,1567,primary,46107
1978-05-22,Roberts,democratic,3529,primary,46109
1978-05-22,Roberts,other,506,primary,46109
1978-05-22,Roberts,republican,1951,primary,46109
1978-05-22,Sanborn,democratic,1101,primary,46111
1978-05-22,Sanborn,other,179,primary,46111
1978-05-22,Sanborn,republican,1111,primary,46111
1978-05-22,Oglala Lakota,democratic,1583,primary,46102
1978-05-22,Oglala Lakota,other,248,primary,46102
1978-05-22,Oglala Lakota,republican,479,primary,46102
1978-05-22,Spink,democratic,3065,primary,46115
1978-05-22,Spink,other,472,primary,46115
1978-05-22,Spink,republican,2409,primary,46115
1978-05-22,Stanley,democratic,772,primary,46117
1978-05-22,Stanley,other,143,primary,46117
1978-05-22,Stanley,republican,776,primary,46117
1978-05-22,Sully,democratic,568,primary,46119
1978-05-22,Sully,other,58,primary,46119
1978-05-22,Sully,republican,863,primary,46119
1978-05-22,Todd,democratic,1620,primary,46121
1978-05-22,Todd,other,231,primary,46121
1978-05-22,Todd,republican,729,primary,46121
1978-05-22,Tripp,democratic,2242,primary,46123
1978-05-22,Tripp,other,381,primary,46123
1978-05-22,Tripp,republican,2260,primary,46123
1978-05-22,Turner,democratic,1936,primary,46125
1978-05-22,Turner,other,608,primary,46125
1978-05-22,Turner,republican,4015,primary,46125
1978-05-22,Union,democratic,3275,primary,46127
1978-05-22,Union,other,744,primary,46127
1978-05-22,Union,republican,2543,primary,46127
1978-05-22,Walworth,democratic,1647,primary,46129
1978-05-22,Walworth,other,263,primary,46129
1978-05-22,Walworth,republican,2852,primary,46129
1978-05-22,Yankton,democratic,4484,primary,46135
1978-05-22,Yankton,other,752,primary,46135
1978-05-22,Yankton,republican,5199,primary,46135
1978-05-22,Ziebach,democratic,492,primary,46137
1978-05-22,Ziebach,other,64,primary,46137
1978-05-22,Ziebach,republican,515,primary,46137
1978-10-23,Aurora,democratic,1442,,46003
1978-10-23,Aurora,other,150,,46003
1978-10-23,Aurora,republican,1046,,46003
1978-10-23,Beadle,democratic,7011,,46005
1978-10-23,Beadle,other,1115,,46005
1978-10-23,Beadle,republican,4784,,46005
1978-10-23,Bennett,democratic,1191,,46007
1978-10-23,Bennett,other,110,,46007
1978-10-23,Bennett,republican,825,,46007
1978-10-23,Bon Homme,democratic,2513,,46009
1978-10-23,Bon Homme,other,363,,46009
