date,county,county_fips,active,americans_elect,constitution,democrat,democratic,inactive,independent,libertarian,npa_ind,npa_ind_oth,other,reform,republican
2018-01-02,Tripp,46123,,,7,,928,318,,2,513,,1,,2164
2018-01-02,Turner,46125,,,2,,1447,347,,8,1064,,9,,2997
2018-01-02,Union,46127,,,9,,2688,1444,,23,3010,,12,,5162
2018-01-02,Walworth,46129,,,5,,807,251,,6,471,,1,,2438
2018-01-02,Yankton,46135,,,4,,4163,1221,,51,3196,,14,,5814
2018-01-02,Ziebach,46137,,,,,851,131,,4,277,,4,,395
2018-02-01,Aurora,46003,,,,,768,94,,1,256,,3,,788
2018-02-01,Beadle,46005,,,5,,3385,953,,18,2113,,39,,4264
2018-02-01,Bennett,46007,,,,,818,211,,1,314,,2,,660
2018-02-01,Bon Homme,46009,,,2,,1308,316,,11,624,,1,,1897
2018-02-01,Brookings,46011,,,21,,5110,1775,,71,5098,,23,,7339
2018-02-01,Brown,46013,,,6,,8289,2482,,63,4169,,42,,9892
2018-02-01,Brule,46015,,,5,,1209,236,,10,533,,2,,1411
2018-02-01,Buffalo,46017,,,,,625,82,,1,105,,2,,166
2018-02-01,Butte,46019,,,8,,985,992,,30,1256,,5,,3751
2018-02-01,Campbell,46021,,,,,123,130,,,88,,,,872
2018-02-01,Charles Mix,46023,,,2,,2368,443,,3,845,,,,2286
2018-02-01,Clark,46025,,,3,,741,206,,3,364,,2,,1341
2018-02-01,Clay,46027,,,3,,2832,942,,32,2078,,7,,2370
2018-02-01,Codington,46029,,,13,,4932,1795,,26,3740,,26,,7507
2018-02-01,Corson,46031,,,2,,1175,266,,7,414,,6,,643
2018-02-01,Custer,46033,,,7,,1146,813,,19,1390,,20,,3662
2018-02-01,Davison,46035,,,3,,3307,1207,,18,2363,,28,,5221
2018-02-01,Day,46037,,,2,,1808,291,,9,650,,12,,1471
2018-02-01,Deuel,46039,,,7,,848,300,,8,683,,1,,1258
2018-02-01,Dewey,46041,,,1,,2016,206,,3,556,,5,,707
2018-02-01,Douglas,46043,,,,,325,163,,2,196,,,,1528
2018-02-01,Edmunds,46045,,,,,804,195,,8,404,,5,,1456
2018-02-01,Fall River,46047,,,2,,944,618,,16,1169,,20,,2808
2018-02-01,Faulk,46049,,,1,,388,95,,,304,,,,858
2018-02-01,Grant,46051,,,2,,1444,566,,8,919,,12,,2247
2018-02-01,Gregory,46053,,,2,,924,135,,4,310,,,,1476
2018-02-01,Haakon,46055,,,1,,189,39,,1,133,,,,1038
2018-02-01,Hamlin,46057,,,1,,750,280,,2,569,,2,,2371
2018-02-01,Hand,46059,,,1,,650,129,,4,268,,1,,1424
2018-02-01,Hanson,46061,,,3,,788,569,,3,665,,2,,1562
2018-02-01,Harding,46063,,,,,103,70,,,80,,,,748
2018-02-01,Hughes,46065,,,4,,2303,846,,32,1824,,13,,6766
2018-02-01,Hutchinson,46067,,,7,,1040,186,,4,661,,4,,3187
2018-02-01,Hyde,46069,,,,,219,95,,,102,,3,,629
2018-02-01,Jackson,46071,,,1,,679,58,,4,310,,18,,837
2018-02-01,Jerauld,46073,,,2,,480,44,,2,191,,,,617
2018-02-01,Jones,46075,,,,,87,38,,1,81,,,,504
2018-02-01,Kingsbury,46077,,,1,,969,223,,7,597,,1,,1795
2018-02-01,Lake,46079,,,2,,2909,1077,,33,2298,,4,,4521
2018-02-01,Lawrence,46081,,,11,,3621,2170,,90,3779,,18,,8697
2018-02-01,Lincoln,46083,,,28,,8535,3145,,94,8792,,26,,17160
2018-02-01,Lyman,46085,,,1,,828,152,,4,262,,2,,1098
2018-02-01,McCook,46087,,,7,,1086,246,,15,679,,,,1755
2018-02-01,McPherson,46089,,,,,274,126,,2,217,,1,,1248
2018-02-01,Marshall,46091,,,,,1198,221,,9,490,,1,,1054
2018-02-01,Meade,46093,,,32,,3037,1599,,78,3673,,5,,9403
2018-02-01,Mellette,46095,,,1,,472,134,,1,135,,,,473
2018-02-01,Miner,46097,,,1,,628,79,,2,272,,1,,576
2018-02-01,Minnehaha,46099,,,131,,36218,13490,,408,30008,,158,,45597
2018-02-01,Moody,46101,,,4,,1608,334,,7,916,,3,,1470
2018-02-01,Oglala Lakota,46102,,,2,,5362,915,,11,1755,,50,,524
2018-02-01,Pennington,46103,,,89,,15905,8158,,357,18285,,134,,33203
2018-02-01,Perkins,46105,,,3,,417,172,,6,329,,5,,1377
2018-02-01,Potter,46107,,,2,,290,109,,1,151,,2,,1285
2018-02-01,Roberts,46109,,,4,,3134,674,,7,1269,,17,,1840
2018-02-01,Sanborn,46111,,,1,,494,83,,3,220,,3,,821
2018-02-01,Spink,46115,,,1,,1451,352,,5,653,,5,,1947
2018-02-01,Stanley,46117,,,2,,456,139,,3,284,,,,1300
2018-02-01,Sully,46119,,,,,224,55,,,113,,1,,732
2018-02-01,Todd,46121,,,3,,2920,747,,5,828,,6,,669
2018-02-01,Tripp,46123,,,7,,921,317,,2,517,,1,,2171
2018-02-01,Turner,46125,,,2,,1438,343,,8,1069,,9,,3006
2018-02-01,Union,46127,,,9,,2693,1441,,23,3020,,12,,5174
2018-02-01,Walworth,46129,,,4,,782,324,,6,466,,1,,2408
2018-02-01,Yankton,46135,,,4,,4147,1216,,51,3204,,14,,5854
2018-02-01,Ziebach,46137,,,,,850,131,,4,276,,4,,395
2018-03-01,Aurora,46003,,,,,765,93,,1,256,,3,,785
2018-03-01,Beadle,46005,,,5,,3379,951,,18,2122,,40,,4269
2018-03-01,Bennett,46007,,,,,819,211,,2,314,,2,,659
2018-03-01,Bon Homme,46009,,,2,,1304,315,,11,621,,,,1917
2018-03-01,Brookings,46011,,,21,,5116,1765,,71,5130,,23,,7370
2018-03-01,Brown,46013,,,6,,8284,2474,,63,4175,,42,,9917
2018-03-01,Brule,46015,,,5,,1212,236,,10,528,,2,,1414
2018-03-01,Buffalo,46017,,,,,625,82,,1,105,,2,,166
2018-03-01,Butte,46019,,,8,,983,992,,32,1259,,5,,3761
2018-03-01,Campbell,46021,,,,,123,130,,,89,,,,878
2018-03-01,Charles Mix,46023,,,2,,2365,441,,3,843,,,,2292
2018-03-01,Clark,46025,,,3,,737,206,,3,365,,2,,1341
2018-03-01,Clay,46027,,,3,,2835,938,,33,2089,,7,,2375
2018-03-01,Codington,46029,,,14,,4901,1790,,27,3743,,26,,7538
2018-03-01,Corson,46031,,,2,,1174,265,,7,417,,6,,642
2018-03-01,Custer,46033,,,7,,1143,817,,20,1391,,20,,3671
2018-03-01,Davison,46035,,,3,,3306,1206,,19,2361,,28,,5233
2018-03-01,Day,46037,,,2,,1808,290,,9,654,,12,,1477
2018-03-01,Deuel,46039,,,7,,844,299,,8,678,,1,,1262
2018-03-01,Dewey,46041,,,1,,2007,205,,3,554,,5,,705
2018-03-01,Douglas,46043,,,,,325,161,,2,196,,,,1529
2018-03-01,Edmunds,46045,,,,,802,194,,8,402,,5,,1459
2018-03-01,Fall River,46047,,,2,,943,617,,17,1176,,20,,2818
2018-03-01,Faulk,46049,,,1,,378,95,,,303,,,,870
2018-03-01,Grant,46051,,,2,,1438,563,,8,922,,12,,2247
2018-03-01,Gregory,46053,,,2,,925,135,,4,311,,,,1480
2018-03-01,Haakon,46055,,,1,,186,39,,1,133,,,,1040
2018-03-01,Hamlin,46057,,,1,,747,276,,2,571,,2,,2375
2018-03-01,Hand,46059,,,1,,648,129,,3,268,,1,,1421
2018-03-01,Hanson,46061,,,3,,786,569,,3,662,,2,,1557
2018-03-01,Harding,46063,,,,,103,70,,,80,,,,745
2018-03-01,Hughes,46065,,,4,,2307,844,,33,1830,,13,,6767
2018-03-01,Hutchinson,46067,,,7,,1037,186,,4,663,,4,,3187
2018-03-01,Hyde,46069,,,,,217,95,,,101,,3,,631
2018-03-01,Jackson,46071,,,1,,675,58,,4,310,,18,,838
2018-03-01,Jerauld,46073,,,2,,476,44,,2,188,,,,623
2018-03-01,Jones,46075,,,,,87,38,,1,82,,,,504
2018-03-01,Kingsbury,46077,,,1,,965,221,,8,592,,1,,1806
2018-03-01,Lake,46079,,,2,,2903,1076,,34,2302,,4,,4540
2018-03-01,Lawrence,46081,,,11,,3620,2159,,93,3801,,19,,8723
2018-03-01,Lincoln,46083,,,30,,8545,3148,,95,8830,,26,,17244
2018-03-01,Lyman,46085,,,1,,828,151,,4,263,,1,,1099
2018-03-01,McCook,46087,,,7,,1083,246,,15,688,,,,1761
2018-03-01,McPherson,46089,,,,,274,125,,2,217,,1,,1246
2018-03-01,Marshall,46091,,,,,1198,218,,9,492,,1,,1054
2018-03-01,Meade,46093,,,31,,3040,1593,,80,3678,,6,,9455
2018-03-01,Mellette,46095,,,1,,471,133,,1,136,,,,472
2018-03-01,Miner,46097,,,1,,625,78,,2,271,,1,,582
2018-03-01,Minnehaha,46099,,,130,,35948,14117,,408,29811,,158,,45352
2018-03-01,Moody,46101,,,4,,1604,331,,6,921,,3,,1479
2018-03-01,Oglala Lakota,46102,,,2,,5358,913,,10,1765,,50,,523
2018-03-01,Pennington,46103,,,89,,15896,8121,,359,18369,,137,,33275
2018-03-01,Perkins,46105,,,3,,412,172,,6,326,,5,,1382
2018-03-01,Potter,46107,,,2,,285,109,,1,151,,2,,1293
2018-03-01,Roberts,46109,,,4,,3121,672,,7,1271,,17,,1848
2018-03-01,Sanborn,46111,,,1,,490,82,,3,218,,3,,820
2018-03-01,Spink,46115,,,,,1442,350,,5,653,,5,,1960
2018-03-01,Stanley,46117,,,2,,454,141,,3,286,,,,1306
2018-03-01,Sully,46119,,,,,220,55,,,113,,1,,738
2018-03-01,Todd,46121,,,3,,2921,747,,5,834,,6,,667
2018-03-01,Tripp,46123,,,7,,918,319,,2,521,,1,,2182
2018-03-01,Turner,46125,,,2,,1438,342,,8,1075,,9,,3013
2018-03-01,Union,46127,,,9,,2692,1439,,23,3031,,12,,5191
2018-03-01,Walworth,46129,,,4,,782,321,,6,466,,1,,2406
2018-03-01,Yankton,46135,,,5,,4137,1213,,51,3225,,14,,5865
2018-03-01,Ziebach,46137,,,,,848,131,,4,277,,4,,395
2018-04-03,Aurora,46003,,,,,764,93,,1,254,,3,,788
2018-04-03,Beadle,46005,,,5,,3372,952,,20,2124,,39,,4268
2018-04-03,Bennett,46007,,,,,813,210,,2,315,,2,,659
2018-04-03,Bon Homme,46009,,,2,,1298,315,,11,637,,,,1927
2018-04-03,Brookings,46011,,,21,,5108,1754,,70,5149,,23,,7385
2018-04-03,Brown,46013,,,7,,8270,2458,,61,4192,,41,,9957
2018-04-03,Brule,46015,,,5,,1210,235,,10,534,,2,,1417
2018-04-03,Buffalo,46017,,,,,620,82,,1,110,,2,,167
2018-04-03,Butte,46019,,,8,,982,986,,31,1265,,5,,3782
2018-04-03,Campbell,46021,,,,,123,129,,,88,,,,879
2018-04-03,Charles Mix,46023,,,2,,2358,440,,3,841,,,,2289
2018-04-03,Clark,46025,,,3,,736,206,,3,364,,2,,1345
2018-04-03,Clay,46027,,,3,,2841,934,,33,2102,,7,,2372
2018-04-03,Codington,46029,,,14,,4874,1776,,27,3736,,26,,7590
2018-04-03,Corson,46031,,,2,,1170,262,,7,422,,6,,639
2018-04-03,Custer,46033,,,6,,1145,826,,20,1392,,20,,3694
2018-04-03,Davison,46035,,,3,,3291,1204,,19,2385,,27,,5225
2018-04-03,Day,46037,,,2,,1803,287,,9,661,,12,,1487
2018-04-03,Deuel,46039,,,7,,844,295,,9,679,,1,,1275
2018-04-03,Dewey,46041,,,1,,2010,205,,3,552,,5,,705
2018-04-03,Douglas,46043,,,,,323,159,,2,193,,,,1532
2018-04-03,Edmunds,46045,,,,,801,194,,8,400,,5,,1459
2018-04-03,Fall River,46047,,,2,,939,616,,24,1188,,21,,2823
2018-04-03,Faulk,46049,,,1,,347,95,,,296,,,,917
2018-04-03,Grant,46051,,,2,,1435,559,,8,924,,12,,2253
2018-04-03,Gregory,46053,,,2,,925,134,,4,314,,,,1481
2018-04-03,Haakon,46055,,,1,,187,39,,1,133,,,,1039
2018-04-03,Hamlin,46057,,,1,,744,276,,2,574,,2,,2381
2018-04-03,Hand,46059,,,1,,643,129,,3,268,,1,,1419
2018-04-03,Hanson,46061,,,3,,785,569,,3,663,,2,,1559
2018-04-03,Harding,46063,,,,,102,70,,,80,,,,743
2018-04-03,Hughes,46065,,,4,,2316,845,,32,1828,,13,,6775
2018-04-03,Hutchinson,46067,,,7,,1035,184,,4,689,,4,,3216
2018-04-03,Hyde,46069,,,,,212,95,,,102,,3,,650
2018-04-03,Jackson,46071,,,1,,640,147,,3,295,,14,,811
2018-04-03,Jerauld,46073,,,2,,476,44,,2,187,,,,626
2018-04-03,Jones,46075,,,,,89,38,,1,81,,,,504
2018-04-03,Kingsbury,46077,,,1,,965,221,,8,587,,1,,1827
2018-04-03,Lake,46079,,,2,,2903,1071,,33,2309,,4,,4553
2018-04-03,Lawrence,46081,,,11,,3615,2149,,93,3820,,18,,8748
2018-04-03,Lincoln,46083,,,30,,8557,3129,,96,8886,,27,,17334
2018-04-03,Lyman,46085,,,1,,826,150,,4,263,,1,,1101
2018-04-03,McCook,46087,,,7,,1081,243,,15,696,,,,1754
2018-04-03,McPherson,46089,,,,,272,124,,4,219,,1,,1247
2018-04-03,Marshall,46091,,,,,1199,215,,9,490,,1,,1059
2018-04-03,Meade,46093,,,29,,3033,1589,,80,3691,,6,,9515
2018-04-03,Mellette,46095,,,1,,469,133,,1,136,,,,472
2018-04-03,Miner,46097,,,1,,620,78,,2,274,,1,,585
2018-04-03,Minnehaha,46099,,,124,,35535,15386,,412,29753,,155,,45162
2018-04-03,Moody,46101,,,4,,1597,326,,6,926,,4,,1489
2018-04-03,Oglala Lakota,46102,,,2,,5350,913,,10,1772,,49,,520
2018-04-03,Pennington,46103,,,86,,15885,8076,,365,18476,,139,,33449
2018-04-03,Perkins,46105,,,3,,406,172,,6,329,,5,,1386
2018-04-03,Potter,46107,,,2,,287,108,,1,151,,2,,1287
2018-04-03,Roberts,46109,,,4,,3110,666,,7,1273,,17,,1862
2018-04-03,Sanborn,46111,,,1,,489,81,,3,217,,3,,822
2018-04-03,Spink,46115,,,,,1420,347,,5,656,,5,,1992
2018-04-03,Stanley,46117,,,2,,452,141,,3,286,,,,1309
2018-04-03,Sully,46119,,,,,218,55,,,112,,1,,742
2018-04-03,Todd,46121,,,3,,2922,745,,5,838,,7,,667
2018-04-03,Tripp,46123,,,7,,916,323,,3,535,,1,,2188
2018-04-03,Turner,46125,,,2,,1436,341,,8,1082,,9,,3026
2018-04-03,Union,46127,,,10,,2687,1438,,25,3055,,12,,5219
2018-04-03,Walworth,46129,,,4,,779,319,,6,468,,1,,2403
2018-04-03,Yankton,46135,,,5,,4123,1207,,52,3234,,14,,5893
2018-04-03,Ziebach,46137,,,,,847,130,,4,278,,4,,399
2018-05-01,Aurora,46003,,,,,763,92,,1,256,,3,,789
2018-05-01,Beadle,46005,,,5,,3360,946,,19,2133,,39,,4277
2018-05-01,Bennett,46007,,,,,816,208,,2,316,,2,,663
2018-05-01,Bon Homme,46009,,,2,,1282,313,,11,635,,,,1971
2018-05-01,Brookings,46011,,,21,,5103,1749,,72,5168,,23,,7425
2018-05-01,Brown,46013,,,7,,8239,2450,,61,4196,,41,,10012
2018-05-01,Brule,46015,,,5,,1205,233,,10,542,,2,,1426
2018-05-01,Buffalo,46017,,,,,622,82,,1,110,,2,,165
2018-05-01,Butte,46019,,,8,,982,986,,31,1272,,5,,3791
2018-05-01,Campbell,46021,,,,,123,129,,,87,,,,884
2018-05-01,Charles Mix,46023,,,2,,2351,438,,3,849,,,,2302
2018-05-01,Clark,46025,,,3,,729,205,,3,364,,2,,1353
2018-05-01,Clay,46027,,,3,,2841,931,,33,2103,,7,,2368
2018-05-01,Codington,46029,,,14,,4817,1766,,27,3715,,25,,7704
2018-05-01,Corson,46031,,,2,,1172,261,,7,427,,6,,641
2018-05-01,Custer,46033,,,6,,1143,825,,20,1391,,20,,3713
2018-05-01,Davison,46035,,,3,,3288,1202,,19,2397,,27,,5240
2018-05-01,Day,46037,,,2,,1791,284,,9,663,,12,,1489
2018-05-01,Deuel,46039,,,7,,840,294,,9,679,,1,,1286
2018-05-01,Dewey,46041,,,1,,2006,204,,3,554,,5,,707
2018-05-01,Douglas,46043,,,,,318,155,,2,193,,,,1544
2018-05-01,Edmunds,46045,,,,,796,192,,9,401,,5,,1464
2018-05-01,Fall River,46047,,,2,,931,615,,23,1185,,21,,2843
2018-05-01,Faulk,46049,,,1,,302,94,,,275,,,,982
2018-05-01,Grant,46051,,,2,,1428,557,,8,927,,11,,2261
2018-05-01,Gregory,46053,,,2,,920,132,,4,316,,,,1482
2018-05-01,Haakon,46055,,,1,,186,39,,1,135,,,,1044
2018-05-01,Hamlin,46057,,,1,,737,273,,2,573,,2,,2401
2018-05-01,Hand,46059,,,1,,637,129,,3,265,,1,,1433
2018-05-01,Hanson,46061,,,3,,782,568,,3,664,,2,,1557
2018-05-01,Harding,46063,,,,,102,70,,,80,,,,741
2018-05-01,Hughes,46065,,,4,,2308,848,,34,1811,,12,,6815
2018-05-01,Hutchinson,46067,,,7,,1035,182,,4,692,,4,,3232
2018-05-01,Hyde,46069,,,,,212,94,,,102,,3,,652
2018-05-01,Jackson,46071,,,1,,642,147,,3,296,,14,,806
2018-05-01,Jerauld,46073,,,2,,473,43,,2,186,,,,630
2018-05-01,Jones,46075,,,,,90,37,,1,80,,,,508
2018-05-01,Kingsbury,46077,,,1,,954,218,,8,586,,1,,1862
2018-05-01,Lake,46079,,,2,,2898,1071,,33,2330,,4,,4585
2018-05-01,Lawrence,46081,,,11,,3608,2140,,96,3833,,18,,8761
2018-05-01,Lincoln,46083,,,31,,8590,3102,,97,8954,,28,,17403
2018-05-01,Lyman,46085,,,1,,827,149,,5,263,,1,,1104
2018-05-01,McCook,46087,,,7,,1074,242,,15,694,,,,1763
2018-05-01,McPherson,46089,,,,,272,124,,6,221,,1,,1248
2018-05-01,Marshall,46091,,,,,1193,216,,9,488,,1,,1060
2018-05-01,Meade,46093,,,28,,3022,1584,,82,3715,,6,,9570
2018-05-01,Mellette,46095,,,1,,467,133,,1,137,,,,471
2018-05-01,Miner,46097,,,1,,618,78,,2,275,,1,,584
2018-05-01,Minnehaha,46099,,,129,,35508,15290,,418,29992,,155,,45215
2018-05-01,Moody,46101,,,4,,1593,324,,6,931,,4,,1494
2018-05-01,Oglala Lakota,46102,,,2,,5344,908,,10,1778,,49,,524
2018-05-01,Pennington,46103,,,89,,15886,8036,,365,18594,,139,,33598
2018-05-01,Perkins,46105,,,3,,403,171,,6,335,,5,,1389
2018-05-01,Potter,46107,,,2,,283,107,,1,152,,2,,1289
2018-05-01,Roberts,46109,,,4,,3099,663,,6,1278,,17,,1869
2018-05-01,Sanborn,46111,,,1,,489,81,,3,220,,3,,822
2018-05-01,Spink,46115,,,,,1380,345,,5,638,,5,,2053
2018-05-01,Stanley,46117,,,2,,448,140,,3,284,,,,1306
2018-05-01,Sully,46119,,,,,216,55,,,113,,1,,751
2018-05-01,Todd,46121,,,3,,2908,744,,6,847,,7,,668
2018-05-01,Tripp,46123,,,7,,908,320,,3,540,,1,,2193
2018-05-01,Turner,46125,,,2,,1431,324,,7,1085,,9,,3017
2018-05-01,Union,46127,,,10,,2687,1427,,24,3068,,12,,5241
2018-05-01,Walworth,46129,,,4,,778,319,,7,474,,1,,2394
2018-05-01,Yankton,46135,,,5,,4057,1197,,51,3236,,14,,5999
2018-05-01,Ziebach,46137,,,,,847,129,,4,280,,4,,401
2018-06-01,Aurora,46003,,,,,757,91,,1,256,,3,,795
2018-06-01,Beadle,46005,,,5,,3353,941,,18,2142,,43,,4305
2018-06-01,Bennett,46007,,,,,821,206,,2,320,,2,,666
2018-06-01,Bon Homme,46009,,,2,,1246,311,,11,619,,,,2033
2018-06-01,Brookings,46011,,,21,,5114,1745,,72,5161,,23,,7454
2018-06-01,Brown,46013,,,7,,8143,2442,,60,4160,,40,,10182
2018-06-01,Brule,46015,,,5,,1205,233,,9,543,,2,,1438
2018-06-01,Buffalo,46017,,,,,619,82,,1,113,,1,,167
2018-06-01,Butte,46019,,,8,,973,976,,31,1276,,5,,3811
2018-06-01,Campbell,46021,,,,,122,121,,,85,,,,892
2018-06-01,Charles Mix,46023,,,2,,2347,436,,3,852,,,,2309
2018-06-01,Clark,46025,,,3,,727,202,,3,367,,2,,1362
2018-06-01,Clay,46027,,,3,,2833,921,,34,2120,,8,,2375
2018-06-01,Codington,46029,,,13,,4668,1753,,28,3613,,25,,8036
2018-06-01,Corson,46031,,,2,,1175,260,,7,428,,7,,641
2018-06-01,Custer,46033,,,6,,1128,824,,20,1381,,19,,3755
2018-06-01,Davison,46035,,,3,,3274,1198,,18,2409,,27,,5297
2018-06-01,Day,46037,,,2,,1783,282,,9,660,,12,,1503
2018-06-01,Deuel,46039,,,7,,824,291,,9,677,,1,,1305
2018-06-01,Dewey,46041,,,1,,2003,202,,3,554,,5,,709
2018-06-01,Douglas,46043,,,,,317,155,,2,193,,,,1554
2018-06-01,Edmunds,46045,,,,,792,192,,9,398,,5,,1471
2018-06-01,Fall River,46047,,,2,,939,612,,22,1173,,21,,2886
2018-06-01,Faulk,46049,,,1,,266,93,,,244,,,,1060
2018-06-01,Grant,46051,,,2,,1422,556,,8,927,,11,,2268
2018-06-01,Gregory,46053,,,2,,920,131,,5,313,,,,1492
2018-06-01,Haakon,46055,,,1,,185,39,,1,135,,,,1050
2018-06-01,Hamlin,46057,,,1,,717,269,,2,563,,2,,2492
2018-06-01,Hand,46059,,,1,,631,129,,3,259,,1,,1442
2018-06-01,Hanson,46061,,,3,,783,567,,3,684,,2,,1570
2018-06-01,Harding,46063,,,,,102,68,,,80,,,,755
2018-06-01,Hughes,46065,,,4,,2299,841,,34,1804,,11,,6873
2018-06-01,Hutchinson,46067,,,7,,1030,181,,3,688,,4,,3240
2018-06-01,Hyde,46069,,,,,210,90,,,102,,3,,647
2018-06-01,Jackson,46071,,,1,,632,156,,3,300,,13,,810
2018-06-01,Jerauld,46073,,,1,,464,43,,3,183,,,,640
2018-06-01,Jones,46075,,,,,91,37,,1,81,,,,514
2018-06-01,Kingsbury,46077,,,1,,911,216,,9,565,,1,,1949
2018-06-01,Lake,46079,,,2,,2876,1067,,33,2345,,4,,4637
2018-06-01,Lawrence,46081,,,12,,3604,2137,,95,3851,,17,,8811
2018-06-01,Lincoln,46083,,,35,,8593,3076,,97,9014,,30,,17541
2018-06-01,Lyman,46085,,,,,822,148,,5,261,,1,,1108
2018-06-01,McCook,46087,,,6,,1065,238,,15,702,,,,1785
2018-06-01,McPherson,46089,,,,,271,122,,8,222,,1,,1253
2018-06-01,Marshall,46091,,,,,1194,215,,9,489,,1,,1063
2018-06-01,Meade,46093,,,28,,2978,1580,,82,3718,,6,,9666
2018-06-01,Mellette,46095,,,1,,472,133,,1,138,,,,475
2018-06-01,Miner,46097,,,1,,616,76,,2,280,,1,,589
2018-06-01,Minnehaha,46099,,,129,,35476,15207,,421,30225,,155,,45485
2018-06-01,Moody,46101,,,4,,1598,320,,6,932,,4,,1493
2018-06-01,Oglala Lakota,46102,,,2,,5356,900,,10,1791,,48,,523
2018-06-01,Pennington,46103,,,88,,15849,7998,,362,18642,,143,,34036
2018-06-01,Perkins,46105,,,3,,400,171,,6,336,,5,,1390
2018-06-01,Potter,46107,,,2,,279,107,,1,152,,2,,1297
2018-06-01,Roberts,46109,,,4,,3071,656,,6,1270,,17,,1919
2018-06-01,Sanborn,46111,,,1,,487,81,,3,221,,3,,827
2018-06-01,Spink,46115,,,,,1335,341,,5,609,,4,,2151
2018-06-01,Stanley,46117,,,2,,444,140,,2,280,,,,1321
2018-06-01,Sully,46119,,,,,211,53,,,112,,1,,756
2018-06-01,Todd,46121,,,3,,2903,742,,6,857,,7,,673
2018-06-01,Tripp,46123,,,7,,904,316,,4,537,,1,,2198
2018-06-01,Turner,46125,,,2,,1426,320,,7,1085,,11,,3031
2018-06-01,Union,46127,,,12,,2678,1425,,24,3072,,12,,5288
2018-06-01,Walworth,46129,,,4,,775,317,,7,477,,1,,2405
2018-06-01,Yankton,46135,,,5,,4020,1191,,51,3239,,14,,6114
2018-06-01,Ziebach,46137,,,,,836,146,,4,283,,3,,402
2018-06-05,Aurora,46003,,,,,757,91,,1,256,,3,,795
2018-06-05,Beadle,46005,,,5,,3353,941,,18,2142,,43,,4305
2018-06-05,Bennett,46007,,,,,821,206,,2,320,,2,,666
2018-06-05,Bon Homme,46009,,,2,,1246,311,,11,618,,,,2033
2018-06-05,Brookings,46011,,,21,,5114,1745,,72,5161,,23,,7454
2018-06-05,Brown,46013,,,7,,8143,2441,,60,4159,,40,,10183
2018-06-05,Brule,46015,,,5,,1205,233,,9,543,,2,,1437
2018-06-05,Buffalo,46017,,,,,619,82,,1,113,,1,,167
2018-06-05,Butte,46019,,,8,,973,976,,31,1276,,5,,3811
2018-06-05,Campbell,46021,,,,,122,121,,,85,,,,892
2018-06-05,Charles Mix,46023,,,2,,2347,436,,3,852,,,,2309
2018-06-05,Clark,46025,,,3,,727,202,,3,367,,2,,1362
2018-06-05,Clay,46027,,,3,,2833,921,,34,2120,,8,,2375
2018-06-05,Codington,46029,,,13,,4666,1753,,28,3612,,25,,8033
2018-06-05,Corson,46031,,,2,,1175,260,,7,428,,7,,641
2018-06-05,Custer,46033,,,6,,1128,824,,20,1381,,19,,3754
2018-06-05,Davison,46035,,,3,,3274,1198,,18,2409,,27,,5297
2018-06-05,Day,46037,,,2,,1783,282,,9,660,,12,,1503
2018-06-05,Deuel,46039,,,7,,823,291,,9,679,,1,,1309
2018-06-05,Dewey,46041,,,1,,2003,202,,3,554,,5,,709
2018-06-05,Douglas,46043,,,,,317,155,,2,193,,,,1554
2018-06-05,Edmunds,46045,,,,,792,192,,9,398,,5,,1471
2018-06-05,Fall River,46047,,,2,,939,612,,22,1173,,21,,2886
2018-06-05,Faulk,46049,,,1,,266,93,,,244,,,,1060
2018-06-05,Grant,46051,,,2,,1422,556,,8,927,,11,,2268
2018-06-05,Gregory,46053,,,2,,920,131,,5,313,,,,1490
2018-06-05,Haakon,46055,,,1,,185,39,,1,135,,,,1050
2018-06-05,Hamlin,46057,,,1,,717,269,,2,563,,2,,2492
2018-06-05,Hand,46059,,,1,,631,129,,3,259,,1,,1442
2018-06-05,Hanson,46061,,,3,,784,567,,3,693,,2,,1577
2018-06-05,Harding,46063,,,,,102,68,,,80,,,,754
2018-06-05,Hughes,46065,,,4,,2299,841,,34,1804,,11,,6872
2018-06-05,Hutchinson,46067,,,7,,1030,181,,3,688,,4,,3240
2018-06-05,Hyde,46069,,,,,210,90,,,102,,3,,647
2018-06-05,Jackson,46071,,,1,,632,156,,3,300,,13,,810
2018-06-05,Jerauld,46073,,,1,,465,43,,3,184,,,,641
2018-06-05,Jones,46075,,,,,91,37,,1,81,,,,514
2018-06-05,Kingsbury,46077,,,1,,910,217,,9,565,,1,,1949
2018-06-05,Lake,46079,,,2,,2875,1067,,33,2345,,4,,4636
2018-06-05,Lawrence,46081,,,12,,3604,2137,,95,3851,,17,,8811
2018-06-05,Lincoln,46083,,,35,,8593,3076,,97,9014,,30,,17541
2018-06-05,Lyman,46085,,,,,822,147,,5,261,,1,,1106
2018-06-05,McCook,46087,,,6,,1065,237,,15,702,,,,1785
2018-06-05,McPherson,46089,,,,,271,122,,8,222,,1,,1253
2018-06-05,Marshall,46091,,,,,1194,215,,9,489,,1,,1063
2018-06-05,Meade,46093,,,28,,2977,1580,,82,3718,,6,,9666
2018-06-05,Mellette,46095,,,1,,472,133,,1,138,,,,475
2018-06-05,Miner,46097,,,1,,616,76,,2,280,,1,,589
2018-06-05,Minnehaha,46099,,,129,,35476,15207,,421,30224,,155,,45485
