date,county,county_fips,active,americans_elect,constitution,democrat,democratic,inactive,independent,libertarian,npa_ind,npa_ind_oth,other,reform,republican
1976-05-17,Aurora,46003,,,,,1508,,,,,,190,,984
1976-05-17,Beadle,46005,,,,,7007,,,,,,1264,,4773
1976-05-17,Bennett,46007,,,,,933,,,,,,112,,784
1976-05-17,Bon Homme,46009,,,,,2527,,,,,,409,,2825
1976-05-17,Brookings,46011,,,,,4817,,,,,,2038,,6149
1976-05-17,Brown,46013,,,,,11371,,,,,,2016,,8836
1976-05-17,Brule,46015,,,,,2189,,,,,,207,,1139
1976-05-17,Buffalo,46017,,,,,517,,,,,,39,,311
1976-05-17,Butte,46019,,,,,1476,,,,,,250,,3053
1976-05-17,Campbell,46021,,,,,313,,,,,,41,,1486
1976-05-17,Charles Mix,46023,,,,,3642,,,,,,299,,1861
1976-05-17,Clark,46025,,,,,1432,,,,,,206,,2034
1976-05-17,Clay,46027,,,,,2913,,,,,,906,,2582
1976-05-17,Codington,46029,,,,,5721,,,,,,1755,,4897
1976-05-17,Corson,46031,,,,,1163,,,,,,147,,1189
1976-05-17,Custer,46033,,,,,1248,,,,,,302,,1567
1976-05-17,Davison,46035,,,,,5222,,,,,,1100,,3993
1976-05-17,Day,46037,,,,,3054,,,,,,309,,2377
1976-05-17,Deuel,46039,,,,,1323,,,,,,374,,1674
1976-05-17,Dewey,46041,,,,,997,,,,,,165,,1117
1976-05-17,Douglas,46043,,,,,798,,,,,,130,,1950
1976-05-17,Edmunds,46045,,,,,1828,,,,,,205,,1804
1976-05-17,Fall River,46047,,,,,1852,,,,,,370,,2828
1976-05-17,Faulk,46049,,,,,1143,,,,,,128,,1146
1976-05-17,Grant,46051,,,,,2375,,,,,,601,,2621
1976-05-17,Gregory,46053,,,,,2189,,,,,,176,,1826
1976-05-17,Haakon,46055,,,,,576,,,,,,79,,999
1976-05-17,Hamlin,46057,,,,,1417,,,,,,244,,2103
1976-05-17,Hand,46059,,,,,1700,,,,,,244,,1911
1976-05-17,Hanson,46061,,,,,1041,,,,,,165,,868
1976-05-17,Harding,46063,,,,,376,,,,,,52,,782
1976-05-17,Hughes,46065,,,,,3057,,,,,,792,,4613
1976-05-17,Hutchinson,46067,,,,,1616,,,,,,105,,4630
1976-05-17,Hyde,46069,,,,,745,,,,,,58,,770
1976-05-17,Jackson,46071,,,,,295,,,,,,21,,631
1976-05-17,Jerauld,46073,,,,,964,,,,,,107,,1082
1976-05-17,Jones,46075,,,,,434,,,,,,29,,383
1976-05-17,Kingsbury,46077,,,,,1632,,,,,,277,,2927
1976-05-17,Lake,46079,,,,,3286,,,,,,538,,3348
1976-05-17,Lawrence,46081,,,,,3450,,,,,,702,,5924
1976-05-17,Lincoln,46083,,,,,2749,,,,,,750,,3978
1976-05-17,Lyman,46085,,,,,908,,,,,,59,,1416
1976-05-17,McCook,46087,,,,,1908,,,,,,510,,2091
1976-05-17,McPherson,46089,,,,,520,,,,,,96,,2504
1976-05-17,Marshall,46091,,,,,2029,,,,,,190,,1572
1976-05-17,Meade,46093,,,,,3114,,,,,,465,,3723
1976-05-17,Mellette,46095,,,,,572,,,,,,87,,688
1976-05-17,Miner,46097,,,,,1497,,,,,,203,,998
1976-05-17,Minnehaha,46099,,,,,28975,,,,,,5647,,28322
1976-05-17,Moody,46101,,,,,2208,,,,,,782,,1681
1976-05-17,Pennington,46103,,,,,14099,,,,,,3618,,15779
1976-05-17,Perkins,46105,,,,,1274,,,,,,164,,1767
1976-05-17,Potter,46107,,,,,999,,,,,,107,,1621
1976-05-17,Roberts,46109,,,,,3670,,,,,,520,,2032
1976-05-17,Sanborn,46111,,,,,1101,,,,,,220,,1159
1976-05-17,Shannon,46113,,,,,1518,,,,,,185,,450
1976-05-17,Spink,46115,,,,,3031,,,,,,450,,2454
1976-05-17,Stanley,46117,,,,,778,,,,,,173,,735
1976-05-17,Sully,46119,,,,,594,,,,,,508,,881
1976-05-17,Todd,46121,,,,,1682,,,,,,233,,808
1976-05-17,Tripp,46123,,,,,2425,,,,,,448,,2347
1976-05-17,Turner,46125,,,,,1751,,,,,,588,,3901
1976-05-17,Union,46127,,,,,2843,,,,,,772,,2688
1976-05-17,Walworth,46129,,,,,1659,,,,,,271,,2901
1976-05-17,Washabaugh,46131,,,,,366,,,,,,38,,273
1976-05-17,Yankton,46135,,,,,4510,,,,,,828,,5318
1976-05-17,Ziebach,46137,,,,,532,,,,,,58,,533
1976-10-18,Aurora,46003,,,,,1569,,,,,,174,,996
1976-10-18,Beadle,46005,,,,,7242,,,,,,1350,,4972
1976-10-18,Bennett,46007,,,,,952,,,,,,120,,793
1976-10-18,Bon Homme,46009,,,,,2563,,,,,,361,,2848
1976-10-18,Brookings,46011,,,,,5260,,,,,,2241,,6453
1976-10-18,Brown,46013,,,,,12185,,,,,,2284,,9350
1976-10-18,Brule,46015,,,,,2328,,,,,,202,,1153
1976-10-18,Buffalo,46017,,,,,495,,,,,,39,,301
1976-10-18,Butte,46019,,,,,1470,,,,,,249,,3037
1976-10-18,Campbell,46021,,,,,335,,,,,,50,,1530
1976-10-18,Charles Mix,46023,,,,,3678,,,,,,310,,1885
1976-10-18,Clark,46025,,,,,1493,,,,,,207,,2061
1976-10-18,Clay,46027,,,,,3163,,,,,,1107,,2788
1976-10-18,Codington,46029,,,,,6301,,,,,,1991,,5176
1976-10-18,Corson,46031,,,,,1353,,,,,,167,,1218
1976-10-18,Custer,46033,,,,,1367,,,,,,366,,1627
1976-10-18,Davison,46035,,,,,5879,,,,,,1215,,4320
1976-10-18,Day,46037,,,,,3258,,,,,,336,,2369
1976-10-18,Deuel,46039,,,,,1451,,,,,,389,,1715
1976-10-18,Dewey,46041,,,,,1042,,,,,,175,,1131
1976-10-18,Douglas,46043,,,,,803,,,,,,137,,2010
1976-10-18,Edmunds,46045,,,,,1902,,,,,,192,,1818
1976-10-18,Fall River,46047,,,,,2166,,,,,,464,,2970
1976-10-18,Faulk,46049,,,,,1171,,,,,,148,,1159
1976-10-18,Grant,46051,,,,,2507,,,,,,665,,2730
1976-10-18,Gregory,46053,,,,,2234,,,,,,178,,1870
1976-10-18,Haakon,46055,,,,,600,,,,,,79,,1029
1976-10-18,Hamlin,46057,,,,,1321,,,,,,227,,2066
1976-10-18,Hand,46059,,,,,1723,,,,,,176,,1922
1976-10-18,Hanson,46061,,,,,1072,,,,,,295,,874
1976-10-18,Harding,46063,,,,,401,,,,,,63,,795
1976-10-18,Hughes,46065,,,,,3496,,,,,,961,,4410
1976-10-18,Hutchinson,46067,,,,,1751,,,,,,137,,4866
1976-10-18,Hyde,46069,,,,,764,,,,,,68,,765
1976-10-18,Jackson,46071,,,,,314,,,,,,28,,653
1976-10-18,Jerauld,46073,,,,,976,,,,,,109,,1088
1976-10-18,Jones,46075,,,,,450,,,,,,32,,600
1976-10-18,Kingsbury,46077,,,,,1694,,,,,,297,,2949
1976-10-18,Lake,46079,,,,,3459,,,,,,583,,3365
1976-10-18,Lawrence,46081,,,,,3856,,,,,,886,,6063
1976-10-18,Lincoln,46083,,,,,3034,,,,,,816,,4214
1976-10-18,Lyman,46085,,,,,927,,,,,,67,,1433
1976-10-18,McCook,46087,,,,,2037,,,,,,523,,2163
1976-10-18,McPherson,46089,,,,,553,,,,,,68,,2537
1976-10-18,Marshall,46091,,,,,2135,,,,,,207,,1594
1976-10-18,Meade,46093,,,,,3500,,,,,,500,,4000
1976-10-18,Mellette,46095,,,,,597,,,,,,110,,707
1976-10-18,Miner,46097,,,,,1526,,,,,,212,,1005
1976-10-18,Minnehaha,46099,,,,,31676,,,,,,6361,,29969
1976-10-18,Moody,46101,,,,,2268,,,,,,779,,1717
1976-10-18,Pennington,46103,,,,,15867,,,,,,4314,,17095
1976-10-18,Perkins,46105,,,,,1380,,,,,,140,,1800
1976-10-18,Potter,46107,,,,,1048,,,,,,123,,1655
1976-10-18,Roberts,46109,,,,,3819,,,,,,565,,2116
1976-10-18,Sanborn,46111,,,,,1101,,,,,,225,,1180
1976-10-18,Shannon,46113,,,,,1759,,,,,,226,,485
1976-10-18,Spink,46115,,,,,3171,,,,,,535,,2506
1976-10-18,Stanley,46117,,,,,773,,,,,,193,,768
1976-10-18,Sully,46119,,,,,607,,,,,,70,,886
1976-10-18,Todd,46121,,,,,1750,,,,,,263,,826
1976-10-18,Tripp,46123,,,,,2465,,,,,,469,,2391
1976-10-18,Turner,46125,,,,,1832,,,,,,142,,3972
1976-10-18,Union,46127,,,,,3167,,,,,,825,,2840
1976-10-18,Walworth,46129,,,,,1715,,,,,,296,,2907
1976-10-18,Washabaugh,46131,,,,,417,,,,,,72,,280
1976-10-18,Yankton,46135,,,,,4866,,,,,,894,,5510
1976-10-18,Ziebach,46137,,,,,538,,,,,,66,,551
1978-05-22,Aurora,46003,,,,,1405,,,,,,138,,1039
1978-05-22,Beadle,46005,,,,,6757,,,,,,1096,,4601
1978-05-22,Bennett,46007,,,,,996,,,,,,110,,814
1978-05-22,Bon Homme,46009,,,,,2474,,,,,,346,,2779
1978-05-22,Brookings,46011,,,,,5176,,,,,,2155,,6166
1978-05-22,Brown,46013,,,,,11373,,,,,,1700,,8467
1978-05-22,Brule,46015,,,,,2229,,,,,,184,,1101
1978-05-22,Buffalo,46017,,,,,465,,,,,,35,,274
1978-05-22,Butte,46019,,,,,1409,,,,,,275,,3124
1978-05-22,Campbell,46021,,,,,3657,,,,,,269,,1824
1978-05-22,Charles Mix,46023,,,,,3657,,,,,,269,,1824
1978-05-22,Clark,46025,,,,,1410,,,,,,184,,1911
1978-05-22,Clay,46027,,,,,3076,,,,,,1016,,2651
1978-05-22,Codington,46029,,,,,5610,,,,,,1525,,4629
1978-05-22,Corson,46031,,,,,1289,,,,,,158,,1179
1978-05-22,Custer,46033,,,,,1295,,,,,,343,,1518
1978-05-22,Davison,46035,,,,,5278,,,,,,1036,,3769
1978-05-22,Day,46037,,,,,3098,,,,,,296,,2270
1978-05-22,Deuel,46039,,,,,1430,,,,,,353,,1643
1978-05-22,Dewey,46041,,,,,1038,,,,,,146,,1092
1978-05-22,Douglas,46043,,,,,779,,,,,,112,,1951
1978-05-22,Edmunds,46045,,,,,1848,,,,,,169,,1738
1978-05-22,Fall River,46047,,,,,2091,,,,,,453,,2962
1978-05-22,Faulk,46049,,,,,1165,,,,,,118,,1134
1978-05-22,Grant,46051,,,,,2416,,,,,,577,,2571
1978-05-22,Gregory,46053,,,,,2148,,,,,,138,,1830
1978-05-22,Haakon,46055,,,,,584,,,,,,80,,1022
1978-05-22,Hamlin,46057,,,,,1365,,,,,,223,,2024
1978-05-22,Hand,46059,,,,,1658,,,,,,232,,1842
1978-05-22,Hanson,46061,,,,,956,,,,,,276,,884
1978-05-22,Harding,46063,,,,,381,,,,,,66,,758
1978-05-22,Hughes,46065,,,,,3087,,,,,,856,,4713
1978-05-22,Hutchinson,46067,,,,,1664,,,,,,120,,4630
1978-05-22,Hyde,46069,,,,,774,,,,,,59,,736
1978-05-22,Jackson,46071,,,,,663,,,,,,81,,981
1978-05-22,Jerauld,46073,,,,,923,,,,,,102,,1046
1978-05-22,Jones,46075,,,,,429,,,,,,35,,601
1978-05-22,Kingsbury,46077,,,,,1597,,,,,,259,,2742
1978-05-22,Lake,46079,,,,,3108,,,,,,436,,3146
1978-05-22,Lawrence,46081,,,,,3514,,,,,,722,,5780
1978-05-22,Lincoln,46083,,,,,3174,,,,,,708,,3998
1978-05-22,Lyman,46085,,,,,944,,,,,,58,,1409
1978-05-22,McCook,46087,,,,,1971,,,,,,469,,2086
1978-05-22,McPherson,46089,,,,,517,,,,,,97,,2491
1978-05-22,Marshall,46091,,,,,2101,,,,,,146,,1574
1978-05-22,Meade,46093,,,,,3378,,,,,,630,,3919
1978-05-22,Mellette,46095,,,,,545,,,,,,86,,680
1978-05-22,Miner,46097,,,,,1523,,,,,,184,,964
1978-05-22,Minnehaha,46099,,,,,29852,,,,,,5208,,27720
1978-05-22,Moody,46101,,,,,2368,,,,,,617,,1654
1978-05-22,Pennington,46103,,,,,14004,,,,,,3294,,15187
1978-05-22,Perkins,46105,,,,,1336,,,,,,164,,1772
1978-05-22,Potter,46107,,,,,982,,,,,,96,,1567
1978-05-22,Roberts,46109,,,,,3529,,,,,,506,,1951
1978-05-22,Sanborn,46111,,,,,1101,,,,,,179,,1111
1978-05-22,Shannon,46113,,,,,1583,,,,,,248,,479
1978-05-22,Spink,46115,,,,,3065,,,,,,472,,2409
1978-05-22,Stanley,46117,,,,,772,,,,,,143,,776
1978-05-22,Sully,46119,,,,,568,,,,,,58,,863
1978-05-22,Todd,46121,,,,,1620,,,,,,231,,729
1978-05-22,Tripp,46123,,,,,2242,,,,,,381,,2260
1978-05-22,Turner,46125,,,,,1936,,,,,,608,,4015
1978-05-22,Union,46127,,,,,3275,,,,,,744,,2543
1978-05-22,Walworth,46129,,,,,1647,,,,,,263,,2852
1978-05-22,Yankton,46135,,,,,4484,,,,,,752,,5199
1978-05-22,Ziebach,46137,,,,,492,,,,,,64,,515
1978-10-23,Aurora,46003,,,,,1442,,,,,,150,,1046
1978-10-23,Beadle,46005,,,,,7011,,,,,,1115,,4784
1978-10-23,Bennett,46007,,,,,1191,,,,,,110,,825
1978-10-23,Bon Homme,46009,,,,,2513,,,,,,363,,2858
1978-10-23,Brookings,46011,,,,,5348,,,,,,2282,,6275
1978-10-23,Brown,46013,,,,,11842,,,,,,1878,,9087
1978-10-23,Brule,46015,,,,,2283,,,,,,185,,1140
1978-10-23,Buffalo,46017,,,,,702,,,,,,53,,319
1978-10-23,Butte,46019,,,,,1423,,,,,,307,,3413
1978-10-23,Campbell,46021,,,,,323,,,,,,44,,1473
1978-10-23,Charles Mix,46023,,,,,3758,,,,,,277,,1862
1978-10-23,Clark,46025,,,,,1494,,,,,,186,,1937
1978-10-23,Clay,46027,,,,,3580,,,,,,1241,,2953
1978-10-23,Codington,46029,,,,,5968,,,,,,1622,,4863
1978-10-23,Corson,46031,,,,,1655,,,,,,201,,1223
1978-10-23,Custer,46033,,,,,1343,,,,,,359,,1594
1978-10-23,Davison,46035,,,,,5625,,,,,,1100,,3999
1978-10-23,Day,46037,,,,,3111,,,,,,285,,2284
1978-10-23,Deuel,46039,,,,,1474,,,,,,363,,1670
1978-10-23,Dewey,46041,,,,,1539,,,,,,304,,1250
1978-10-23,Douglas,46043,,,,,835,,,,,,123,,2025
1978-10-23,Edmunds,46045,,,,,1887,,,,,,165,,1771
1978-10-23,Fall River,46047,,,,,2131,,,,,,444,,2769
1978-10-23,Faulk,46049,,,,,1200,,,,,,123,,1147
1978-10-23,Grant,46051,,,,,2495,,,,,,580,,2656
1978-10-23,Gregory,46053,,,,,2246,,,,,,164,,1873
1978-10-23,Haakon,46055,,,,,606,,,,,,85,,1026
1978-10-23,Hamlin,46057,,,,,1409,,,,,,232,,2056
1978-10-23,Hand,46059,,,,,1739,,,,,,235,,1872
1978-10-23,Hanson,46061,,,,,1091,,,,,,269,,905
1978-10-23,Harding,46063,,,,,394,,,,,,67,,788
1978-10-23,Hughes,46065,,,,,3307,,,,,,980,,4740
1978-10-23,Hutchinson,46067,,,,,1690,,,,,,134,,4662
1978-10-23,Hyde,46069,,,,,795,,,,,,61,,742
1978-10-23,Jackson,46071,,,,,821,,,,,,107,,1019
1978-10-23,Jerauld,46073,,,,,994,,,,,,117,,1059
1978-10-23,Jones,46075,,,,,445,,,,,,42,,610
1978-10-23,Kingsbury,46077,,,,,1610,,,,,,259,,2763
1978-10-23,Lake,46079,,,,,3295,,,,,,450,,3189
1978-10-23,Lawrence,46081,,,,,3883,,,,,,838,,5951
1978-10-23,Lincoln,46083,,,,,3416,,,,,,770,,4040
1978-10-23,Lyman,46085,,,,,1059,,,,,,75,,1429
1978-10-23,McCook,46087,,,,,2039,,,,,,453,,2147
1978-10-23,McPherson,46089,,,,,492,,,,,,91,,2496
1978-10-23,Marshall,46091,,,,,2163,,,,,,160,,1583
1978-10-23,Meade,46093,,,,,3511,,,,,,600,,4077
1978-10-23,Mellette,46095,,,,,671,,,,,,106,,700
1978-10-23,Miner,46097,,,,,1522,,,,,,193,,1025
1978-10-23,Minnehaha,46099,,,,,31440,,,,,,5487,,28573
1978-10-23,Moody,46101,,,,,2457,,,,,,656,,1731
1978-10-23,Pennington,46103,,,,,15587,,,,,,3836,,16284
1978-10-23,Perkins,46105,,,,,1780,,,,,,194,,1482
1978-10-23,Potter,46107,,,,,1016,,,,,,97,,1586
1978-10-23,Roberts,46109,,,,,3714,,,,,,534,,2057
1978-10-23,Sanborn,46111,,,,,1136,,,,,,198,,1159
1978-10-23,Shannon,46113,,,,,2945,,,,,,418,,505
1978-10-23,Spink,46115,,,,,3107,,,,,,486,,2405
1978-10-23,Stanley,46117,,,,,800,,,,,,156,,781
1978-10-23,Sully,46119,,,,,577,,,,,,57,,858
1978-10-23,Todd,46121,,,,,2724,,,,,,346,,913
1978-10-23,Tripp,46123,,,,,2377,,,,,,420,,2343
1978-10-23,Turner,46125,,,,,1837,,,,,,512,,3736
1978-10-23,Union,46127,,,,,3390,,,,,,757,,2594
1978-10-23,Walworth,46129,,,,,1654,,,,,,274,,2846
1978-10-23,Yankton,46135,,,,,4791,,,,,,811,,5365
1978-10-23,Ziebach,46137,,,,,642,,,,,,120,,574
1980-05-19,Aurora,46003,,,,,1418,,,,,,130,,1017
1980-05-19,Beadle,46005,,,,,6600,,,,,,994,,4697
1980-05-19,Bennett,46007,,,,,1043,,,,,,96,,803
1980-05-19,Bon Homme,46009,,,,,2399,,,,,,275,,2758
1980-05-19,Brookings,46011,,,,,5593,,,,,,2364,,6312
1980-05-19,Brown,46013,,,,,11572,,,,,,1722,,8733
1980-05-19,Brule,46015,,,,,2189,,,,,,163,,1047
1980-05-19,Buffalo,46017,,,,,577,,,,,,52,,275
1980-05-19,Butte,46019,,,,,1336,,,,,,244,,3465
1980-05-19,Campbell,46021,,,,,293,,,,,,37,,1443
1980-05-19,Charles Mix,46023,,,,,3869,,,,,,288,,1899
1980-05-19,Clark,46025,,,,,1432,,,,,,181,,1860
1980-05-19,Clay,46027,,,,,3569,,,,,,1203,,3063
1980-05-19,Codington,46029,,,,,5856,,,,,,1511,,4764
1980-05-19,Corson,46031,,,,,1610,,,,,,195,,1174
1980-05-19,Custer,46033,,,,,1400,,,,,,390,,1726
1980-05-19,Davison,46035,,,,,5362,,,,,,998,,3935
1980-05-19,Day,46037,,,,,3045,,,,,,267,,2238
1980-05-19,Deuel,46039,,,,,1449,,,,,,351,,1638
1980-05-19,Dewey,46041,,,,,1602,,,,,,304,,1307
1980-05-19,Douglas,46043,,,,,761,,,,,,101,,2006
1980-05-19,Edmunds,46045,,,,,1764,,,,,,134,,1679
1980-05-19,Fall River,46047,,,,,2149,,,,,,443,,2813
1980-05-19,Faulk,46049,,,,,1138,,,,,,100,,1088
1980-05-19,Grant,46051,,,,,2380,,,,,,502,,2554
1980-05-19,Gregory,46053,,,,,2187,,,,,,151,,1884
1980-05-19,Haakon,46055,,,,,580,,,,,,71,,1038
1980-05-19,Hamlin,46057,,,,,1367,,,,,,241,,2034
1980-05-19,Hand,46059,,,,,1501,,,,,,83,,1734
1980-05-19,Hanson,46061,,,,,1028,,,,,,252,,861
1980-05-19,Harding,46063,,,,,385,,,,,,63,,785
1980-05-19,Hughes,46065,,,,,3097,,,,,,960,,4652
1980-05-19,Hutchinson,46067,,,,,1590,,,,,,118,,4457
1980-05-19,Hyde,46069,,,,,762,,,,,,62,,702
1980-05-19,Jackson,46071,,,,,848,,,,,,102,,1063
1980-05-19,Jerauld,46073,,,,,979,,,,,,110,,1056
1980-05-19,Jones,46075,,,,,426,,,,,,45,,618
1980-05-19,Kingsbury,46077,,,,,1571,,,,,,257,,2765
1980-05-19,Lake,46079,,,,,3174,,,,,,422,,3228
1980-05-19,Lawrence,46081,,,,,3781,,,,,,794,,6000
1980-05-19,Lincoln,46083,,,,,3478,,,,,,741,,4106
1980-05-19,Lyman,46085,,,,,960,,,,,,65,,1360
1980-05-19,McCook,46087,,,,,1969,,,,,,397,,2102
1980-05-19,McPherson,46089,,,,,529,,,,,,97,,2444
1980-05-19,Marshall,46091,,,,,2030,,,,,,144,,1550
1980-05-19,Meade,46093,,,,,3639,,,,,,676,,4384
1980-05-19,Mellette,46095,,,,,653,,,,,,94,,703
1980-05-19,Miner,46097,,,,,1491,,,,,,183,,921
1980-05-19,Minnehaha,46099,,,,,27676,,,,,,5408,,29680
1980-05-19,Moody,46101,,,,,2477,,,,,,607,,1715
1980-05-19,Pennington,46103,,,,,14893,,,,,,2785,,17393
1980-05-19,Perkins,46105,,,,,1395,,,,,,190,,1756
1980-05-19,Potter,46107,,,,,966,,,,,,86,,1573
1980-05-19,Roberts,46109,,,,,3683,,,,,,507,,1989
1980-05-19,Sanborn,46111,,,,,1059,,,,,,190,,1116
1980-05-19,Shannon,46113,,,,,2989,,,,,,439,,470
1980-05-19,Spink,46115,,,,,2984,,,,,,448,,2355
1980-05-19,Stanley,46117,,,,,756,,,,,,132,,828
1980-05-19,Sully,46119,,,,,554,,,,,,55,,843
1980-05-19,Todd,46121,,,,,2631,,,,,,332,,841
1980-05-19,Tripp,46123,,,,,2160,,,,,,354,,2316
1980-05-19,Turner,46125,,,,,1874,,,,,,454,,3656
1980-05-19,Union,46127,,,,,3449,,,,,,674,,2501
1980-05-19,Walworth,46129,,,,,1608,,,,,,284,,2865
1980-05-19,Yankton,46135,,,,,4683,,,,,,737,,5277
1980-05-19,Ziebach,46137,,,,,613,,,,,,113,,563
1980-10-20,Aurora,46003,,,,,1436,,,,,,131,,1025
1980-10-20,Beadle,46005,,,,,6980,,,,,,1164,,5058
1980-10-20,Bennett,46007,,,,,1052,,,,,,106,,828
1980-10-20,Bon Homme,46009,,,,,2468,,,,,,296,,2808
1980-10-20,Brookings,46011,,,,,6444,,,,,,2901,,7060
1980-10-20,Brown,46013,,,,,12578,,,,,,2162,,9764
1980-10-20,Brule,46015,,,,,2200,,,,,,163,,1150
1980-10-20,Buffalo,46017,,,,,583,,,,,,63,,286
1980-10-20,Butte,46019,,,,,1410,,,,,,269,,3499
1980-10-20,Campbell,46021,,,,,293,,,,,,41,,1493
1980-10-20,Charles Mix,46023,,,,,3920,,,,,,316,,2006
1980-10-20,Clark,46025,,,,,1479,,,,,,184,,1921
1980-10-20,Clay,46027,,,,,4026,,,,,,1522,,3465
1980-10-20,Codington,46029,,,,,6422,,,,,,1907,,5272
1980-10-20,Corson,46031,,,,,1640,,,,,,222,,1222
1980-10-20,Custer,46033,,,,,1341,,,,,,411,,1768
1980-10-20,Davison,46035,,,,,5871,,,,,,1213,,4313
1980-10-20,Day,46037,,,,,3203,,,,,,327,,2347
1980-10-20,Deuel,46039,,,,,1467,,,,,,349,,1683
1980-10-20,Dewey,46041,,,,,1585,,,,,,294,,1265
1980-10-20,Douglas,46043,,,,,782,,,,,,131,,2055
1980-10-20,Edmunds,46045,,,,,1773,,,,,,138,,1711
1980-10-20,Fall River,46047,,,,,2433,,,,,,582,,3224
1980-10-20,Faulk,46049,,,,,1175,,,,,,111,,1121
1980-10-20,Grant,46051,,,,,2555,,,,,,586,,2655
1980-10-20,Gregory,46053,,,,,2270,,,,,,184,,1978
1980-10-20,Haakon,46055,,,,,602,,,,,,86,,1104
1980-10-20,Hamlin,46057,,,,,1391,,,,,,258,,2104
1980-10-20,Hand,46059,,,,,1579,,,,,,211,,1826
1980-10-20,Hanson,46061,,,,,1059,,,,,,276,,905
1980-10-20,Harding,46063,,,,,400,,,,,,67,,811
1980-10-20,Hughes,46065,,,,,3240,,,,,,1038,,5011
1980-10-20,Hutchinson,46067,,,,,1650,,,,,,145,,4556
1980-10-20,Hyde,46069,,,,,753,,,,,,63,,710
1980-10-20,Jackson,46071,,,,,857,,,,,,105,,1076
1980-10-20,Jerauld,46073,,,,,1019,,,,,,125,,1081
1980-10-20,Jones,46075,,,,,435,,,,,,47,,654
1980-10-20,Kingsbury,46077,,,,,1636,,,,,,299,,2824
1980-10-20,Lake,46079,,,,,3350,,,,,,488,,3385
1980-10-20,Lawrence,46081,,,,,4242,,,,,,1091,,6569
1980-10-20,Lincoln,46083,,,,,3673,,,,,,853,,4340
1980-10-20,Lyman,46085,,,,,977,,,,,,76,,1376
1980-10-20,McCook,46087,,,,,2032,,,,,,420,,2139
1980-10-20,McPherson,46089,,,,,569,,,,,,109,,2522
1980-10-20,Marshall,46091,,,,,2104,,,,,,147,,1614
1980-10-20,Meade,46093,,,,,3983,,,,,,941,,5043
1980-10-20,Mellette,46095,,,,,669,,,,,,104,,724
1980-10-20,Miner,46097,,,,,1532,,,,,,208,,940
1980-10-20,Minnehaha,46099,,,,,34514,,,,,,5833,,32003
1980-10-20,Moody,46101,,,,,2542,,,,,,627,,1759
1980-10-20,Pennington,46103,,,,,17169,,,,,,3890,,20020
1980-10-20,Perkins,46105,,,,,1392,,,,,,206,,1814
1980-10-20,Potter,46107,,,,,985,,,,,,101,,1625
1980-10-20,Roberts,46109,,,,,3902,,,,,,588,,2100
1980-10-20,Sanborn,46111,,,,,1164,,,,,,171,,1143
1980-10-20,Shannon,46113,,,,,3065,,,,,,467,,519
1980-10-20,Spink,46115,,,,,3091,,,,,,510,,2482
1980-10-20,Stanley,46117,,,,,753,,,,,,144,,854
1980-10-20,Sully,46119,,,,,584,,,,,,61,,856
1980-10-20,Todd,46121,,,,,2648,,,,,,378,,872
1980-10-20,Tripp,46123,,,,,2244,,,,,,371,,2422
1980-10-20,Turner,46125,,,,,1932,,,,,,476,,3785
1980-10-20,Union,46127,,,,,3600,,,,,,796,,2614
1980-10-20,Walworth,46129,,,,,1670,,,,,,310,,2962
1980-10-20,Yankton,46135,,,,,5047,,,,,,1055,,5713
1980-10-20,Ziebach,46137,,,,,612,,,,,,131,,577
1982-05-17,Aurora,46003,,,,,1369,,,,,,104,,948
1982-05-17,Beadle,46005,,,,,6350,,,,,,959,,4651
1982-05-17,Bennett,46007,,,,,962,,,,,,89,,795
1982-05-17,Bon Homme,46009,,,,,2504,,,,,,300,,2832
1982-05-17,Brookings,46011,,,,,5801,,,,,,3168,,6950
1982-05-17,Brown,46013,,,,,11714,,,,,,1845,,9183
1982-05-17,Brule,46015,,,,,2144,,,,,,150,,1146
1982-05-17,Buffalo,46017,,,,,551,,,,,,57,,262
1982-05-17,Butte,46019,,,,,1267,,,,,,245,,3407
1982-05-17,Campbell,46021,,,,,255,,,,,,34,,1441
1982-05-17,Charles Mix,46023,,,,,3520,,,,,,239,,1847
1982-05-17,Clark,46025,,,,,1380,,,,,,159,,1871
1982-05-17,Clay,46027,,,,,3220,,,,,,1127,,2961
1982-05-17,Codington,46029,,,,,5898,,,,,,1699,,4983
1982-05-17,Corson,46031,,,,,1536,,,,,,193,,1116
1982-05-17,Custer,46033,,,,,1321,,,,,,411,,1850
1982-05-17,Davison,46035,,,,,5264,,,,,,1042,,4068
1982-05-17,Day,46037,,,,,2934,,,,,,255,,2175
1982-05-17,Deuel,46039,,,,,1319,,,,,,319,,1779
1982-05-17,Dewey,46041,,,,,1498,,,,,,185,,1311
1982-05-17,Douglas,46043,,,,,752,,,,,,119,,1975
1982-05-17,Edmunds,46045,,,,,1633,,,,,,118,,1625
1982-05-17,Fall River,46047,,,,,1920,,,,,,435,,2792
1982-05-17,Faulk,46049,,,,,1064,,,,,,80,,1110
1982-05-17,Grant,46051,,,,,2324,,,,,,519,,2600
1982-05-17,Gregory,46053,,,,,2109,,,,,,145,,1856
1982-05-17,Haakon,46055,,,,,554,,,,,,73,,1139
1982-05-17,Hamlin,46057,,,,,1319,,,,,,260,,2054
1982-05-17,Hand,46059,,,,,1523,,,,,,165,,1770
1982-05-17,Hanson,46061,,,,,981,,,,,,258,,842
